系统邮件主键	有效标志位	系统署名（不能超过20个汉字）	邮件标题（不能超过20个汉字）	邮件内容(通配符最多支持7个)换行：<Enter>（不能超过1000个汉字）	附加金钱	附加铜币	附加贡献	附加元宝	附加绑定元宝	附加师德	附加其他货币	附加其他货币	附加道具ID类型（绑定与否）	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量 
2716	1	"|C|系统|T|長生訣"	"|C|频道红包|T|頻道紅包"	"|C|您的红包超过24小时未被领取完，现将剩余的元宝返还。|T|您的紅包超過24小時未被領取完，現將剩餘的元寶返還。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2801	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653301	1	0	0	0	0	0	0	0	0	0
2802	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653302	1	0	0	0	0	0	0	0	0	0
2803	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653303	1	0	0	0	0	0	0	0	0	0
2804	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653304	1	0	0	0	0	0	0	0	0	0
2811	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653311	1	0	0	0	0	0	0	0	0	0
2812	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653312	1	0	0	0	0	0	0	0	0	0
2813	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653313	1	0	0	0	0	0	0	0	0	0
2814	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653314	1	0	0	0	0	0	0	0	0	0
2821	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653321	1	0	0	0	0	0	0	0	0	0
2822	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653322	1	0	0	0	0	0	0	0	0	0
2823	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653323	1	0	0	0	0	0	0	0	0	0
2824	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653324	1	0	0	0	0	0	0	0	0	0
2831	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653331	1	0	0	0	0	0	0	0	0	0
2832	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653332	1	0	0	0	0	0	0	0	0	0
2833	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653333	1	0	0	0	0	0	0	0	0	0
2834	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653334	1	0	0	0	0	0	0	0	0	0
2841	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653341	1	0	0	0	0	0	0	0	0	0
2842	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653342	1	0	0	0	0	0	0	0	0	0
2843	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653343	1	0	0	0	0	0	0	0	0	0
2844	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653344	1	0	0	0	0	0	0	0	0	0
2851	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653351	1	0	0	0	0	0	0	0	0	0
2852	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653352	1	0	0	0	0	0	0	0	0	0
2853	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653353	1	0	0	0	0	0	0	0	0	0
2854	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653354	1	0	0	0	0	0	0	0	0	0
2861	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653361	1	0	0	0	0	0	0	0	0	0
2862	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653362	1	0	0	0	0	0	0	0	0	0
2863	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653363	1	0	0	0	0	0	0	0	0	0
2864	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653364	1	0	0	0	0	0	0	0	0	0
2871	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653371	1	0	0	0	0	0	0	0	0	0
2872	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653372	1	0	0	0	0	0	0	0	0	0
2873	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653373	1	0	0	0	0	0	0	0	0	0
2874	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653374	1	0	0	0	0	0	0	0	0	0
2881	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653381	1	0	0	0	0	0	0	0	0	0
2882	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653382	1	0	0	0	0	0	0	0	0	0
2883	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653383	1	0	0	0	0	0	0	0	0	0
2884	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653384	1	0	0	0	0	0	0	0	0	0
2891	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653391	1	0	0	0	0	0	0	0	0	0
2892	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653392	1	0	0	0	0	0	0	0	0	0
2893	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653393	1	0	0	0	0	0	0	0	0	0
2894	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	1	323653394	1	0	0	0	0	0	0	0	0	0
2895	1	"|C|系统|T|長生訣"	"|C|长生诀贵宾俱乐部邀请|T|長生訣貴賓俱樂部邀請"	"|C|亲爱的上仙： 十分感谢您对《长生诀》的热情与支持。为了为您创造更优质的游戏体验，欢迎您通过邮箱联系我们加入VIP俱乐部，邮箱地址：（vip邮箱地址） 加入VIP俱乐部，您将享受生日福利、节日礼包、专属一对一解答等。您的开心是我们的追求，祝您游戏愉快！|T|親愛的上仙： 十分感謝您對《長生訣》的熱情與支持。為了為您創造更優質的遊戲體驗，歡迎您通過郵箱聯繫我們加入VIP俱樂部，郵箱地址：（vip郵箱位址） 加入VIP俱樂部，您將享受生日福利、節日禮包、專屬一對一解答等。您的開心是我們的追求，祝您遊戲愉快！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2896	1	"|C|系统|T|長生訣"	"|C|专属VIP福利|T|專屬VIP福利"	"|C|亲爱的上仙：十分感谢您对《Immortal Beloved》的热爱与支持，只要在游戏内达成VIP玩家成就，就可以每月获得官网发放的豪华礼包奖励一份，另外小编还透入，另外还有众多福利和特权纷飞而来，一起来一探究竟吧，专属VIP荣耀等你来!|T|親愛的上仙：十分感謝您對《Immortal Beloved》的熱愛與支持，只要在遊戲內達成VIP玩家成就，就可以每月獲得官網發放的豪華禮包獎勵一份，另外小編還透入，另外還有眾多福利和特權紛飛而來，一起來一探究竟吧，專屬VIP榮耀等你來!"	0	100000	0	0	0	0	0	0	1	320300501	1	1	322100002	3	0	0	0	0	0	0
2897	1	"|C|系统|T|長生訣"	"|C|每日首充|T|每日首儲"	"|C|亲，您昨日忘记领取每日首充奖励，现将奖励随邮件送达，还请下次不要忘了哟！|T|親，您昨日忘記領取每日首儲獎勵，現將獎勵隨郵件送達，還請下次不要忘了喲！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001	1	"|C|系统|T|長生訣"	"|C|首榜首名|T|首榜首名"	"|C|恭喜您成为本服务器最先达到50级的玩家|T|恭喜您成為本伺服器最先達到50級的玩家"	0	0	0	0	0	0	0	0	1	300900101	1	0	0	0	0	0	0	0	0	0
3002	1	"|C|系统|T|長生訣"	"|C|新人王|T|新人王"	"|C|恭喜您成为第一个通关南枝碑第10关的玩家|T|恭喜您成為第一個通關南枝碑第10關的玩家"	0	0	0	0	0	0	0	0	1	300900201	1	0	0	0	0	0	0	0	0	0
3003	1	"|C|系统|T|長生訣"	"|C|猎魂使|T|獵魂使"	"|C|恭喜您成为第一个凑齐4件全身魂装的玩家|T|恭喜您成為第一個湊齊4件全身魂裝的玩家"	0	0	0	0	0	0	0	0	1	300900301	1	0	0	0	0	0	0	0	0	0
3004	1	"|C|系统|T|長生訣"	"|C|天之骄子|T|天之驕子"	"|C|恭喜您成为第一个通关白山碑第10关的玩家|T|恭喜您成為第一個通關白山碑第10關的玩家"	0	0	0	0	0	0	0	0	1	300900401	1	0	0	0	0	0	0	0	0	0
3005	1	"|C|系统|T|長生訣"	"|C|星空宠儿|T|星空寵兒"	"|C|恭喜您成为本服务器最先点亮115个经脉额外要求的玩家|T|恭喜您成為本伺服器最先點亮115個經脈額外要求的玩家"	0	0	0	0	0	0	0	0	1	300900501	1	0	0	0	0	0	0	0	0	0
3011	1	"|C|系统|T|長生訣"	"|C|神魔古墓|T|神魔古墓"	"|C|您在神魔古墓内战至<color=#7e00ff>第一层</color>，小小心意不成敬意，还望再接再厉！<Enter>小提示：神魔古墓为帮派争夺玩法，建议跟随帮派参与，人多力量大！|T|您在神魔古墓內戰至<color=#7e00ff>第一層</color>，小小心意不成敬意，還望再接再厲！<Enter>小提示：神魔古墓為幫派爭奪玩法，建議跟隨幫派參與，人多力量大！"	0	0	0	0	0	0	0	0	1	321205001	1	0	0	0	0	0	0	0	0	0
3012	1	"|C|系统|T|長生訣"	"|C|神魔古墓|T|神魔古墓"	"|C|您在神魔古墓内战至<color=#7e00ff>第二层</color>，小小心意不成敬意，还望再接再厉！<Enter>小提示：神魔古墓为帮派争夺玩法，建议跟随帮派参与，人多力量大！|T|您在神魔古墓內戰至<color=#7e00ff>第二層</color>，小小心意不成敬意，還望再接再厲！<Enter>小提示：神魔古墓為幫派爭奪玩法，建議跟隨幫派參與，人多力量大！"	0	0	0	0	0	0	0	0	1	321205002	1	0	0	0	0	0	0	0	0	0
3013	1	"|C|系统|T|長生訣"	"|C|神魔古墓|T|神魔古墓"	"|C|您在神魔古墓内战至<color=#7e00ff>第三层</color>，扬我帮威，小小心意不成敬意，还望再接再厉！<Enter>小提示：神魔古墓为帮派争夺玩法，建议跟随帮派参与，人多力量大！|T|您在神魔古墓內戰至<color=#7e00ff>第三層</color>，揚我幫威，小小心意不成敬意，還望再接再厲！<Enter>小提示：神魔古墓為幫派爭奪玩法，建議跟隨幫派參與，人多力量大！"	0	0	0	0	0	0	0	0	1	321205003	1	0	0	0	0	0	0	0	0	0
3014	1	"|C|系统|T|長生訣"	"|C|神魔古墓|T|神魔古墓"	"|C|您在神魔古墓内战至<color=#7e00ff>第四层</color>，我帮声威大震，现奉大礼一份，还望再接再厉！<Enter>小提示：神魔古墓为帮派争夺玩法，建议跟随帮派参与，人多力量大！|T|您在神魔古墓內戰至<color=#7e00ff>第四層</color>，我幫聲威大震，現奉大禮一份，還望再接再厲！<Enter>小提示：神魔古墓為幫派爭奪玩法，建議跟隨幫派參與，人多力量大！"	0	0	0	0	0	0	0	0	1	321205004	1	0	0	0	0	0	0	0	0	0
3015	1	"|C|系统|T|長生訣"	"|C|首测返还|T|首測返還"	"|C|上仙你在首次测试时进行了充值，现按一定比例进行返还，并赠送绝版称号"执手长生"请点击领取！|T|上仙你在首次測試時進行了儲值，現按一定比例進行返還，並贈送絕版稱號"執手長生"請點擊領取！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3016	1	"|C|系统|T|長生訣"	"|C|二测返还|T|二測返還"	"|C|上仙你在二次测试时进行了充值，现按一定比例进行返还，并赠送绝版灵兽"册画"绝版飞行坐骑"不鸽了"请点击领取！|T|上仙你在二次測試時進行了儲值，現按一定比例進行返還，並贈送絕版靈獸"冊畫"絕版飛行坐騎"不鴿了"請點擊領取！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3017	1	"|C|系统|T|長生訣"	"|C|三测返还|T|三測返還"	"|C|上仙你在三次测试时进行了充值，现按一定比例进行返还，并赠送绝版称号"逐梦飞仙"请点击领取！|T|上仙你在三次測試時進行了儲值，現按一定比例進行返還，並贈送絕版稱號"逐夢飛仙"請點擊領取！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3018	1	"|C|系统|T|長生訣"	"|C|四测返还|T|四測返還"	"|C|上仙你在四次测试时进行了充值，现按一定比例进行返还，并赠送绝版称号"不负相见"请点击领取！|T|上仙你在四次測試時進行了儲值，現按一定比例進行返還，並贈送絕版稱號"不負相見"請點擊領取！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4001	1	"|C|帮派总管|T|幫派總管"	"|C|帮派活跃度报告（无奖励）|T|幫派活躍度報告（無獎勵）"	"|C|帮派本周阵营排名：<color=#00ab37>第%s名</color><Enter>帮派本周总活跃：<color=#00ab37>%s</color><Enter>帮派本周日均活跃：<color=#00ab37>%s</color><Enter>我的本周日均活跃：<color=#00ab37>%s</color><Enter>本周活跃度评价：<color=#00ab37>%s</color><Enter>预计<color=#7e00ff>绑元</color>工资：<color=#00ab37>%s</color>（下周一5:00发放）<Enter><Enter>工资说明：<Enter>非常活跃帮派：<color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>6285</color>的帮派，发放<color=#7e00ff>大量工资</color><Enter>活跃帮派：<color=#00ab37>6285</color>><color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>3250</color>，发放<color=#7e00ff>较多工资</color><Enter>不够活跃帮派：<color=#00ab37>3250</color>><color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>2300</color>，发放<color=#7e00ff>正常工资</color><Enter>不活跃帮派：<color=#00ab37>2300</color>><color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>900</color>，发放<color=#7e00ff>少量工资</color><Enter>非常不活跃帮派：<color=#00ab37>900</color>><color=#7e00ff>帮派日均活跃</color>，不发放<color=#7e00ff>工资</color><Enter>帮派活跃与个人活跃一样重要，呼吁帮众多多活跃吧！|T|幫派本周陣營排名：<color=#00ab37>第%s名</color><Enter>幫派本周總活躍：<color=#00ab37>%s</color><Enter>幫派本周日均活躍：<color=#00ab37>%s</color><Enter>我的本周日均活躍：<color=#00ab37>%s</color><Enter>本周活躍度評價：<color=#00ab37>%s</color><Enter>預計<color=#7e00ff>綁元</color>工資：<color=#00ab37>%s</color>（下週一5:00發放）<Enter><Enter>工資說明：<Enter>非常活躍幫派：<color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>6285</color>的幫派，發放<color=#7e00ff>大量工資</color><Enter>活躍幫派：<color=#00ab37>6285</color>><color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>3250</color>，發放<color=#7e00ff>較多工資</color><Enter>不夠活躍幫派：<color=#00ab37>3250</color>><color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>2300</color>，發放<color=#7e00ff>正常工資</color><Enter>不活躍幫派：<color=#00ab37>2300</color>><color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>900</color>，發放<color=#7e00ff>少量工資</color><Enter>非常不活躍幫派：<color=#00ab37>900</color>><color=#7e00ff>幫派日均活躍</color>，不發放<color=#7e00ff>工資</color><Enter>幫派活躍與個人活躍一樣重要，呼籲幫眾多多活躍吧！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4002	1	"|C|帮派总管|T|幫派總管"	"|C|帮派工资|T|幫派工資"	"|C|帮派上周阵营排名：<color=#00ab37>第%s名</color><Enter>帮派上周总活跃：<color=#00ab37>%s</color><Enter>帮派上周日均活跃：<color=#00ab37>%s</color><Enter>我的上周日均活跃：<color=#00ab37>%s</color><Enter>上周活跃度评价：<color=#00ab37>%s</color><Enter>请领取<color=#7e00ff>绑元</color>工资：<color=#00ab37>%s</color><Enter><Enter>工资说明：<Enter>非常活跃帮派：<color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>6285</color>的帮派，发放<color=#7e00ff>大量工资</color><Enter>活跃帮派：<color=#00ab37>6285</color>><color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>3250</color>，发放<color=#7e00ff>较多工资</color><Enter>不够活跃帮派：<color=#00ab37>3250</color>><color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>2300</color>，发放<color=#7e00ff>正常工资</color><Enter>不活跃帮派：<color=#00ab37>2300</color>><color=#7e00ff>帮派日均活跃</color>>=<color=#00ab37>900</color>，发放<color=#7e00ff>少量工资</color><Enter>非常不活跃帮派：<color=#00ab37>900</color>><color=#7e00ff>帮派日均活跃</color>，不发放<color=#7e00ff>工资</color><Enter>帮派活跃与个人活跃一样重要，呼吁帮众多多活跃吧！|T|幫派上周陣營排名：<color=#00ab37>第%s名</color><Enter>幫派上周總活躍：<color=#00ab37>%s</color><Enter>幫派上周日均活躍：<color=#00ab37>%s</color><Enter>我的上周日均活躍：<color=#00ab37>%s</color><Enter>上周活躍度評價：<color=#00ab37>%s</color><Enter>請領取<color=#7e00ff>綁元</color>工資：<color=#00ab37>%s</color><Enter><Enter>工資說明：<Enter>非常活躍幫派：<color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>6285</color>的幫派，發放<color=#7e00ff>大量工資</color><Enter>活躍幫派：<color=#00ab37>6285</color>><color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>3250</color>，發放<color=#7e00ff>較多工資</color><Enter>不夠活躍幫派：<color=#00ab37>3250</color>><color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>2300</color>，發放<color=#7e00ff>正常工資</color><Enter>不活躍幫派：<color=#00ab37>2300</color>><color=#7e00ff>幫派日均活躍</color>>=<color=#00ab37>900</color>，發放<color=#7e00ff>少量工資</color><Enter>非常不活躍幫派：<color=#00ab37>900</color>><color=#7e00ff>幫派日均活躍</color>，不發放<color=#7e00ff>工資</color><Enter>幫派活躍與個人活躍一樣重要，呼籲幫眾多多活躍吧！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
