掉落ID	有效标志位	副ID（超过300的部分将会无效，请注意）	副ID随机几率，-1为必定随出来	掉落类型	随机规则	地图掉落限制周期	地图掉落限制次数	掉落时间限制	分配角色限制	分配等级下限	分配等级上限	次数限制	状态限制	世界科技系数（对应world_civ_mod表)	掉落广播类型（位域,0不广播,1掉落拾取,2开宝箱,4制造广播,2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	掉落次数下限	掉落次数上限	单人分配最大数量	掉落几率	掉落保底	是否绑定	品质系数	参数1（固定掉落时，道具为type_id，货币为货币枚举；随机掉落时，为表现类型1的performance_id）	参数2（固定掉落时，道具为随机几率，货币为货币数量；随机掉落时，为表现类型1的随机概率）	参数3（随机掉落时，为表现类型2的performance_id）	参数4（随机掉落时，为表现类型2的随机概率）	参数5（随机掉落时，为表现类型3的performance_id）	参数6（随机掉落时，为表现类型3的随机概率）	参数7（随机掉落时，为表现类型4的performance_id）	参数8（随机掉落时，为表现类型4的随机概率）	参数9（随机掉落时，为表现类型5的performance_id）	参数10（随机掉落时，为表现类型5的随机概率）	参数11（随机掉落时，为等级区间下限）	参数12（随机掉落时，为等级区间上限）	参数13（随机掉落时，为流水区间下限）	参数14（随机掉落时，为流水区间上限）	参数15	参数16	参数17	参数18	参数19	参数20	参数21	参数22	参数23	参数24 
351209	1	12	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140050	1000	300140150	1000	300140250	1000	300140350	1000	300140450	1000	300140550	1000	300140650	1000	300140750	1000	300140850	1000	300140950	1000	0	0	0	0
351209	1	13	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140060	1000	300140160	1000	300140260	1000	300140360	1000	300140460	1000	300140560	1000	300140660	1000	300140760	1000	300140860	1000	300140960	1000	0	0	0	0
351209	1	14	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140070	1000	300140170	1000	300140270	1000	300140370	1000	300140470	1000	300140570	1000	300140670	1000	300140770	1000	300140870	1000	300140970	1000	0	0	0	0
351209	1	15	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140080	1000	300140180	1000	300140280	1000	300140380	1000	300140480	1000	300140580	1000	300140680	1000	300140780	1000	300140880	1000	300140980	1000	0	0	0	0
351209	1	16	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140090	1000	300140190	1000	300140290	1000	300140390	1000	300140490	1000	300140590	1000	300140690	1000	300140790	1000	300140890	1000	300140990	1000	0	0	0	0
351209	1	17	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	100	0	10000	0	310600001	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	18	-1	0	0	0	0	0	0	61	1080	0	0	0	0	10000	10000	10000	100	0	10000	0	310600002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	19	-1	0	0	0	0	0	0	1081	2100	0	0	0	0	10000	10000	10000	100	0	10000	0	310600003	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	20	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	10000	10000	10000	100	0	10000	0	310600004	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	21	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	10000	10000	10000	100	0	10000	0	310600005	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	22	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	10000	10000	10000	100	0	10000	0	310600006	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	23	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	10000	10000	10000	100	0	10000	0	310600007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	24	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	10000	10000	10000	100	0	10000	0	310600008	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	25	-1	0	0	0	0	0	0	1	7200	0	0	0	0	10000	10000	10000	100	0	10000	0	410200100	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	26	-1	0	0	0	0	0	0	1	1080	0	90000001	0	0	30000	30000	30000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	27	-1	0	0	0	0	0	0	1	1080	0	90000002	0	0	30000	30000	30000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	28	-1	0	0	0	0	0	0	1	1080	0	90000003	0	0	30000	30000	30000	10000	0	10000	0	410540002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	29	-1	0	0	0	0	0	0	1	1080	0	90000004	0	0	30000	30000	30000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	30	-1	0	0	0	0	0	0	1081	3120	0	0	0	0	30000	30000	30000	10000	0	10000	0	410560002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351209	1	31	-1	0	0	0	0	0	0	3121	7200	0	0	0	0	15000	15000	15000	10000	0	10000	0	410560006	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351210	1	1	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	1000	0	10000	0	300130020	1000	300130120	1000	300130220	1000	300130320	1000	300130420	1000	300130520	1000	300130620	1000	300130720	1000	300130820	1000	300130920	1000	0	0	0	0
351210	1	2	-1	0	0	0	0	0	0	61	1080	0	0	0	0	10000	10000	10000	1000	0	10000	0	300150030	1000	300150130	1000	300150230	1000	300150330	1000	300150430	1000	300150530	1000	300150630	1000	300150730	1000	300150830	1000	300150930	1000	0	0	0	0
351210	1	3	-1	0	0	0	0	0	0	1081	2100	0	0	0	0	10000	10000	10000	1000	0	10000	0	300150040	1000	300150140	1000	300150240	1000	300150340	1000	300150440	1000	300150540	1000	300150640	1000	300150740	1000	300150840	1000	300150940	1000	0	0	0	0
351210	1	4	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	10000	10000	10000	1000	0	10000	0	300150050	1000	300150150	1000	300150250	1000	300150350	1000	300150450	1000	300150550	1000	300150650	1000	300150750	1000	300150850	1000	300150950	1000	0	0	0	0
351210	1	5	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	10000	10000	10000	1000	0	10000	0	300150060	1000	300150160	1000	300150260	1000	300150360	1000	300150460	1000	300150560	1000	300150660	1000	300150760	1000	300150860	1000	300150960	1000	0	0	0	0
351210	1	6	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	10000	10000	10000	1000	0	10000	0	300150070	1000	300150170	1000	300150270	1000	300150370	1000	300150470	1000	300150570	1000	300150670	1000	300150770	1000	300150870	1000	300150970	1000	0	0	0	0
351210	1	7	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	10000	10000	10000	1000	0	10000	0	300150080	1000	300150180	1000	300150280	1000	300150380	1000	300150480	1000	300150580	1000	300150680	1000	300150780	1000	300150880	1000	300150980	1000	0	0	0	0
351210	1	8	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	10000	10000	10000	1000	0	10000	0	300150090	1000	300150190	1000	300150290	1000	300150390	1000	300150490	1000	300150590	1000	300150690	1000	300150790	1000	300150890	1000	300150990	1000	0	0	0	0
351210	1	9	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	2000	0	10000	0	300120020	1000	300120120	1000	300120220	1000	300120320	1000	300120420	1000	300120520	1000	300120620	1000	300120720	1000	300120820	1000	300120920	1000	0	0	0	0
351210	1	10	-1	0	0	0	0	0	0	61	1080	0	0	0	0	10000	10000	10000	7000	0	10000	0	300140030	1000	300140130	1000	300140230	1000	300140330	1000	300140430	1000	300140530	1000	300140630	1000	300140730	1000	300140830	1000	300140930	1000	0	0	0	0
351210	1	11	-1	0	0	0	0	0	0	1081	2100	0	0	0	0	10000	10000	10000	7000	0	10000	0	300140040	1000	300140140	1000	300140240	1000	300140340	1000	300140440	1000	300140540	1000	300140640	1000	300140740	1000	300140840	1000	300140940	1000	0	0	0	0
351210	1	12	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	10000	10000	10000	7000	0	10000	0	300140050	1000	300140150	1000	300140250	1000	300140350	1000	300140450	1000	300140550	1000	300140650	1000	300140750	1000	300140850	1000	300140950	1000	0	0	0	0
351210	1	13	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	10000	10000	10000	7000	0	10000	0	300140060	1000	300140160	1000	300140260	1000	300140360	1000	300140460	1000	300140560	1000	300140660	1000	300140760	1000	300140860	1000	300140960	1000	0	0	0	0
351210	1	14	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	10000	10000	10000	7000	0	10000	0	300140070	1000	300140170	1000	300140270	1000	300140370	1000	300140470	1000	300140570	1000	300140670	1000	300140770	1000	300140870	1000	300140970	1000	0	0	0	0
351210	1	15	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	10000	10000	10000	7000	0	10000	0	300140080	1000	300140180	1000	300140280	1000	300140380	1000	300140480	1000	300140580	1000	300140680	1000	300140780	1000	300140880	1000	300140980	1000	0	0	0	0
351210	1	16	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	10000	10000	10000	7000	0	10000	0	300140090	1000	300140190	1000	300140290	1000	300140390	1000	300140490	1000	300140590	1000	300140690	1000	300140790	1000	300140890	1000	300140990	1000	0	0	0	0
351210	1	17	-1	0	0	0	0	0	0	1	72000	0	0	0	0	10000	10000	10000	100	0	10000	0	410200100	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351210	1	18	-1	0	0	0	0	0	0	1	1080	0	90000001	0	0	20000	20000	20000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351210	1	19	-1	0	0	0	0	0	0	1	1080	0	90000002	0	0	20000	20000	20000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351210	1	20	-1	0	0	0	0	0	0	1	1080	0	90000003	0	0	20000	20000	20000	10000	0	10000	0	410540002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351210	1	21	-1	0	0	0	0	0	0	1	1080	0	90000004	0	0	20000	20000	20000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351210	1	22	-1	0	0	0	0	0	0	1081	3120	0	0	0	0	20000	20000	20000	10000	0	10000	0	410560002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351210	1	23	-1	0	0	0	0	0	0	3121	7200	0	0	0	0	20000	20000	20000	5000	0	10000	0	410560006	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	1	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	3500	0	10000	0	300130020	1000	300130120	1000	300130220	1000	300130320	1000	300130420	1000	300130520	1000	300130620	1000	300130720	1000	300130820	1000	300130920	1000	0	0	0	0
351211	1	2	-1	0	0	0	0	0	0	61	1080	0	0	0	0	10000	10000	10000	3500	0	10000	0	300150030	1000	300150130	1000	300150230	1000	300150330	1000	300150430	1000	300150530	1000	300150630	1000	300150730	1000	300150830	1000	300150930	1000	0	0	0	0
351211	1	3	-1	0	0	0	0	0	0	1081	2100	0	0	0	0	10000	10000	10000	3500	0	10000	0	300150040	1000	300150140	1000	300150240	1000	300150340	1000	300150440	1000	300150540	1000	300150640	1000	300150740	1000	300150840	1000	300150940	1000	0	0	0	0
351211	1	4	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	10000	10000	10000	3500	0	10000	0	300150050	1000	300150150	1000	300150250	1000	300150350	1000	300150450	1000	300150550	1000	300150650	1000	300150750	1000	300150850	1000	300150950	1000	0	0	0	0
351211	1	5	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	10000	10000	10000	3500	0	10000	0	300150060	1000	300150160	1000	300150260	1000	300150360	1000	300150460	1000	300150560	1000	300150660	1000	300150760	1000	300150860	1000	300150960	1000	0	0	0	0
351211	1	6	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	10000	10000	10000	3500	0	10000	0	300150070	1000	300150170	1000	300150270	1000	300150370	1000	300150470	1000	300150570	1000	300150670	1000	300150770	1000	300150870	1000	300150970	1000	0	0	0	0
351211	1	7	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	10000	10000	10000	3500	0	10000	0	300150080	1000	300150180	1000	300150280	1000	300150380	1000	300150480	1000	300150580	1000	300150680	1000	300150780	1000	300150880	1000	300150980	1000	0	0	0	0
351211	1	8	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	10000	10000	10000	3500	0	10000	0	300150090	1000	300150190	1000	300150290	1000	300150390	1000	300150490	1000	300150590	1000	300150690	1000	300150790	1000	300150890	1000	300150990	1000	0	0	0	0
351211	1	9	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	10000	0	10000	0	300120020	1000	300120120	1000	300120220	1000	300120320	1000	300120420	1000	300120520	1000	300120620	1000	300120720	1000	300120820	1000	300120920	1000	0	0	0	0
351211	1	10	-1	0	0	0	0	0	0	61	1080	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140030	1000	300140130	1000	300140230	1000	300140330	1000	300140430	1000	300140530	1000	300140630	1000	300140730	1000	300140830	1000	300140930	1000	0	0	0	0
351211	1	11	-1	0	0	0	0	0	0	1081	2100	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140040	1000	300140140	1000	300140240	1000	300140340	1000	300140440	1000	300140540	1000	300140640	1000	300140740	1000	300140840	1000	300140940	1000	0	0	0	0
351211	1	12	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140050	1000	300140150	1000	300140250	1000	300140350	1000	300140450	1000	300140550	1000	300140650	1000	300140750	1000	300140850	1000	300140950	1000	0	0	0	0
351211	1	13	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140060	1000	300140160	1000	300140260	1000	300140360	1000	300140460	1000	300140560	1000	300140660	1000	300140760	1000	300140860	1000	300140960	1000	0	0	0	0
351211	1	14	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140070	1000	300140170	1000	300140270	1000	300140370	1000	300140470	1000	300140570	1000	300140670	1000	300140770	1000	300140870	1000	300140970	1000	0	0	0	0
351211	1	15	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140080	1000	300140180	1000	300140280	1000	300140380	1000	300140480	1000	300140580	1000	300140680	1000	300140780	1000	300140880	1000	300140980	1000	0	0	0	0
351211	1	16	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	20000	20000	20000	10000	0	10000	0	300140090	1000	300140190	1000	300140290	1000	300140390	1000	300140490	1000	300140590	1000	300140690	1000	300140790	1000	300140890	1000	300140990	1000	0	0	0	0
351211	1	17	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	100	0	10000	0	310600001	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	18	-1	0	0	0	0	0	0	61	1080	0	0	0	0	10000	10000	10000	100	0	10000	0	310600002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	19	-1	0	0	0	0	0	0	1081	2100	0	0	0	0	10000	10000	10000	100	0	10000	0	310600003	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	20	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	10000	10000	10000	100	0	10000	0	310600004	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	21	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	10000	10000	10000	100	0	10000	0	310600005	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	22	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	10000	10000	10000	100	0	10000	0	310600006	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	23	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	10000	10000	10000	100	0	10000	0	310600007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	24	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	10000	10000	10000	100	0	10000	0	310600008	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	25	-1	0	0	0	0	0	0	1	7200	0	0	0	0	10000	10000	10000	100	0	10000	0	410200100	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	26	-1	0	0	0	0	0	0	1	1080	0	90000001	0	0	30000	30000	30000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	27	-1	0	0	0	0	0	0	1	1080	0	90000002	0	0	30000	30000	30000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	28	-1	0	0	0	0	0	0	1	1080	0	90000003	0	0	30000	30000	30000	10000	0	10000	0	410540002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	29	-1	0	0	0	0	0	0	1	1080	0	90000004	0	0	30000	30000	30000	10000	0	10000	0	410540007	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	30	-1	0	0	0	0	0	0	1081	3120	0	0	0	0	30000	30000	30000	10000	0	10000	0	410560002	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351211	1	31	-1	0	0	0	0	0	0	3121	7200	0	0	0	0	15000	15000	15000	10000	0	10000	0	410560006	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	1	-1	0	0	0	0	0	0	1	7200	0	90005100	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310042	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	2	-1	0	0	0	0	0	0	1	7200	0	90005101	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310044	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	3	-1	0	0	0	0	0	0	1	7200	0	90005102	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310047	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	4	-1	0	0	0	0	0	0	1	7200	0	90005103	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310049	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	5	-1	0	0	0	0	0	0	1	7200	0	90005104	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310052	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	6	-1	0	0	0	0	0	0	1	7200	0	90005105	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310053	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	7	-1	0	0	0	0	0	0	1	7200	0	90005106	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310054	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	8	-1	0	0	0	0	0	0	1	7200	0	90005107	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310056	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	9	-1	0	0	0	0	0	0	1	7200	0	90005108	0	0	10000	10000	10000	10000	0	10000	0	400400100	3333	410400001	3333	301310057	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	10	-1	0	0	0	0	0	0	1	7200	0	0	0	0	10000	10000	10000	2000	0	10000	0	321151609	500	321151624	1100	410300000	200	410200100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	11	-1	0	0	0	0	0	0	1	7200	0	90000001	0	0	10000	10000	10000	500	0	10000	0	320400221	3500	320400321	2500	320400511	1000	320400621	1000	320400821	1000	320400921	1000	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	12	-1	0	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	500	0	10000	0	320400222	3500	320400322	2500	320400512	1000	320400622	1000	320400822	1000	320400922	1000	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	13	-1	0	0	0	0	0	0	1	7200	0	90000003	0	0	10000	10000	10000	500	0	10000	0	320400223	3500	320400323	2500	320400513	1000	320400623	1000	320400823	1000	320400923	1000	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	14	-1	0	0	0	0	0	0	1	7200	0	90000004	0	0	10000	10000	10000	500	0	10000	0	320400224	3500	320400324	2500	320400514	1000	320400624	1000	320400824	1000	320400924	1000	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	15	-1	0	1	0	0	0	0	1	7200	0	0	0	0	10000	10000	10000	200	0	10000	0	4107	10000	0	0	0	0	0	0	20001	20011	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
351601	1	16	-1	0	1	0	0	0	0	1	7200	0	0	0	0	10000	10000	10000	100	0	10000	0	4001	10000	0	0	0	0	0	0	30300	30305	8000	30306	30315	2000	0	0	0	0	0	0	0	0	0	0
351602	1	1	-1	0	1	0	0	0	0	1	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	20001	20011	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	1	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130020	2500	300130120	2500	300130220	2500	300130320	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	2	-1	0	0	0	0	0	0	61	1080	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130030	2500	300130130	2500	300130230	2500	300130330	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	3	-1	0	0	0	0	0	0	1081	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130040	2500	300130140	2500	300130240	2500	300130340	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	4	-1	0	0	0	0	0	0	2101	3120	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130050	2500	300130150	2500	300130250	2500	300130350	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	5	-1	0	0	0	0	0	0	3121	4140	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130060	2500	300130160	2500	300130260	2500	300130360	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	6	-1	0	0	0	0	0	0	4141	5160	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130070	2500	300130170	2500	300130270	2500	300130370	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	7	-1	0	0	0	0	0	0	5161	6180	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130080	2500	300130180	2500	300130280	2500	300130380	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351603	1	8	-1	0	0	0	0	0	0	6181	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	300130090	2500	300130190	2500	300130290	2500	300130390	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	1	-1	4	0	0	0	0	0	1	9999	0	90005100	0	0	10000	10000	10000	10000	0	10000	0	200	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	2	-1	4	0	0	0	0	0	1	9999	0	90005101	0	0	10000	10000	10000	10000	0	10000	0	200	70000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	3	-1	4	0	0	0	0	0	1	9999	0	90005102	0	0	10000	10000	10000	10000	0	10000	0	200	140000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	4	-1	4	0	0	0	0	0	1	9999	0	90005103	0	0	10000	10000	10000	10000	0	10000	0	200	280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	5	-1	4	0	0	0	0	0	1	9999	0	90005104	0	0	10000	10000	10000	10000	0	10000	0	200	560000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	6	-1	4	0	0	0	0	0	1	9999	0	90005105	0	0	10000	10000	10000	10000	0	10000	0	200	1120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	7	-1	4	0	0	0	0	0	1	9999	0	90005106	0	0	10000	10000	10000	10000	0	10000	0	200	1575000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	8	-1	4	0	0	0	0	0	1	9999	0	90005107	0	0	10000	10000	10000	10000	0	10000	0	200	2205000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	9	-1	4	0	0	0	0	0	1	9999	0	90005108	0	0	10000	10000	10000	10000	0	10000	0	200	2205000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	10	-1	4	0	0	0	0	0	1	9999	0	90005100	0	0	10000	10000	10000	10000	0	10000	0	203	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	11	-1	4	0	0	0	0	0	1	9999	0	90005101	0	0	10000	10000	10000	10000	0	10000	0	203	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	12	-1	4	0	0	0	0	0	1	9999	0	90005102	0	0	10000	10000	10000	10000	0	10000	0	203	28800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	13	-1	4	0	0	0	0	0	1	9999	0	90005103	0	0	10000	10000	10000	10000	0	10000	0	203	34600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	14	-1	4	0	0	0	0	0	1	9999	0	90005104	0	0	10000	10000	10000	10000	0	10000	0	203	41600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352701	1	15	-1	4	0	0	0	0	0	1	9999	0	90005105	0	0	10000	10000	10000	10000	0	10000	0	203	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
