灵宠技能ID	技能等级	有效标志位	类型（0天赋、1金、2木、3水、4火、5土、6天（光）、7地（暗），大于1000为兽诀，客户端显示用）	颜色（0白，1绿，2蓝，3紫，4橙）	学习类型（同类型的学习上限共同）	学习上限	升级消耗道具	升级消耗道具数量	技能名字	出战对应技能ID	出战对应技能等级	出战属性池	技能释放几率	技能类型，0自动，1被动，2天赋	针对目标，位域：0无效，1灵宠，2主角	不出战对应属性池ID	灵宠等级要求	111标准剑客-该技能对此职业的修为	121高血-该技能对此职业的修为	131高防-该技能对此职业的修为	141高攻-该技能对此职业的修为	是否奥义	奥义转化技能（普通就填奥义，奥义就填普通）	奥义转化几率	出战技能描述	不战技能描述	技能图标前景	技能图标	是否合体技能 
32010	8	1	0	2	1	1	410300002	6	低级震地	23006	15	0	10000	0	0	93201028	4140	3470	3470	3470	3470	0	0	0	对范围内多个目标造成143%双攻击+4063点伤害，冷却15秒	主角攻击法球：对目标造成143%双攻击+4063点伤害，冷却15秒	0	partner01_022	1
32020	8	1	0	2	1	1	410300002	6	低级怒浪涛天	23007	15	0	10000	0	0	93202028	4140	3470	3470	3470	3470	0	0	0	对范围内多个目标造成57%双攻击+1620点伤害，冷却6秒	主角攻击法球：对目标造成57%双攻击+1620点伤害，冷却6秒	0	partner01_023	1
32030	8	1	0	2	1	1	410300002	6	低级业火焚心	23404	15	0	10000	0	0	93203028	4140	3470	3470	3470	3470	0	0	0	对范围内多个目标每秒造成46%双攻击+1298点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成46%双攻击+1298点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	8	1	0	3	1	1	410300002	12	中级震地	23006	25	0	10000	0	0	93204028	4140	10520	10520	10520	10520	0	0	0	对范围内多个目标造成182%双攻击+7917点伤害，冷却15秒	主角攻击法球：对目标造成182%双攻击+7917点伤害，冷却15秒	0	partner01_022	1
32050	8	1	0	3	1	1	410300002	12	中级怒浪涛天	23007	25	0	10000	0	0	93205028	4140	10520	10520	10520	10520	0	0	0	对范围内多个目标造成73%双攻击+3164点伤害，冷却6秒	主角攻击法球：对目标造成73%双攻击+3164点伤害，冷却6秒	0	partner01_023	1
32060	8	1	0	3	1	1	410300002	12	中级业火焚心	23404	25	0	10000	0	0	93206028	4140	10520	10520	10520	10520	0	0	0	对范围内多个目标每秒造成58%双攻击+2526点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成58%双攻击+2526点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	8	1	0	4	1	1	410300002	24	高级震地	23006	36	0	10000	0	0	93207028	4140	28000	28000	28000	28000	0	0	0	对范围内多个目标造成225%双攻击+13673点伤害，冷却15秒	主角攻击法球：对目标造成225%双攻击+13673点伤害，冷却15秒	0	partner01_022	1
32080	8	1	0	4	1	1	410300002	24	高级怒浪涛天	23007	36	0	10000	0	0	93208028	4140	28000	28000	28000	28000	0	0	0	对范围内多个目标造成90%双攻击+5470点伤害，冷却6秒	主角攻击法球：对目标造成90%双攻击+5470点伤害，冷却6秒	0	partner01_023	1
32090	8	1	0	4	1	1	410300002	24	高级业火焚心	23404	36	0	10000	0	0	93209028	4140	28000	28000	28000	28000	0	0	0	对范围内多个目标每秒造成72%双攻击+4376点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成72%双攻击+4376点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	8	1	0	2	1	1	410300002	6	低级乱木丛生	23202	15	0	10000	0	0	93301028	4140	3470	3470	3470	3470	0	0	0	对目标造成47%双攻击+1350点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成47%双攻击+1350点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	8	1	0	2	1	1	410300002	6	低级老树盘根	23201	15	0	10000	0	0	93302028	4140	3470	3470	3470	3470	0	0	0	对目标造成119%双攻击+3386点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成119%双攻击+3386点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	8	1	0	2	1	1	410300002	6	低级木语凝噎	23204	15	0	10000	0	0	93303028	4140	3470	3470	3470	3470	0	0	0	对目标造成119%双攻击+3386点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成119%双攻击+3386点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	8	1	0	2	1	1	410300002	6	低级巨木击顶	23203	15	0	10000	0	0	93304028	4140	3470	3470	3470	3470	0	0	0	对目标造成119%双攻击+3386点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成119%双攻击+3386点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	8	1	0	3	1	1	410300002	12	中级乱木丛生	23202	25	0	10000	0	0	93305028	4140	10520	10520	10520	10520	0	0	0	对目标造成60%双攻击+2637点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成60%双攻击+2637点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	8	1	0	3	1	1	410300002	12	中级老树盘根	23201	25	0	10000	0	0	93306028	4140	10520	10520	10520	10520	0	0	0	对目标造成152%双攻击+6597点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成152%双攻击+6597点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	8	1	0	3	1	1	410300002	12	中级木语凝噎	23204	25	0	10000	0	0	93307028	4140	10520	10520	10520	10520	0	0	0	对目标造成152%双攻击+6597点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成152%双攻击+6597点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	8	1	0	3	1	1	410300002	12	中级巨木击顶	23203	25	0	10000	0	0	93308028	4140	10520	10520	10520	10520	0	0	0	对目标造成152%双攻击+6597点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成152%双攻击+6597点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	8	1	0	4	1	1	410300002	24	高级乱木丛生	23202	36	0	10000	0	0	93309028	4140	28000	28000	28000	28000	0	0	0	对目标造成75%双攻击+4558点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成75%双攻击+4558点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	8	1	0	4	1	1	410300002	24	高级老树盘根	23201	36	0	10000	0	0	93310028	4140	28000	28000	28000	28000	0	0	0	对目标造成187%双攻击+11394点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成187%双攻击+11394点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	8	1	0	4	1	1	410300002	24	高级木语凝噎	23204	36	0	10000	0	0	93311028	4140	28000	28000	28000	28000	0	0	0	对目标造成187%双攻击+11394点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成187%双攻击+11394点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	8	1	0	4	1	1	410300002	24	高级巨木击顶	23203	36	0	10000	0	0	93312028	4140	28000	28000	28000	28000	0	0	0	对目标造成187%双攻击+11394点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成187%双攻击+11394点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	8	1	0	2	1	1	410300002	6	低级群嘲	23008	15	0	10000	0	0	93401028	4140	3470	3470	3470	3470	0	0	0	嘲讽周围多个怪物，增加自身40%+1882点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身40%+1882点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	8	1	0	3	1	1	410300002	12	中级群嘲	23008	25	0	10000	0	0	93402028	4140	10520	10520	10520	10520	0	0	0	嘲讽周围多个怪物，增加自身50%+4032点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身50%+4032点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	8	1	0	4	1	1	410300002	24	高级群嘲	23008	36	0	10000	0	0	93403028	4140	28000	28000	28000	28000	0	0	0	嘲讽周围多个怪物，增加自身60%+8322点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身60%+8322点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	8	1	0	2	1	1	410300002	6	低级虚弱	23013	15	0	10000	0	0	93501028	4140	3470	3470	3470	3470	0	0	0	减少目标60%+5647点攻击，持续5秒，冷却15秒	主角被击法球：减少目标60%+5647点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	8	1	0	2	1	1	410300002	6	低级幽冥诅咒	23701	15	0	10000	0	0	93502028	4140	3470	3470	3470	3470	0	0	0	减少目标60%+2823点防御，持续5秒，冷却15秒	主角攻击法球：减少目标60%+2823点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	8	1	0	3	1	1	410300002	12	中级虚弱	23013	25	0	10000	0	0	93503028	4140	10520	10520	10520	10520	0	0	0	减少目标75%+12097点攻击，持续5秒，冷却15秒	主角被击法球：减少目标75%+12097点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	8	1	0	3	1	1	410300002	12	中级幽冥诅咒	23701	25	0	10000	0	0	93504028	4140	10520	10520	10520	10520	0	0	0	减少目标75%+6048点防御，持续5秒，冷却15秒	主角攻击法球：减少目标75%+6048点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	8	1	0	4	1	1	410300002	24	高级虚弱	23013	36	0	10000	0	0	93505028	4140	28000	28000	28000	28000	0	0	0	减少目标90%+24966点攻击，持续5秒，冷却15秒	主角被击法球：减少目标90%+24966点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	8	1	0	4	1	1	410300002	24	高级幽冥诅咒	23701	36	0	10000	0	0	93506028	4140	28000	28000	28000	28000	0	0	0	减少目标90%+12483点防御，持续5秒，冷却15秒	主角攻击法球：减少目标90%+12483点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	8	1	0	2	1	1	410300002	6	低级祝福	0	0	93601008	10000	1	2	0	4140	3470	3470	3470	3470	0	0	0	提升主人20%+1882点攻击	提升主人20%+1882点攻击	0	partner01_026	1
36020	8	1	0	2	1	1	410300002	6	低级庇护	0	0	93602008	10000	1	2	0	4140	3470	3470	3470	3470	0	0	0	提升主人20%+941点防御	提升主人20%+941点防御	0	partner01_503	1
36030	8	1	0	3	1	1	410300002	12	中级祝福	0	0	93603008	10000	1	2	0	4140	10520	10520	10520	10520	0	0	0	提升主人25%+4032点攻击	提升主人25%+4032点攻击	0	partner01_026	1
36040	8	1	0	3	1	1	410300002	12	中级庇护	0	0	93604008	10000	1	2	0	4140	10520	10520	10520	10520	0	0	0	提升主人25%+2016点防御	提升主人25%+2016点防御	0	partner01_503	1
36050	8	1	0	4	1	1	410300002	24	高级祝福	0	0	93605008	10000	1	2	0	4140	28000	28000	28000	28000	0	0	0	提升主人30%+8322点攻击	提升主人30%+8322点攻击	0	partner01_026	1
36060	8	1	0	4	1	1	410300002	24	高级庇护	0	0	93606008	10000	1	2	0	4140	28000	28000	28000	28000	0	0	0	提升主人30%+4161点防御	提升主人30%+4161点防御	0	partner01_503	1
37010	8	1	0	2	1	1	410300002	6	低级治疗	23305	15	0	10000	0	1	93701028	4140	3470	3470	3470	3470	0	0	0	恢复灵宠自身5%+68369点生命，冷却15秒	主角被击法球：恢复5%+68369点生命，冷却15秒	0	partner01_303	1
37020	8	1	0	2	1	1	410300002	6	低级血祭	23012	15	0	10000	0	2	93701028	4140	3470	3470	3470	3470	0	0	0	将自身当前血量的12%转给主人，冷却15秒	主角被击法球：恢复5%+68369点生命，冷却15秒	0	partner01_028	1
37040	8	1	0	2	1	1	410300002	6	低级鼓舞	23021	15	0	10000	0	1	93704028	4140	3470	3470	3470	3470	0	0	0	增加自身60%+5646攻击，持续5秒，冷却15秒	主角攻击法球：增加自身60%+5646攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	8	1	0	2	1	1	410300002	6	低级战歌	23022	15	0	10000	0	1	93705028	4140	3470	3470	3470	3470	0	0	0	增加自身60%+2823防御，持续5秒，冷却15秒	主角被击法球：增加自身60%+2823防御，持续5秒，冷却15秒	0	partner01_601	1
37070	8	1	0	2	1	1	410300002	6	低级精准	23024	15	0	10000	0	1	93707028	4140	3470	3470	3470	3470	0	0	0	增加自身47%+1753命中，持续5秒，冷却15秒	主角攻击法球：增加自身47%+1753命中，持续5秒，冷却15秒	0	partner01_106	1
37080	8	1	0	3	1	1	410300002	12	中级治疗	23305	25	0	10000	0	1	93708028	4140	10520	10520	10520	10520	0	0	0	恢复灵宠自身5%+156421点生命，冷却15秒	主角被击法球：恢复5%+156421点生命，冷却15秒	0	partner01_303	1
37090	8	1	0	3	1	1	410300002	12	中级血祭	23012	25	0	10000	0	2	93708028	4140	10520	10520	10520	10520	0	0	0	将自身当前血量的17%转给主人，冷却15秒	主角被击法球：恢复5%+156421点生命，冷却15秒	0	partner01_028	1
37110	8	1	0	3	1	1	410300002	12	中级鼓舞	23021	25	0	10000	0	1	93711028	4140	10520	10520	10520	10520	0	0	0	增加自身75%+12096攻击，持续5秒，冷却15秒	主角攻击法球：增加自身75%+12096攻击，持续5秒，冷却15秒	0	partner01_104	1
37120	8	1	0	3	1	1	410300002	12	中级战歌	23022	25	0	10000	0	1	93712028	4140	10520	10520	10520	10520	0	0	0	增加自身75%+6048防御，持续5秒，冷却15秒	主角被击法球：增加自身75%+6048防御，持续5秒，冷却15秒	0	partner01_601	1
37140	8	1	0	3	1	1	410300002	12	中级精准	23024	25	0	10000	0	1	93714028	4140	10520	10520	10520	10520	0	0	0	增加自身53%+2191命中，持续5秒，冷却15秒	主角攻击法球：增加自身53%+2191命中，持续5秒，冷却15秒	0	partner01_106	1
37150	8	1	0	4	1	1	410300002	24	高级治疗	23305	36	0	10000	0	1	93715028	4140	28000	28000	28000	28000	0	0	0	恢复灵宠自身5%+331478点生命，冷却15秒	主角被击法球：恢复5%+331478点生命，冷却15秒	0	partner01_303	1
37160	8	1	0	4	1	1	410300002	24	高级血祭	23012	36	0	10000	0	2	93715028	4140	28000	28000	28000	28000	0	0	0	将自身当前血量的22.5%转给主人，冷却15秒	主角被击法球：恢复5%+331478点生命，冷却15秒	0	partner01_028	1
37180	8	1	0	4	1	1	410300002	24	高级鼓舞	23021	36	0	10000	0	1	93718028	4140	28000	28000	28000	28000	0	0	0	增加自身90%+24966攻击，持续5秒，冷却15秒	主角攻击法球：增加自身90%+24966攻击，持续5秒，冷却15秒	0	partner01_104	1
37190	8	1	0	4	1	1	410300002	24	高级战歌	23022	36	0	10000	0	1	93719028	4140	28000	28000	28000	28000	0	0	0	增加自身90%+12483防御，持续5秒，冷却15秒	主角被击法球：增加自身90%+12483防御，持续5秒，冷却15秒	0	partner01_601	1
37210	8	1	0	4	1	1	410300002	24	高级精准	23024	36	0	10000	0	1	93721028	4140	28000	28000	28000	28000	0	0	0	增加自身57%+3828命中，持续5秒，冷却15秒	主角攻击法球：增加自身57%+3828命中，持续5秒，冷却15秒	0	partner01_106	1
31010	9	1	0	2	1	1	410300002	10	低级炎皇火刹	23401	17	0	10000	0	0	93101029	4160	3816	3816	3816	3816	0	0	0	对目标造成239%双攻击+7567点伤害，冷却15秒	主角攻击法球：对目标造成239%双攻击+7567点伤害，冷却15秒	0	partner01_405	1
31020	9	1	0	2	1	1	410300002	10	低级狂击	23005	17	0	10000	0	0	93102029	4160	3816	3816	3816	3816	0	0	0	对目标造成95%双攻击+3017点伤害，冷却6秒	主角攻击法球：对目标造成95%双攻击+3017点伤害，冷却6秒	0	partner01_101	1
31030	9	1	0	2	1	1	410300002	10	低级离火之灼	23502	17	0	10000	0	0	93103029	4160	3816	3816	3816	3816	0	0	0	对目标造成76%双攻击+2417点伤害，冷却12秒	主角攻击法球：对目标造成76%双攻击+2417点伤害，冷却12秒	0	partner01_402	1
31040	9	1	0	3	1	1	410300002	20	中级炎皇火刹	23401	28	0	10000	0	0	93104029	4160	11747	11747	11747	11747	0	0	0	对目标造成304%双攻击+14545点伤害，冷却15秒	主角攻击法球：对目标造成304%双攻击+14545点伤害，冷却15秒	0	partner01_405	1
31050	9	1	0	3	1	1	410300002	20	中级狂击	23005	28	0	10000	0	0	93105029	4160	11747	11747	11747	11747	0	0	0	对目标造成121%双攻击+5813点伤害，冷却6秒	主角攻击法球：对目标造成121%双攻击+5813点伤害，冷却6秒	0	partner01_101	1
31060	9	1	0	3	1	1	410300002	20	中级离火之灼	23502	28	0	10000	0	0	93106029	4160	11747	11747	11747	11747	0	0	0	对目标造成97%双攻击+4641点伤害，冷却12秒	主角攻击法球：对目标造成97%双攻击+4641点伤害，冷却12秒	0	partner01_402	1
31070	9	1	0	4	1	1	410300002	40	高级炎皇火刹	23401	40	0	10000	0	0	93107029	4160	31412	31412	31412	31412	0	0	0	对目标造成413%双攻击+28344点伤害，冷却15秒	主角攻击法球：对目标造成413%双攻击+28344点伤害，冷却15秒	0	partner01_405	1
31080	9	1	0	4	1	1	410300002	40	高级狂击	23005	40	0	10000	0	0	93108029	4160	31412	31412	31412	31412	0	0	0	对目标造成165%双攻击+11344点伤害，冷却6秒	主角攻击法球：对目标造成165%双攻击+11344点伤害，冷却6秒	0	partner01_101	1
31090	9	1	0	4	1	1	410300002	40	高级离火之灼	23502	40	0	10000	0	0	93109029	4160	31412	31412	31412	31412	0	0	0	对目标造成132%双攻击+9048点伤害，冷却12秒	主角攻击法球：对目标造成132%双攻击+9048点伤害，冷却12秒	0	partner01_402	1
31100	9	1	0	4	1	1	410300002	40	高级天罡雷罚	23602	40	0	10000	0	0	93110029	4160	31412	31412	31412	31412	0	0	0	造成目标最大生命值5%+428991点真实伤害，冷却15秒（对怪物无效）	主角攻击法球：造成目标最大生命值5%+428991点真实伤害，冷却15秒（对怪物无效）	0	partner01_602	1
31110	9	1	0	4	1	1	410300002	40	高级三尸狱蛊	23702	40	0	10000	0	0	93111029	4160	31412	31412	31412	31412	0	0	0	对目标每秒造成39%双攻击+2708点伤害，并恢复自身1%+85798点生命，持续5秒，冷却12秒	主角攻击法球：对目标每秒造成39%双攻击+2708点伤害，并恢复自身1%+85798点生命，持续5秒，冷却12秒	0	partner01_702	1
32010	9	1	0	2	1	1	410300002	10	低级震地	23006	17	0	10000	0	0	93201029	4160	3816	3816	3816	3816	0	0	0	对范围内多个目标造成143%双攻击+4540点伤害，冷却15秒	主角攻击法球：对目标造成143%双攻击+4540点伤害，冷却15秒	0	partner01_022	1
32020	9	1	0	2	1	1	410300002	10	低级怒浪涛天	23007	17	0	10000	0	0	93202029	4160	3816	3816	3816	3816	0	0	0	对范围内多个目标造成57%双攻击+1810点伤害，冷却6秒	主角攻击法球：对目标造成57%双攻击+1810点伤害，冷却6秒	0	partner01_023	1
32030	9	1	0	2	1	1	410300002	10	低级业火焚心	23404	17	0	10000	0	0	93203029	4160	3816	3816	3816	3816	0	0	0	对范围内多个目标每秒造成46%双攻击+1450点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成46%双攻击+1450点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	9	1	0	3	1	1	410300002	20	中级震地	23006	28	0	10000	0	0	93204029	4160	11747	11747	11747	11747	0	0	0	对范围内多个目标造成182%双攻击+8727点伤害，冷却15秒	主角攻击法球：对目标造成182%双攻击+8727点伤害，冷却15秒	0	partner01_022	1
32050	9	1	0	3	1	1	410300002	20	中级怒浪涛天	23007	28	0	10000	0	0	93205029	4160	11747	11747	11747	11747	0	0	0	对范围内多个目标造成73%双攻击+3488点伤害，冷却6秒	主角攻击法球：对目标造成73%双攻击+3488点伤害，冷却6秒	0	partner01_023	1
32060	9	1	0	3	1	1	410300002	20	中级业火焚心	23404	28	0	10000	0	0	93206029	4160	11747	11747	11747	11747	0	0	0	对范围内多个目标每秒造成58%双攻击+2785点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成58%双攻击+2785点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	9	1	0	4	1	1	410300002	40	高级震地	23006	40	0	10000	0	0	93207029	4160	31412	31412	31412	31412	0	0	0	对范围内多个目标造成248%双攻击+17006点伤害，冷却15秒	主角攻击法球：对目标造成248%双攻击+17006点伤害，冷却15秒	0	partner01_022	1
32080	9	1	0	4	1	1	410300002	40	高级怒浪涛天	23007	40	0	10000	0	0	93208029	4160	31412	31412	31412	31412	0	0	0	对范围内多个目标造成99%双攻击+6806点伤害，冷却6秒	主角攻击法球：对目标造成99%双攻击+6806点伤害，冷却6秒	0	partner01_023	1
32090	9	1	0	4	1	1	410300002	40	高级业火焚心	23404	40	0	10000	0	0	93209029	4160	31412	31412	31412	31412	0	0	0	对范围内多个目标每秒造成79%双攻击+5429点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成79%双攻击+5429点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	9	1	0	2	1	1	410300002	10	低级乱木丛生	23202	17	0	10000	0	0	93301029	4160	3816	3816	3816	3816	0	0	0	对目标造成47%双攻击+1508点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成47%双攻击+1508点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	9	1	0	2	1	1	410300002	10	低级老树盘根	23201	17	0	10000	0	0	93302029	4160	3816	3816	3816	3816	0	0	0	对目标造成119%双攻击+3783点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成119%双攻击+3783点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	9	1	0	2	1	1	410300002	10	低级木语凝噎	23204	17	0	10000	0	0	93303029	4160	3816	3816	3816	3816	0	0	0	对目标造成119%双攻击+3783点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成119%双攻击+3783点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	9	1	0	2	1	1	410300002	10	低级巨木击顶	23203	17	0	10000	0	0	93304029	4160	3816	3816	3816	3816	0	0	0	对目标造成119%双攻击+3783点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成119%双攻击+3783点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	9	1	0	3	1	1	410300002	20	中级乱木丛生	23202	28	0	10000	0	0	93305029	4160	11747	11747	11747	11747	0	0	0	对目标造成60%双攻击+2906点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成60%双攻击+2906点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	9	1	0	3	1	1	410300002	20	中级老树盘根	23201	28	0	10000	0	0	93306029	4160	11747	11747	11747	11747	0	0	0	对目标造成152%双攻击+7272点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成152%双攻击+7272点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	9	1	0	3	1	1	410300002	20	中级木语凝噎	23204	28	0	10000	0	0	93307029	4160	11747	11747	11747	11747	0	0	0	对目标造成152%双攻击+7272点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成152%双攻击+7272点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	9	1	0	3	1	1	410300002	20	中级巨木击顶	23203	28	0	10000	0	0	93308029	4160	11747	11747	11747	11747	0	0	0	对目标造成152%双攻击+7272点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成152%双攻击+7272点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	9	1	0	4	1	1	410300002	40	高级乱木丛生	23202	40	0	10000	0	0	93309029	4160	31412	31412	31412	31412	0	0	0	对目标造成82%双攻击+5672点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成82%双攻击+5672点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	9	1	0	4	1	1	410300002	40	高级老树盘根	23201	40	0	10000	0	0	93310029	4160	31412	31412	31412	31412	0	0	0	对目标造成206%双攻击+14172点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成206%双攻击+14172点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	9	1	0	4	1	1	410300002	40	高级木语凝噎	23204	40	0	10000	0	0	93311029	4160	31412	31412	31412	31412	0	0	0	对目标造成206%双攻击+14172点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成206%双攻击+14172点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	9	1	0	4	1	1	410300002	40	高级巨木击顶	23203	40	0	10000	0	0	93312029	4160	31412	31412	31412	31412	0	0	0	对目标造成206%双攻击+14172点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成206%双攻击+14172点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	9	1	0	2	1	1	410300002	10	低级群嘲	23008	17	0	10000	0	0	93401029	4160	3816	3816	3816	3816	0	0	0	嘲讽周围多个怪物，增加自身40%+2715点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身40%+2715点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	9	1	0	3	1	1	410300002	20	中级群嘲	23008	28	0	10000	0	0	93402029	4160	11747	11747	11747	11747	0	0	0	嘲讽周围多个怪物，增加自身50%+5156点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身50%+5156点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	9	1	0	4	1	1	410300002	40	高级群嘲	23008	40	0	10000	0	0	93403029	4160	31412	31412	31412	31412	0	0	0	嘲讽周围多个怪物，增加自身65%+9555点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身65%+9555点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	9	1	0	2	1	1	410300002	10	低级虚弱	23013	17	0	10000	0	0	93501029	4160	3816	3816	3816	3816	0	0	0	减少目标60%+8146点攻击，持续5秒，冷却15秒	主角被击法球：减少目标60%+8146点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	9	1	0	2	1	1	410300002	10	低级幽冥诅咒	23701	17	0	10000	0	0	93502029	4160	3816	3816	3816	3816	0	0	0	减少目标60%+4073点防御，持续5秒，冷却15秒	主角攻击法球：减少目标60%+4073点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	9	1	0	3	1	1	410300002	20	中级虚弱	23013	28	0	10000	0	0	93503029	4160	11747	11747	11747	11747	0	0	0	减少目标75%+15469点攻击，持续5秒，冷却15秒	主角被击法球：减少目标75%+15469点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	9	1	0	3	1	1	410300002	20	中级幽冥诅咒	23701	28	0	10000	0	0	93504029	4160	11747	11747	11747	11747	0	0	0	减少目标75%+7734点防御，持续5秒，冷却15秒	主角攻击法球：减少目标75%+7734点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	9	1	0	4	1	1	410300002	40	高级虚弱	23013	40	0	10000	0	0	93505029	4160	31412	31412	31412	31412	0	0	0	减少目标98%+28667点攻击，持续5秒，冷却15秒	主角被击法球：减少目标98%+28667点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	9	1	0	4	1	1	410300002	40	高级幽冥诅咒	23701	40	0	10000	0	0	93506029	4160	31412	31412	31412	31412	0	0	0	减少目标98%+14333点防御，持续5秒，冷却15秒	主角攻击法球：减少目标98%+14333点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	9	1	0	2	1	1	410300002	10	低级祝福	0	0	93601009	10000	1	2	0	4160	3816	3816	3816	3816	0	0	0	提升主人20%+2715点攻击	提升主人20%+2715点攻击	0	partner01_026	1
36020	9	1	0	2	1	1	410300002	10	低级庇护	0	0	93602009	10000	1	2	0	4160	3816	3816	3816	3816	0	0	0	提升主人20%+1357点防御	提升主人20%+1357点防御	0	partner01_503	1
36030	9	1	0	3	1	1	410300002	20	中级祝福	0	0	93603009	10000	1	2	0	4160	11747	11747	11747	11747	0	0	0	提升主人25%+5156点攻击	提升主人25%+5156点攻击	0	partner01_026	1
