id	valid	name	pro	level	等级系数（关联world_civ_mod)	模型路径	模型名字	"npc功能类型,服务器没用(1对话npc，2战斗npc，3服务器采集，4动态障碍，5陷阱，6客户端采集)"	AI_ID（服务器战斗AI）	公共掉落ID1	公共掉落ID2	公共掉落ID3	单人掉落ID	出生时间	出生表现（技能id）	行为ID（NPC_BASE_ACTION）	缩放scale	reserve_1(0小兵1基地2普通塔3安全塔)	reserve_2(碰撞触发事件)	reserve_3(用来更新哪一个任务ID进度，默认第一条进度，为0，则不更新)	reserve_4(NPC动态血量机制触发时的玩家数量下限)	reserve_5(NPC动态血量控制触发后每增减一个玩家的血量百分比变化，总血量暂时程序写死最多3倍)	reserve_6(特殊NPC位域：0正常npc，1该npc不能被机器人攻击，2经验宝宝，但是只是触发一次掉落，4出现和消失是否需要全地图通知，8不攻击NPC的NPC，16是否属于家族掉落，32是否有采集累计次数，64是否属于个人独占掉落)	reserve_7（攻击指定NPC，需要两个NPC间都这里有配置，以三位数来代表，表示只打和我相同十位和个位的怪物。百位没有数字：打任何怪物，十位和个位为被固定打怪NPC的匹配参数，例如A配了23，B配了123，则B可以打A，但是A不能打B）	reserve_8(客户端触发的服务器事件ID，检测用)	reserve_9(黑户触发事件)	reserve_10（虚拟血量计算方式，1默认计算正常血量，2只按虚拟血量计算，3虚拟血量和正常血量同时扣除）	客户端AI	缩放前的被击范围（缩放后的是就是乘缩放倍数）	死亡表现（技能ID）	出生自带buff（buffID）(客户端服务器都有效)	buff持续时间（服务器有效）	NPC血量变化自动全地图广播【最大血量百分比】，配置100以下为服务器主动广播，100以上则需要客户端主动拉取	npc类别（0为非专属，1为个人专属，2为队伍专属，3为帮派专属）	reserve_11（预留字段）	reserve_12（预留字段）	reserve_13（预留字段）	reserve_14（预留字段）	reserve_15（预留字段）	收集的任务ID	任务的第几个条件	血条UI	死亡灰尘延迟（早填负值）	步伐速度	"hud类型（0无hud，1角色hud，2NPChud,3NPC大血条与血条显示互斥）"	血条缩放	死亡音效	出生音效	被击音效	点击音效1	点击音效2	点击音效3	是否显示名字（0不显示，1显示）	是否可以被击浮空（1不击飞）	npc称号	npc血条显示(0不显示，1显示)	npc是否跟随玩家点击而旋转(0旋转，1不旋转)	npc品质（1绿，2蓝，3紫，4橙）	npc专属名字（显示在称号下）	低端机模型路径	低端机模型名字	展示模型名字	展示模型名字（ioS点击问题，标1会有虚拟框） 
8002409	1	控水·鱼巫	800224	666	0	npc/animal/xiaoyuren	xiaoyuren01	2	0	0	0	0	0	0	30021	8103	1.8	0	0	0	0	0	0	0	0	0	1	8002409	0.4	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	530000010	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	xiaoyuren01	0
8002410	1	飞羽·大鹏	800221	666	0	npc/animal/dapeng	dapeng	2	8002410	0	0	0	0	0	30023	8101	1	0	0	0	0	0	0	0	0	0	1	8002410	0.8	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000015	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	dapeng	0
8002411	1	守护·大猩猩	800223	666	0	npc/animal/daxingxing	daxingxing	2	8002411	0	0	0	0	0	30023	8100	1.5	0	0	0	0	0	0	0	0	0	1	8002411	0.5	31006	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	520000009	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	daxingxing	0
8002501	1	龙威·昆仑	800221	666	0	npc/human/tang	tangtang_bianse	2	8002501	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002501	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse	0
8002502	1	祖佑·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8002502	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002502	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8002503	1	霜甲·昆仑	800221	666	0	npc/human/tang	tangtang_bianse	2	8002503	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002503	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse	0
8002504	1	千殇·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8002504	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002504	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8002505	1	幻影·昆仑	800221	666	0	npc/human/tang	tangtang_bianse	2	8002505	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002505	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse	0
8002506	1	慧剑·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8002506	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002506	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8002507	1	惊鸿·昆仑	800221	666	0	npc/human/tang	tangtang_bianse	2	8002507	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002507	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse	0
8002508	1	透骨·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8002508	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002508	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8002511	1	潜影·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse	2	8002511	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002511	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
8002512	1	影殇·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002512	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002512	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002513	1	生机·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse	2	8002513	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002513	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
8002514	1	幻梦·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002514	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002514	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002515	1	光阴·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse	2	8002515	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002515	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
8002516	1	童趣·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002516	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002516	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002517	1	韧藤·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse	2	8002517	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002517	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
8002518	1	聚散·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002518	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002518	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002521	1	回旋·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse	2	8002521	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002521	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse	0
8002522	1	酣畅·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse02	2	8002522	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002522	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse02	0
8002523	1	磐钢·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse	2	8002523	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002523	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse	0
8002524	1	暴震·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse02	2	8002524	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002524	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse02	0
8002525	1	天雷引·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse	2	8002525	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002525	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse	0
8002526	1	风压·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse02	2	8002526	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002526	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse02	0
8002527	1	坚守·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse	2	8002527	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002527	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse	0
8002528	1	忍耐·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse02	2	8002528	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002528	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse02	0
8002531	1	点燃·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse	2	8002531	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002531	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse	0
8002532	1	凤鸣·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse02	2	8002532	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002532	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse02	0
8002533	1	扰乱·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse	2	8002533	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002533	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse	0
8002534	1	燎天箭·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse02	2	8002534	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002534	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse02	0
8002535	1	爆裂·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse	2	8002535	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002535	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse	0
8002536	1	抗拒·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse02	2	8002536	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002536	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse02	0
8002537	1	狂澜·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse	2	8002537	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002537	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse	0
8002538	1	蓄势·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse02	2	8002538	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002538	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse02	0
8002541	1	升龙·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8002541	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002541	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8002542	1	瞬刺·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8002542	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002542	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8002543	1	无敌斩·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8002543	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002543	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8002544	1	龙卷·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8002544	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002544	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8002551	1	闪影·琉璃	800222	666	0	npc/human/luoluo	yuling	2	8002551	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002551	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	yuling	0
8002552	1	缠绕·琉璃	800222	666	0	npc/human/luoluo	yuling	2	8002552	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002552	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	yuling	0
8002553	1	花棘·琉璃	800222	666	0	npc/human/luoluo	yuling	2	8002553	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002553	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	yuling	0
8002554	1	花盾·琉璃	800222	666	0	npc/human/luoluo	yuling	2	8002554	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002554	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	yuling	0
8002561	1	扔刀·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002561	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002561	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
8002562	1	震地·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002562	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002562	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
8002563	1	旋风斩·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002563	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002563	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
8002564	1	减伤·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002564	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002564	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
8002571	1	后撤·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8002571	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002571	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8002572	1	箭雨·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8002572	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002572	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8002573	1	金乌箭·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8002573	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002573	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8002574	1	速射·凤鸣	800224	666	0	npc/human/xuyourong	gongshou	2	8002574	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002574	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
8002581	1	青龙·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8002581	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002581	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8002582	1	白虎·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002582	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002582	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002583	1	兽神·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse	2	8002583	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002583	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse	0
8002584	1	真凤·凤鸣	800224	666	0	npc/human/xuyourong	xuyourong_bianse	2	8002584	0	0	0	0	3000	30104	8304	1.2	0	0	0	0	0	0	0	0	0	1	8002584	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuyourong_bianse	0
8002601	1	双龙飞起·昆仑	800221	666	0	npc/human/tang	tangtang_bianse02	2	8002601	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002601	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tangtang_bianse02	0
8002602	1	双龙下落·昆仑	800221	666	0	npc/human/tang	JianNan01	2	8002602	0	0	0	0	1500	30101	8301	1.2	0	0	0	0	0	0	0	0	0	1	8002602	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
8002603	1	虎啸山林·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002603	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002603	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002604	1	白虎左抓·琉璃	800222	666	0	npc/human/luoluo	yuling	2	8002604	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002604	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	yuling	0
8002605	1	白虎右抓·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse	2	8002605	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002605	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
8002606	1	白虎冲锋·琉璃	800222	666	0	npc/human/luoluo	luoluo_bianse02	2	8002606	0	0	0	0	3000	30102	8302	1.2	0	0	0	0	0	0	0	0	0	1	8002606	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse02	0
8002607	1	怒吼波·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo_bianse	2	8002607	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002607	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo_bianse	0
8002608	1	怒吼火·乾坤	800223	666	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002608	0	0	0	0	2500	30103	8303	1.2	0	0	0	0	0	0	0	0	0	1	8002608	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
