主类型（等级1，境界2，道藏3，道藏数量4，穿装备11，强化12，精炼13，宝石14，附加属性数15，完美属性数16，宝石数17，技能21，法器数22，血脉数23，等级武学数量24，伙伴数31，伙伴境界32，74宝石雕琢）	有效标志	副类型	流水ID（主、副类型都相同时，通过这个来区分）	条件参数1	条件参数2	条件参数3	触发成就1	触发成就2	触发成就3	触发成就4	触发成就5
75	1	0	20	4	2	0	2920	0	0	0	0
75	1	0	21	4	3	0	2921	0	0	0	0
75	1	0	22	4	4	0	2922	0	0	0	0
75	1	0	23	4	5	0	2923	0	0	0	0
75	1	0	24	4	6	0	2924	1110	0	0	0
75	1	0	25	5	1	0	2925	0	0	0	0
75	1	0	26	5	2	0	2926	0	0	0	0
75	1	0	27	5	3	0	2927	0	0	0	0
75	1	0	28	5	4	0	2928	0	0	0	0
75	1	0	29	5	5	0	2929	0	0	0	0
75	1	0	30	5	6	0	2930	1118	0	0	0
75	1	0	31	6	1	0	2931	0	0	0	0
75	1	0	32	6	2	0	2932	0	0	0	0
75	1	0	33	6	3	0	2933	0	0	0	0
75	1	0	34	6	4	0	2934	0	0	0	0
75	1	0	35	6	5	0	2935	0	0	0	0
75	1	0	36	6	6	0	2936	0	0	0	0
75	1	0	37	7	1	0	2937	0	0	0	0
75	1	0	38	7	2	0	2938	0	0	0	0
75	1	0	39	7	3	0	2939	0	0	0	0
75	1	0	40	7	4	0	2940	0	0	0	0
75	1	0	41	7	5	0	2941	0	0	0	0
75	1	0	42	7	6	0	2942	0	0	0	0
75	1	0	43	8	1	0	2943	0	0	0	0
75	1	0	44	8	2	0	2944	0	0	0	0
75	1	0	45	8	3	0	2945	0	0	0	0
75	1	0	46	8	4	0	2946	0	0	0	0
75	1	0	47	8	5	0	2947	0	0	0	0
75	1	0	48	8	6	0	2948	0	0	0	0
75	1	0	49	9	1	0	2949	0	0	0	0
75	1	0	50	9	2	0	2950	0	0	0	0
75	1	0	51	9	3	0	2951	0	0	0	0
75	1	0	52	9	4	0	2952	0	0	0	0
75	1	0	53	9	5	0	2953	0	0	0	0
75	1	0	54	9	6	0	2954	0	0	0	0
75	1	0	55	10	1	0	2955	0	0	0	0
75	1	0	56	10	2	0	2956	0	0	0	0
75	1	0	57	10	3	0	2957	0	0	0	0
75	1	0	58	10	4	0	2958	0	0	0	0
75	1	0	59	10	5	0	2959	0	0	0	0
75	1	0	60	10	6	0	2960	0	0	0	0
77	1	0	1	6	1	0	1119	0	0	0	0
77	1	0	2	18	1	0	1120	0	0	0	0
77	1	0	3	24	1	0	1121	0	0	0	0
79	1	0	1	1	10	6	1160	0	0	0	0
79	1	0	2	1	1	4	1161	0	0	0	0
