宝石道具ID	有效标志	镶嵌的部位	镶嵌孔的形状	宝石类型	宝石颜色	宝石等级	下级宝石ID	上级宝石ID	境界限制	升级需要同级宝石数（要算上自己）	升级需要晶石	分解材料副ID（1位类型<1装备2宝石>+1位颜色+2位分类(部位)+1位等级）	付费升级消耗ID	升级宝石成功率	属性类型1	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	增加战力值1	增加战力值2	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	下阶宝石ID
400140614	1	68	3	17	4	6	400140714	400140514	11	3	19840000	241706	50241	10000	16	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150614
400140714	1	68	3	17	4	7	400140814	400140614	11	3	79360000	241707	50241	10000	16	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150714
400140814	1	68	3	17	4	8	400140914	400140714	11	3	79360000	241708	50241	10000	16	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150814
400140914	1	68	3	17	4	9	-1	400140814	11	-1	-1	241709	-1	10000	16	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150914
400150114	1	68	3	17	5	1	400150214	-1	20	3	107500	251701	50251	10000	16	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150214	1	68	3	17	5	2	400150314	400150114	20	3	215000	251702	50251	10000	16	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150314	1	68	3	17	5	3	400150414	400150214	20	3	860000	251703	50251	10000	16	2400	2400	2400	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150414	1	68	3	17	5	4	400150514	400150314	20	3	3440000	251704	50251	10000	16	3200	3200	3200	3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150514	1	68	3	17	5	5	400150614	400150414	20	3	13760000	251705	50251	10000	16	4600	4600	4600	4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150614	1	68	3	17	5	6	400150714	400150514	20	3	55040000	251706	50251	10000	16	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150714	1	68	3	17	5	7	400150814	400150614	20	3	220160000	251707	50251	10000	16	8000	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150814	1	68	3	17	5	8	400150914	400150714	20	3	220160000	251708	50251	10000	16	10000	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150914	1	68	3	17	5	9	-1	400150814	23	-1	-1	251709	-1	10000	16	12000	12000	12000	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130115	1	544	3	18	3	1	400130215	-1	2	3	12500	231801	50231	10000	15	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140115
400130215	1	544	3	18	3	2	400130315	400130115	2	3	25000	231802	50231	10000	15	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140215
400130315	1	544	3	18	3	3	400130415	400130215	2	3	100000	231803	50231	10000	15	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140315
400130415	1	544	3	18	3	4	400130515	400130315	2	3	400000	231804	50231	10000	15	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140415
400130515	1	544	3	18	3	5	400130615	400130415	2	3	1600000	231805	50231	10000	15	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140515
400130615	1	544	3	18	3	6	400130715	400130515	2	3	6400000	231806	50231	10000	15	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140615
400130715	1	544	3	18	3	7	400130815	400130615	5	3	25600000	231807	50231	10000	15	2000	2000	2000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140715
400130815	1	544	3	18	3	8	400130915	400130715	5	3	25600000	231808	50231	10000	15	2500	2500	2500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140815
400130915	1	544	3	18	3	9	-1	400130815	8	-1	-1	231809	-1	10000	15	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140915
400140115	1	544	3	18	4	1	400140215	-1	11	3	38750	241801	50241	10000	15	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150115
400140215	1	544	3	18	4	2	400140315	400140115	11	3	77500	241802	50241	10000	15	900	900	900	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150215
400140315	1	544	3	18	4	3	400140415	400140215	11	3	310000	241803	50241	10000	15	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150315
400140415	1	544	3	18	4	4	400140515	400140315	11	3	1240000	241804	50241	10000	15	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150415
400140515	1	544	3	18	4	5	400140615	400140415	11	3	4960000	241805	50241	10000	15	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150515
400140615	1	544	3	18	4	6	400140715	400140515	11	3	19840000	241806	50241	10000	15	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150615
400140715	1	544	3	18	4	7	400140815	400140615	11	3	79360000	241807	50241	10000	15	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150715
400140815	1	544	3	18	4	8	400140915	400140715	11	3	79360000	241808	50241	10000	15	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150815
400140915	1	544	3	18	4	9	-1	400140815	11	-1	-1	241809	-1	10000	15	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150915
400150115	1	544	3	18	5	1	400150215	-1	20	3	107500	251801	50251	10000	15	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150215	1	544	3	18	5	2	400150315	400150115	20	3	215000	251802	50251	10000	15	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150315	1	544	3	18	5	3	400150415	400150215	20	3	860000	251803	50251	10000	15	2400	2400	2400	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150415	1	544	3	18	5	4	400150515	400150315	20	3	3440000	251804	50251	10000	15	3200	3200	3200	3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150515	1	544	3	18	5	5	400150615	400150415	20	3	13760000	251805	50251	10000	15	4600	4600	4600	4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150615	1	544	3	18	5	6	400150715	400150515	20	3	55040000	251806	50251	10000	15	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150715	1	544	3	18	5	7	400150815	400150615	20	3	220160000	251807	50251	10000	15	8000	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150815	1	544	3	18	5	8	400150915	400150715	20	3	220160000	251808	50251	10000	15	10000	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150915	1	544	3	18	5	9	-1	400150815	23	-1	-1	251809	-1	10000	15	12000	12000	12000	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
