宝石类型	宝石颜色	雕琢等级	有效字段	货币类型(1紫魂三角，2绿魂方形，3彩魂圆形)	货币数量	道具id	道具数量	属性类型1	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值2	御灵数值2	刀客数值2	弓手数值2	属性类型3	剑客数值3	御灵数值3	刀客数值3	弓手数值3	属性类型4	剑客数值4	御灵数值4	刀客数值4	弓手数值4	增加修为	直升金元	属性类型3	剑客数值3	御灵数值3	刀客数值3	弓手数值3	属性类型4	剑客数值4	御灵数值4	刀客数值4	弓手数值4	宝石名字
17	4	3	1	3	278	401300101	18	1016	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941	500	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	4	1	3	722	401300201	18	1016	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883	1300	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	5	1	3	1444	401300201	27	1016	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	2600	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	6	1	3	2722	401300201	36	1016	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8737	4900	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	7	1	3	5278	401300301	36	1016	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13105	9500	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	8	1	3	11111	401300301	54	1016	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19659	20000	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	9	1	3	23333	401300301	72	1016	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27522	42000	0	0	0	0	0	0	0	0	0	0	上古无双石
17	5	0	1	3	0	401300101	0	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	1	1	3	42	401300101	2	1016	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065	75	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	2	1	3	111	401300101	6	1016	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	200	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	3	1	3	278	401300101	18	1016	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6196	500	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	4	1	3	722	401300201	18	1016	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9295	1300	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	5	1	3	1444	401300201	27	1016	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13942	2600	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	6	1	3	2722	401300201	36	1016	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20914	4900	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	7	1	3	5278	401300301	36	1016	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31371	9500	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	8	1	3	11111	401300301	54	1016	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43919	20000	0	0	0	0	0	0	0	0	0	0	神赐无双石
17	5	9	1	3	23333	401300301	72	1016	1800	1800	1800	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61487	42000	0	0	0	0	0	0	0	0	0	0	神赐无双石
18	3	0	1	3	0	401300101	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	太极石
18	3	1	1	3	42	401300101	2	1015	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	75	0	0	0	0	0	0	0	0	0	0	太极石
18	3	2	1	3	111	401300101	6	1015	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	200	0	0	0	0	0	0	0	0	0	0	太极石
18	3	3	1	3	278	401300101	18	1015	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	500	0	0	0	0	0	0	0	0	0	0	太极石
18	3	4	1	3	722	401300201	18	1015	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1300	0	0	0	0	0	0	0	0	0	0	太极石
18	3	5	1	3	1444	401300201	27	1015	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	2600	0	0	0	0	0	0	0	0	0	0	太极石
18	3	6	1	3	2722	401300201	36	1015	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	4900	0	0	0	0	0	0	0	0	0	0	太极石
18	3	7	1	3	5278	401300301	36	1015	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	9500	0	0	0	0	0	0	0	0	0	0	太极石
18	3	8	1	3	11111	401300301	54	1015	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184	20000	0	0	0	0	0	0	0	0	0	0	太极石
18	3	9	1	3	23333	401300301	72	1015	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7257	42000	0	0	0	0	0	0	0	0	0	0	太极石
18	4	0	1	3	0	401300101	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	1	1	3	42	401300101	2	1015	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	75	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	2	1	3	111	401300101	6	1015	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	200	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	3	1	3	278	401300101	18	1015	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941	500	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	4	1	3	722	401300201	18	1015	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883	1300	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	5	1	3	1444	401300201	27	1015	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	2600	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	6	1	3	2722	401300201	36	1015	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8737	4900	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	7	1	3	5278	401300301	36	1015	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13105	9500	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	8	1	3	11111	401300301	54	1015	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19659	20000	0	0	0	0	0	0	0	0	0	0	上古太极石
18	4	9	1	3	23333	401300301	72	1015	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27522	42000	0	0	0	0	0	0	0	0	0	0	上古太极石
18	5	0	1	3	0	401300101	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	1	1	3	42	401300101	2	1015	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065	75	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	2	1	3	111	401300101	6	1015	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	200	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	3	1	3	278	401300101	18	1015	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6196	500	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	4	1	3	722	401300201	18	1015	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9295	1300	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	5	1	3	1444	401300201	27	1015	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13942	2600	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	6	1	3	2722	401300201	36	1015	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20914	4900	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	7	1	3	5278	401300301	36	1015	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31371	9500	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	8	1	3	11111	401300301	54	1015	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43919	20000	0	0	0	0	0	0	0	0	0	0	神赐太极石
18	5	9	1	3	23333	401300301	72	1015	1800	1800	1800	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61487	42000	0	0	0	0	0	0	0	0	0	0	神赐太极石
