地图ID（公共地图ID要少于1000）	有效标志	地图名字	"地图类型(2单人普通历练，3单人精英历练；5001王城，5002新手村,5003夺旗，5004边境；10001MOBA3V3，10002世界BOSS，10003虚空之界，10004特殊虚空之界，10005教院驻地，10006剑池，破境副本10007,观灵阁服务器10012，10013巨兽，10014守望先锋MOBA，10015双路MOBA，10016新世界BOSS,10017盟主争夺战场，10018婚礼地图,10019九层妖塔,10020多人竞技场，10021转生副本,10022城池争夺战,10023神魔古墓，10024离线竞技场，10026武试准备场，10025夫妻副本，10027宝岛地宫,10028师徒副本,10029吃鸡副本,10030仙侣PK准备场,10031仙侣PK擂台，10032跨服吃鸡准备场,10033跨服吃鸡比赛场)"	队伍目标	地图路径	场景流水号（寻路相关，关联total_nav_name表，单人地图随便填个很大的值）	广播区域等级（0范围38.4*28.8，1范围10*10王城特殊处理了，2范围2000*2000，3范围8*8，4范围3*3）	最大横坐标	最大纵坐标	需要的最大人数（有需求的地图这个字段才有处理，攻城战为地图最大人数上限+单方人数上限不能超过该值一半）	需要的最小人数（MOBA检测的是单方人数）	需要的人物等级	需要的修为等级	状态限制ID	个人消耗限制ID	队长消耗限制ID	奖励次数限制ID	扫荡消耗	时间限制ID	复活点	副本超时时间	副本结束后持续时间	掉落ID1	掉落ID2	出生点	成就限制ID	奖励成就ID	副本buff	buff持续时间	"扩展功能，原轻功(0不可用轻功，1是可用轻功，2可以上坐骑，4坐骑可以飞，8经验衰减，16官员buff不生效，32是否可上交通坐骑,64是否根据固定的阵营关系计算PK关系，128灵兽是否出战，256是否允许队伍操作，512地图是否禁止祝福，1024是可用双人交互动作,2048原地复活是否可以加无敌）(只要可用轻功、坐骑可飞行、可上交通坐骑，服务器就不会做位置检测，可开加速)"	副本复活次数（现在只对服务器观灵阁有效）	三星成就（针对于服务器观灵阁生效）	进入地图触发事件（针对单人）	跳转地图读条时间	是否禁止PK（0不禁，1禁止）	阵营平衡阈值	阵营平衡人数差值	"副本进入方式（0个人队伍均可，这种不检测人数，不够就补其他的人或者机器人；1组队才能,组队才能匹配的需要检测人数，只有人数够了之后才能匹配；2个人匹配，只能个人匹配，组队点击的时候只会个人加入匹配队列）"	多少人开始分线，0代表不分线（仅公共地图可用）	异常回跳点	地图战利品等级	副本是否评分（0否，1是）	这个地图结束刷出的篝火NPC(个体ID)	地图最低战力	提升战力buffID	玩家这个副本的助战礼包的奖励id	副本正常跳出点（trans_pointID)	天地异变1天气	天地异变2天气	天地异变3天气	天地异变4天气	天地异变5天气	天地异变6天气	天地异变7天气	天地异变8天气	天地异变9天气	天地异变10天气
8087	1	白山碑-第7关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808701	600	30	0	0	808701	86	87	0	0	144	5	387	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	17	3	0	6	6	6	6	0	0
8088	1	白山碑-第8关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808801	600	30	0	0	808801	87	88	0	0	144	5	388	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	17	3	0	6	6	6	6	0	0
8089	1	白山碑-第9关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808901	600	30	0	0	808901	88	89	0	0	144	5	389	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	17	3	0	6	6	6	6	0	0
8090	1	白山碑-第10关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31106	0	809001	600	30	0	0	809001	89	90	0	0	144	5	390	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	18	4	0	6	6	6	6	0	0
8091	1	孤松碑-第1关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809101	600	30	0	0	809101	90	91	0	0	144	5	391	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	18	4	0	6	6	6	6	0	0
8092	1	孤松碑-第2关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809201	600	30	0	0	809201	91	92	0	0	144	5	392	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	18	4	0	6	6	6	6	0	0
8093	1	孤松碑-第3关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809301	600	30	0	0	809301	92	93	0	0	144	5	393	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	19	5	0	6	6	6	6	0	0
8094	1	孤松碑-第4关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809401	600	30	0	0	809401	93	94	0	0	144	5	394	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	19	5	0	6	6	6	6	0	0
8095	1	孤松碑-第5关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809501	600	30	0	0	809501	94	95	0	0	144	5	395	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	19	5	0	6	6	6	6	0	0
8096	1	孤松碑-第6关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809601	600	30	0	0	809601	95	96	0	0	144	5	396	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	20	9	0	6	6	6	6	0	0
8097	1	孤松碑-第7关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809701	600	30	0	0	809701	96	97	0	0	144	5	397	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	20	9	0	6	6	6	6	0	0
8098	1	孤松碑-第8关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809801	600	30	0	0	809801	97	98	0	0	144	5	398	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	20	9	0	6	6	6	6	0	0
8099	1	孤松碑-第9关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	809901	600	30	0	0	809901	98	99	0	0	144	5	399	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	21	10	0	6	6	6	6	0	0
8100	1	孤松碑-第10关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810001	600	30	0	0	810001	99	100	0	0	144	5	400	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	21	10	0	6	6	6	6	0	0
8101	1	梧桐碑-第1关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810101	600	30	0	0	810101	100	101	0	0	144	5	401	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	21	10	0	6	6	6	6	0	0
8102	1	梧桐碑-第2关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810201	600	30	0	0	810201	101	102	0	0	144	5	402	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	22	12	0	6	6	6	6	0	0
8103	1	梧桐碑-第3关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810301	600	30	0	0	810301	102	103	0	0	144	5	403	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	22	12	0	6	6	6	6	0	0
8104	1	梧桐碑-第4关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810401	600	30	0	0	810401	103	104	0	0	144	5	404	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	22	12	0	6	6	6	6	0	0
8105	1	梧桐碑-第5关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810501	600	30	0	0	810501	104	105	0	0	144	5	405	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	23	13	0	6	6	6	6	0	0
8106	1	梧桐碑-第6关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810601	600	30	0	0	810601	105	106	0	0	144	5	406	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	23	13	0	6	6	6	6	0	0
8107	1	梧桐碑-第7关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810701	600	30	0	0	810701	106	107	0	0	144	5	407	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	23	13	0	6	6	6	6	0	0
8108	1	梧桐碑-第8关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810801	600	30	0	0	810801	107	108	0	0	144	5	408	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	14	0	6	6	6	6	0	0
8109	1	梧桐碑-第9关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	810901	600	30	0	0	810901	108	109	0	0	144	5	409	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	14	0	6	6	6	6	0	0
8110	1	梧桐碑-第10关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31107	0	811001	600	30	0	0	811001	109	110	0	0	144	5	410	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	14	0	6	6	6	6	0	0
8111	1	风雪碑-第1关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811101	600	30	0	0	811101	110	111	0	0	144	5	411	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	15	1	0	6	6	6	0	0
8112	1	风雪碑-第2关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811201	600	30	0	0	811201	111	112	0	0	144	5	412	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	15	1	0	6	6	6	0	0
8113	1	风雪碑-第3关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811301	600	30	0	0	811301	112	113	0	0	144	5	413	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	15	1	0	6	6	6	0	0
8114	1	风雪碑-第4关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811401	600	30	0	0	811401	113	114	0	0	144	5	414	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	16	2	0	6	6	6	0	0
8115	1	风雪碑-第5关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811501	600	30	0	0	811501	114	115	0	0	144	5	415	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	16	2	0	6	6	6	0	0
8116	1	风雪碑-第6关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811601	600	30	0	0	811601	115	116	0	0	144	5	416	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	16	2	0	6	6	6	0	0
8117	1	风雪碑-第7关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811701	600	30	0	0	811701	116	117	0	0	144	5	417	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	17	3	0	6	6	6	0	0
8118	1	风雪碑-第8关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811801	600	30	0	0	811801	117	118	0	0	144	5	418	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	17	3	0	6	6	6	0	0
8119	1	风雪碑-第9关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	811901	600	30	0	0	811901	118	119	0	0	144	5	419	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	17	3	0	6	6	6	0	0
8120	1	风雪碑-第10关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812001	600	30	0	0	812001	119	120	0	0	144	5	420	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	18	4	0	6	6	6	0	0
8121	1	云霞碑-第1关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812101	600	30	0	0	812101	120	121	0	0	144	5	421	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	18	4	0	6	6	6	0	0
8122	1	云霞碑-第2关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812201	600	30	0	0	812201	121	122	0	0	144	5	422	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	18	4	0	6	6	6	0	0
8123	1	云霞碑-第3关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812301	600	30	0	0	812301	122	123	0	0	144	5	423	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	19	5	0	6	6	6	0	0
8124	1	云霞碑-第4关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812401	600	30	0	0	812401	123	124	0	0	144	5	424	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	19	5	0	6	6	6	0	0
8125	1	云霞碑-第5关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812501	600	30	0	0	812501	124	125	0	0	144	5	425	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	19	5	0	6	6	6	0	0
8126	1	云霞碑-第6关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812601	600	30	0	0	812601	125	126	0	0	144	5	426	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	20	9	0	6	6	6	0	0
8127	1	云霞碑-第7关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812701	600	30	0	0	812701	126	127	0	0	144	5	427	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	20	9	0	6	6	6	0	0
8128	1	云霞碑-第8关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812801	600	30	0	0	812801	127	128	0	0	144	5	428	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	20	9	0	6	6	6	0	0
8129	1	云霞碑-第9关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	812901	600	30	0	0	812901	128	129	0	0	144	5	429	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	21	10	0	0	0	0	0	0
8130	1	云霞碑-第10关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813001	600	30	0	0	813001	129	130	0	0	144	5	430	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	21	10	0	0	0	0	0	0
8131	1	梦泽碑-第1关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813101	600	30	0	0	813101	130	131	0	0	144	5	431	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	21	10	0	0	0	0	0	0
8132	1	梦泽碑-第2关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813201	600	30	0	0	813201	131	132	0	0	144	5	432	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	22	12	0	0	0	0	0	0
8133	1	梦泽碑-第3关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813301	600	30	0	0	813301	132	133	0	0	144	5	433	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	22	12	0	0	0	0	0	0
8134	1	梦泽碑-第4关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813401	600	30	0	0	813401	133	134	0	0	144	5	434	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	22	12	0	0	0	0	0	0
8135	1	梦泽碑-第5关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813501	600	30	0	0	813501	134	135	0	0	144	5	435	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	23	13	0	0	0	0	0	0
8136	1	梦泽碑-第6关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813601	600	30	0	0	813601	135	136	0	0	144	5	436	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	23	13	0	0	0	0	0	0
8137	1	梦泽碑-第7关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813701	600	30	0	0	813701	136	137	0	0	144	5	437	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	23	13	0	0	0	0	0	0
8138	1	梦泽碑-第8关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813801	600	30	0	0	813801	137	138	0	0	144	5	438	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	14	0	0	0	0	0	0
8139	1	梦泽碑-第9关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	813901	600	30	0	0	813901	138	139	0	0	144	5	439	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	14	0	0	0	0	0	0
8140	1	梦泽碑-第10关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814001	600	30	0	0	814001	139	140	0	0	144	5	440	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	14	0	0	0	0	0	0
8141	1	青烟碑-第1关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814101	600	30	0	0	814101	140	141	0	0	144	5	441	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	15	1	0	0	0	0	0
8142	1	青烟碑-第2关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814201	600	30	0	0	814201	141	142	0	0	144	5	442	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	15	1	0	0	0	0	0
8143	1	青烟碑-第3关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814301	600	30	0	0	814301	142	143	0	0	144	5	443	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	15	1	0	0	0	0	0
8144	1	青烟碑-第4关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814401	600	30	0	0	814401	143	144	0	0	144	5	444	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	16	2	0	0	0	0	0
8145	1	青烟碑-第5关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814501	600	30	0	0	814501	144	145	0	0	144	5	445	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	16	2	0	0	0	0	0
8146	1	青烟碑-第6关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814601	600	30	0	0	814601	145	146	0	0	144	5	446	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	16	2	0	0	0	0	0
8147	1	青烟碑-第7关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814701	600	30	0	0	814701	146	147	0	0	144	5	447	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	17	3	0	0	0	0	0
8148	1	青烟碑-第8关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814801	600	30	0	0	814801	147	148	0	0	144	5	448	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	17	3	0	0	0	0	0
8149	1	青烟碑-第9关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	814901	600	30	0	0	814901	148	149	0	0	144	5	449	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	17	3	0	0	0	0	0
8150	1	青烟碑-第10关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815001	600	30	0	0	815001	149	150	0	0	144	5	450	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	18	4	0	0	0	0	0
8151	1	星辰碑-第1关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815101	600	30	0	0	815101	150	151	0	0	144	5	451	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	18	4	0	0	0	0	0
8152	1	星辰碑-第2关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815201	600	30	0	0	815201	151	152	0	0	144	5	452	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	18	4	0	0	0	0	0
8153	1	星辰碑-第3关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815301	600	30	0	0	815301	152	153	0	0	144	5	453	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	19	5	0	0	0	0	0
8154	1	星辰碑-第4关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815401	600	30	0	0	815401	153	154	0	0	144	5	454	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	19	5	0	0	0	0	0
8155	1	星辰碑-第5关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815501	600	30	0	0	815501	154	155	0	0	144	5	455	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	19	5	0	0	0	0	0
8156	1	星辰碑-第6关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815601	600	30	0	0	815601	155	156	0	0	144	5	456	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	20	9	0	0	0	0	0
8157	1	星辰碑-第7关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815701	600	30	0	0	815701	156	157	0	0	144	5	457	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	20	9	0	0	0	0	0
8158	1	星辰碑-第8关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815801	600	30	0	0	815801	157	158	0	0	144	5	458	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	20	9	0	0	0	0	0
8159	1	星辰碑-第9关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	815901	600	30	0	0	815901	158	159	0	0	144	5	459	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	21	10	0	0	0	0	0
8160	1	星辰碑-第10关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30108	0	0	31108	0	816001	600	30	0	0	816001	159	160	0	0	144	5	460	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	21	10	0	0	0	0	0
8161	1	暮寒碑-第1关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816101	600	30	0	0	816101	160	161	0	0	144	5	461	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	21	10	0	0	0	0	0
8162	1	暮寒碑-第2关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816201	600	30	0	0	816201	161	162	0	0	144	5	462	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	22	12	0	0	0	0	0
8163	1	暮寒碑-第3关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816301	600	30	0	0	816301	162	163	0	0	144	5	463	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	22	12	0	0	0	0	0
8164	1	暮寒碑-第4关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816401	600	30	0	0	816401	163	164	0	0	144	5	464	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	22	12	0	0	0	0	0
8165	1	暮寒碑-第5关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816501	600	30	0	0	816501	164	165	0	0	144	5	465	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	23	13	0	0	0	0	0
8166	1	暮寒碑-第6关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816601	600	30	0	0	816601	165	166	0	0	144	5	466	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	23	13	0	0	0	0	0
8167	1	暮寒碑-第7关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816701	600	30	0	0	816701	166	167	0	0	144	5	467	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	23	13	0	0	0	0	0
8168	1	暮寒碑-第8关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816801	600	30	0	0	816801	167	168	0	0	144	5	468	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	14	0	0	0	0	0
8169	1	暮寒碑-第9关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	816901	600	30	0	0	816901	168	169	0	0	144	5	469	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	14	0	0	0	0	0
8170	1	暮寒碑-第10关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817001	600	30	0	0	817001	169	170	0	0	144	5	470	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	14	0	0	0	0	0
8171	1	虚无碑-第1关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817101	600	30	0	0	817101	170	171	0	0	144	5	471	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	15	1	0	0	0	0
8172	1	虚无碑-第2关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817201	600	30	0	0	817201	171	172	0	0	144	5	472	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	15	1	0	0	0	0
8173	1	虚无碑-第3关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817301	600	30	0	0	817301	172	173	0	0	144	5	473	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	15	1	0	0	0	0
8174	1	虚无碑-第4关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817401	600	30	0	0	817401	173	174	0	0	144	5	474	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	16	2	0	0	0	0
