装备ID(2位部位，2位职业，3位区分，1位颜色，1位流水)	有效标志位客户端无用	名称	部位(0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7护肩，8头盔，9鞋子,10翅膀，11VIP装备)	颜色(0白，1绿，2蓝，3紫，4金,5红,6暗金)	门派职业限制(0通用职业，11昆仑，21琉璃，31乾坤，41凤鸣)	等级下限	等级上限	境界下限	境界上限	表现类型	性别限制(0不限，1男，2女)	有效期限(填-1为无限期，单位秒)	允许续费(0到期删除，1到期不删除)	时间限制ID	允许超时(0不允许，1允许)	地点限制ID	允许离开(0不允许，1允许)	变身模板限制ID	绑定方式(0不绑定，1拾取绑，2使用绑)	出售设置(0随意出售，1提示出售，2不可出售)	出售货币	金币价格	鉴定规则ID	精炼规则ID	精炼上限	注魂规则ID	强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	基础属性池ID	蓝色属性条数上限	附加属性池ID1	精炼属性池ID	魂装属性池ID	套装ID	模型路径(路径要用/，用\时，\n**会被识别为换行)	模型类别(0轻剑；1重剑；2弓；3飞剑)	模型缩放(浮点数)	男图标前景ID（后面要把名字改为FontImageID_male）	男图标背景ID（后面要把名字改成BackImageID_male）	装备特效规则ID(2部位+2为职业+3位等级，只有武器和衣服)	装备描述	武器攻击间隔	是否广播	掉落特效	来源对象ID	掉落飞入特效	拍卖分类	拍卖价格	装备法球属性池ID	掉落上品彰显状态限制1（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	掉落极品彰显状态限制2（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	宝石装备位域（1圆、2方、4正）	神器标识	神器特殊战力	神技BUFFID	神技BUFF几率（绝对几率，万分比，不足一万以一万为分母，单件装备为分子，超过一万以总值为分母，每次触发时去掉已CD的）	BUFF的CD（秒）	BUFF持续时间（毫秒）	神器单件激活所需部位	神器激活属性ID	女图标前景ID	女图标背景ID 
94100160	1	天火履	9	6	41	3139	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	1400	62	4169	0	94100160	10090	10941600	3	30941600	0	0	0	0	0	1	0	41_0_9	0	天火非野火，焚空燃虚。	1000	147451	1000054	94100160	1000004	0	0	0	60960000	60960001	7	0	0	0	0	0	0	-1	0	0	41_0_9
4100170	1	风汐	0	7	41	4140	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	2000	71	4170	0	4100170	10000	10041700	3	30041700	0	0	0	0	0	1	0	41_0_0	0	醉风汐痕醉有时,别意与之别短长。	1000	155643	1000024	4100170	1000004	0	0	0	60070000	60070001	7	0	0	0	0	0	0	-1	0	0	41_0_0
14100170	1	暴风袍	1	7	41	4146	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	2000	71	4171	0	14100170	10010	10141700	3	30141700	0	0	0	0	0	1	0	41_0_1	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	155643	1000032	14100170	1000004	0	0	0	60170000	60170001	7	0	0	0	0	0	0	-1	0	0	41_0_1
24100170	1	暴风带	2	7	41	4156	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	2000	71	4172	0	24100170	10020	10241700	3	30241700	0	0	0	0	0	1	0	41_0_2	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	155643	1000033	24100170	1000004	0	0	0	60270000	60270001	7	0	0	0	0	0	0	-1	0	0	41_0_2
34100170	1	暴风裤	3	7	41	4153	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	2000	71	4173	0	34100170	10030	10341700	3	30341700	0	0	0	0	0	1	0	41_0_3	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	155643	1000029	34100170	1000004	0	0	0	60370000	60370001	7	0	0	0	0	0	0	-1	0	0	41_0_3
44100170	1	暴风护腕	4	7	41	4155	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	1700	72	4174	0	44100170	10040	10441700	3	30441700	0	0	0	0	0	1	0	41_0_4	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000030	44100170	1000004	0	0	0	60470000	60470001	7	0	0	0	0	0	0	-1	0	0	41_0_4
54100170	1	鸾影	5	7	41	4140	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	530	73	4175	0	54100170	10050	10541700	3	30541700	0	0	0	0	0	1	0	41_0_5	0	鸾影伴凤华，鸾凤和鸣时。	1000	212987	1000031	54100170	1000004	0	0	0	60570000	60570001	7	0	0	0	0	0	0	-1	0	0	41_0_5
64100170	1	凤华	6	7	41	4151	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	530	73	4176	0	64100170	10060	10641700	3	30641700	0	0	0	0	0	1	0	41_0_6	0	鸾影伴凤华，鸾凤和鸣时。	1000	212987	1000028	64100170	1000004	0	0	0	60670000	60670001	7	0	0	0	0	0	0	-1	0	0	41_0_6
74100170	1	暴风护肩	7	7	41	4145	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	1700	72	4177	0	74100170	10070	10741700	3	30741700	0	0	0	0	0	1	0	41_0_7	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000061	74100170	1000004	0	0	0	60770000	60770001	7	0	0	0	0	0	0	-1	0	0	41_0_7
84100170	1	暴风盔	8	7	41	4144	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	1700	72	4178	0	84100170	10080	10841700	3	30841700	0	0	0	0	0	1	0	41_0_8	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000060	84100170	1000004	0	0	0	60870000	60870001	7	0	0	0	0	0	0	-1	0	0	41_0_8
94100170	1	暴风履	9	7	41	4159	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	1700	72	4179	0	94100170	10090	10941700	3	30941700	0	0	0	0	0	1	0	41_0_9	0	黑云翻墨未遮山,白雨跳珠乱入船。	1000	147451	1000054	94100170	1000004	0	0	0	60970000	60970001	7	0	0	0	0	0	0	-1	0	0	41_0_9
4100180	1	噬影	0	8	41	5160	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	2400	81	4180	0	4100180	10000	10041800	3	30041800	0	0	0	0	0	1	0	41_0_0	0	框夜噬影，凰火焚天。	1000	155643	1000024	4100180	1000004	0	0	0	60080000	60080001	7	0	0	0	0	0	0	-1	0	0	41_0_0
14100180	1	凰影袍	1	8	41	5166	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	2400	81	4181	0	14100180	10010	10141800	3	30141800	0	0	0	0	0	1	0	41_0_1	0	桐木有凰影，薄暮栖良木。	1000	155643	1000032	14100180	1000004	0	0	0	60180000	60180001	7	0	0	0	0	0	0	-1	0	0	41_0_1
24100180	1	凰影带	2	8	41	5176	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	2400	81	4182	0	24100180	10020	10241800	3	30241800	0	0	0	0	0	1	0	41_0_2	0	桐木有凰影，薄暮栖良木。	1000	155643	1000033	24100180	1000004	0	0	0	60280000	60280001	7	0	0	0	0	0	0	-1	0	0	41_0_2
34100180	1	凰影裤	3	8	41	5173	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	2400	81	4183	0	34100180	10030	10341800	3	30341800	0	0	0	0	0	1	0	41_0_3	0	桐木有凰影，薄暮栖良木。	1000	155643	1000029	34100180	1000004	0	0	0	60380000	60380001	7	0	0	0	0	0	0	-1	0	0	41_0_3
44100180	1	凰影护腕	4	8	41	5175	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	2000	82	4184	0	44100180	10040	10441800	3	30441800	0	0	0	0	0	1	0	41_0_4	0	桐木有凰影，薄暮栖良木。	1000	147451	1000030	44100180	1000004	0	0	0	60480000	60480001	7	0	0	0	0	0	0	-1	0	0	41_0_4
54100180	1	蝉玉	5	8	41	5160	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	650	83	4185	0	54100180	10050	10541800	3	30541800	0	0	0	0	0	1	0	41_0_5	0	垂緌饮清露，流响出云间。	1000	212987	1000031	54100180	1000004	0	0	0	60580000	60580001	7	0	0	0	0	0	0	-1	0	0	41_0_5
64100180	1	珑翠	6	8	41	5171	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	650	83	4186	0	64100180	10060	10641800	3	30641800	0	0	0	0	0	1	0	41_0_6	0	玲珑翠犀，苍山不语。	1000	212987	1000028	64100180	1000004	0	0	0	60680000	60680001	7	0	0	0	0	0	0	-1	0	0	41_0_6
74100180	1	凰影护肩	7	8	41	5165	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	2000	82	4187	0	74100180	10070	10741800	3	30741800	0	0	0	0	0	1	0	41_0_7	0	桐木有凰影，薄暮栖良木。	1000	147451	1000061	74100180	1000004	0	0	0	60780000	60780001	7	0	0	0	0	0	0	-1	0	0	41_0_7
84100180	1	凰影盔	8	8	41	5164	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	2000	82	4188	0	84100180	10080	10841800	3	30841800	0	0	0	0	0	1	0	41_0_8	0	桐木有凰影，薄暮栖良木。	1000	147451	1000060	84100180	1000004	0	0	0	60880000	60880001	7	0	0	0	0	0	0	-1	0	0	41_0_8
94100180	1	凰影履	9	8	41	5179	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	2000	82	4189	0	94100180	10090	10941800	3	30941800	0	0	0	0	0	1	0	41_0_9	0	桐木有凰影，薄暮栖良木。	1000	147451	1000054	94100180	1000004	0	0	0	60980000	60980001	7	0	0	0	0	0	0	-1	0	0	41_0_9
4100190	1	天凰	0	9	41	6180	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	2800	91	4190	0	4100190	10000	10041900	3	30041900	0	0	0	0	0	1	0	41_0_0	0	九万里风鹏正举，天凰瞰天下。	1000	155643	1000024	4100190	1000004	0	0	0	60090000	60090001	7	0	0	0	0	0	0	-1	0	0	41_0_0
14100190	1	翎皇袍	1	9	41	6186	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	2800	91	4191	0	14100190	10010	10141900	3	30141900	0	0	0	0	0	1	0	41_0_1	0	翎皇无双，百劫不灭。	1000	155643	1000032	14100190	1000004	0	0	0	60190000	60190001	7	0	0	0	0	0	0	-1	0	0	41_0_1
24100190	1	翎皇带	2	9	41	6196	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	2800	91	4192	0	24100190	10020	10241900	3	30241900	0	0	0	0	0	1	0	41_0_2	0	翎皇无双，百劫不灭。	1000	155643	1000033	24100190	1000004	0	0	0	60290000	60290001	7	0	0	0	0	0	0	-1	0	0	41_0_2
34100190	1	翎皇裤	3	9	41	6193	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	2800	91	4193	0	34100190	10030	10341900	3	30341900	0	0	0	0	0	1	0	41_0_3	0	翎皇无双，百劫不灭。	1000	155643	1000029	34100190	1000004	0	0	0	60390000	60390001	7	0	0	0	0	0	0	-1	0	0	41_0_3
44100190	1	翎皇护腕	4	9	41	6195	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	2400	92	4194	0	44100190	10040	10441900	3	30441900	0	0	0	0	0	1	0	41_0_4	0	翎皇无双，百劫不灭。	1000	147451	1000030	44100190	1000004	0	0	0	60490000	60490001	7	0	0	0	0	0	0	-1	0	0	41_0_4
54100190	1	依云	5	9	41	6180	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	800	93	4195	0	54100190	10050	10541900	3	30541900	0	0	0	0	0	1	0	41_0_5	0	翎皇依云，吞火食精金。	1000	212987	1000031	54100190	1000004	0	0	0	60590000	60590001	7	0	0	0	0	0	0	-1	0	0	41_0_5
64100190	1	阳灵	6	9	41	6191	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	800	93	4196	0	64100190	10060	10641900	3	30641900	0	0	0	0	0	1	0	41_0_6	0	阳灵停曜，祭天之所。	1000	212987	1000028	64100190	1000004	0	0	0	60690000	60690001	7	0	0	0	0	0	0	-1	0	0	41_0_6
74100190	1	翎皇护肩	7	9	41	6185	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	2400	92	4197	0	74100190	10070	10741900	3	30741900	0	0	0	0	0	1	0	41_0_7	0	翎皇无双，百劫不灭。	1000	147451	1000061	74100190	1000004	0	0	0	60790000	60790001	7	0	0	0	0	0	0	-1	0	0	41_0_7
84100190	1	翎皇盔	8	9	41	6184	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	2400	92	4198	0	84100190	10080	10841900	3	30841900	0	0	0	0	0	1	0	41_0_8	0	翎皇无双，百劫不灭。	1000	147451	1000060	84100190	1000004	0	0	0	60890000	60890001	7	0	0	0	0	0	0	-1	0	0	41_0_8
94100190	1	翎皇履	9	9	41	6199	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	2400	92	4199	0	94100190	10090	10941900	3	30941900	0	0	0	0	0	1	0	41_0_9	0	翎皇无双，百劫不灭。	1000	147451	1000054	94100190	1000004	0	0	0	60990000	60990001	7	0	0	0	0	0	0	-1	0	0	41_0_9
4101120	1	魂·逐月	0	2	41	20	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	2650	21	4120	0	4101120	10000	10041210	2	30041210	20041210	100041210	0	0	0	1	0	41_0_0h	0	逐月梦飞羽，流星贯长空。	1000	147467	1000027	4101120	1000004	0	0	0	60020000	60020001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101120	1	魂·天星袍	1	2	41	30	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	2650	21	4121	0	14101120	10010	10141210	2	30141210	20141210	100141210	0	0	0	1	0	41_0_1h	0	天风泣寒露，星奔万里诛。	1000	147467	1000032	14101120	1000004	0	0	0	60120000	60120001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101120	1	魂·天星带	2	2	41	50	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	2650	21	4122	0	24101120	10020	10241210	2	30241210	20241210	100241210	0	0	0	1	0	41_0_2h	0	天风泣寒露，星奔万里诛。	1000	147467	1000033	24101120	1000004	0	0	0	60220000	60220001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101120	1	魂·天星裤	3	2	41	40	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	2650	21	4123	0	34101120	10030	10341210	2	30341210	20341210	100341210	0	0	0	1	0	41_0_3h	0	天风泣寒露，星奔万里诛。	1000	147467	1000029	34101120	1000004	0	0	0	60320000	60320001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101120	1	魂·天星护腕	4	2	41	45	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	2200	22	4124	0	44101120	10040	10441210	2	30441210	20441210	100441210	0	0	0	1	0	41_0_4h	0	天风泣寒露，星奔万里诛。	1000	139291	1000030	44101120	1000004	0	0	0	60420000	60420001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101120	1	魂·星辉	5	2	41	20	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	375	23	4125	0	54101120	10050	10541210	2	30541210	20541210	100541210	0	0	0	1	0	41_0_5h	0	彤火星辉，垂空撼地。	1000	204827	1000031	54101120	1000004	0	0	0	60520000	60520001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101120	1	魂·言戒	6	2	41	38	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	375	23	4126	0	64101120	10060	10641210	2	30641210	20641210	100641210	0	0	0	1	0	41_0_6h	0	忘言沉思，顾盼自怜。	1000	204827	1000028	64101120	1000004	0	0	0	60620000	60620001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101120	1	魂·天星护肩	7	2	41	35	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	2200	22	4127	0	74101120	10070	10741210	2	30741210	20741210	100741210	0	0	0	1	0	41_0_7h	0	天风泣寒露，星奔万里诛。	1000	139291	1000061	74101120	1000004	0	0	0	60720000	60720001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101120	1	魂·天星盔	8	2	41	25	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	2200	22	4128	0	84101120	10080	10841210	2	30841210	20841210	100841210	0	0	0	1	0	41_0_8h	0	天风泣寒露，星奔万里诛。	1000	139291	1000060	84101120	1000004	0	0	0	60820000	60820001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
94101120	1	魂·天星履	9	2	41	55	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	2200	22	4129	0	94101120	10090	10941210	2	30941210	20941210	100941210	0	0	0	1	0	41_0_9h	0	天风泣寒露，星奔万里诛。	1000	139291	1000054	94101120	1000004	0	0	0	60920000	60920001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4101130	1	魂·殛雷	0	3	41	60	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	4800	31	4130	6	4101130	10000	10041310	3	30041310	20041310	100041310	1	0	0	1	0	41_0_0h	0	天乾地坤，殛雷电殇	1000	147483	1000027	4101130	1000004	0	0	0	60030000	60030001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101130	1	魂·殇电袍	1	3	41	66	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	4800	31	4131	6	14101130	10010	10141310	3	30141310	20141310	100141310	1	0	0	1	0	41_0_1h	0	云壑隐雷，碧岚殇电。	1000	147483	1000032	14101130	1000004	0	0	0	60130000	60130001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101130	1	魂·殇电带	2	3	41	76	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	4800	31	4132	6	24101130	10020	10241310	3	30241310	20241310	100241310	1	0	0	1	0	41_0_2h	0	云壑隐雷，碧岚殇电。	1000	147483	1000033	24101130	1000004	0	0	0	60230000	60230001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101130	1	魂·殇电裤	3	3	41	73	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	4800	31	4133	6	34101130	10030	10341310	3	30341310	20341310	100341310	1	0	0	1	0	41_0_3h	0	云壑隐雷，碧岚殇电。	1000	147483	1000029	34101130	1000004	0	0	0	60330000	60330001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101130	1	魂·殇电护腕	4	3	41	75	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	4000	32	4134	6	44101130	10040	10441310	3	30441310	20441310	100441310	2	0	0	1	0	41_0_4h	0	云壑隐雷，碧岚殇电。	1000	139323	1000030	44101130	1000004	0	0	0	60430000	60430001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101130	1	魂·壑雷	5	3	41	60	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	900	33	4135	6	54101130	10050	10541310	3	30541310	20541310	100541310	3	0	0	1	0	41_0_5h	0	湍瀑流争喧豗，砯崖转石万壑雷。	1000	204859	1000031	54101130	1000004	0	0	0	60530000	60530001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101130	1	魂·照电	6	3	41	71	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	900	33	4136	6	64101130	10060	10641310	3	30641310	20641310	100641310	3	0	0	1	0	41_0_6h	0	桑麻荒旧国，雷电照前山。	1000	204859	1000028	64101130	1000004	0	0	0	60630000	60630001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101130	1	魂·殇电护肩	7	3	41	65	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	4000	32	4137	6	74101130	10070	10741310	3	30741310	20741310	100741310	2	0	0	1	0	41_0_7h	0	云壑隐雷，碧岚殇电。	1000	139323	1000061	74101130	1000004	0	0	0	60730000	60730001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101130	1	魂·殇电盔	8	3	41	64	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	4000	32	4138	6	84101130	10080	10841310	3	30841310	20841310	100841310	2	0	0	1	0	41_0_8h	0	云壑隐雷，碧岚殇电。	1000	139323	1000060	84101130	1000004	0	0	0	60830000	60830001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
94101130	1	魂·殇电履	9	3	41	79	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	4000	32	4139	6	94101130	10090	10941310	3	30941310	20941310	100941310	2	0	0	1	0	41_0_9h	0	云壑隐雷，碧岚殇电。	1000	139323	1000054	94101130	1000004	0	0	0	60930000	60930001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4101140	1	魂·星陨	0	4	41	1080	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	5500	41	4140	10	4101140	10000	10041410	3	30041410	20041410	100041410	1	0	0	1	0	41_0_0h	0	苍穹有恨星陨落，沧海游龙昼连光。	1000	147515	1000027	4101140	1000004	0	0	0	60040000	60040001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101140	1	魂·陨星袍	1	4	41	1086	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	5500	41	4141	10	14101140	10010	10141410	3	30141410	20141410	100141410	1	0	0	1	0	41_0_1h	0	月沉沧海底,星陨太微边。	1000	147515	1000032	14101140	1000004	0	0	0	60140000	60140001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101140	1	魂·陨星带	2	4	41	1096	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	5500	41	4142	10	24101140	10020	10241410	3	30241410	20241410	100241410	1	0	0	1	0	41_0_2h	0	月沉沧海底,星陨太微边。	1000	147515	1000033	24101140	1000004	0	0	0	60240000	60240001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101140	1	魂·陨星裤	3	4	41	1093	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	5500	41	4143	10	34101140	10030	10341410	3	30341410	20341410	100341410	1	0	0	1	0	41_0_3h	0	月沉沧海底,星陨太微边。	1000	147515	1000029	34101140	1000004	0	0	0	60340000	60340001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101140	1	魂·陨星护腕	4	4	41	1095	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	4500	42	4144	10	44101140	10040	10441410	3	30441410	20441410	100441410	2	0	0	1	0	41_0_4h	0	月沉沧海底,星陨太微边。	1000	139387	1000030	44101140	1000004	0	0	0	60440000	60440001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101140	1	魂·星曙	5	4	41	1080	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	1650	43	4145	10	54101140	10050	10541410	3	30541410	20541410	100541410	3	0	0	1	0	41_0_5h	0	钟鼓初长夜，星河欲曙天。	1000	204923	1000031	54101140	1000004	0	0	0	60540000	60540001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101140	1	魂·藏月	6	4	41	1091	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	1650	43	4146	10	64101140	10060	10641410	3	30641410	20641410	100641410	3	0	0	1	0	41_0_6h	0	星辰往往壶中见，日月时时衲里藏。	1000	204923	1000028	64101140	1000004	0	0	0	60640000	60640001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101140	1	魂·陨星护肩	7	4	41	1085	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	4500	42	4147	10	74101140	10070	10741410	3	30741410	20741410	100741410	2	0	0	1	0	41_0_7h	0	月沉沧海底,星陨太微边。	1000	139387	1000061	74101140	1000004	0	0	0	60740000	60740001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101140	1	魂·陨星盔	8	4	41	1084	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	4500	42	4148	10	84101140	10080	10841410	3	30841410	20841410	100841410	2	0	0	1	0	41_0_8h	0	月沉沧海底,星陨太微边。	1000	139387	1000060	84101140	1000004	0	0	0	60840000	60840001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
94101140	1	魂·陨星履	9	4	41	1099	7200	0	999	941	0	-1	0	0	0	0	0	0	1	0	5	4500	42	4149	10	94101140	10090	10941410	3	30941410	20941410	100941410	2	0	0	1	0	41_0_9h	0	月沉沧海底,星陨太微边。	1000	139387	1000054	94101140	1000004	0	0	0	60940000	60940001	7	0	0	0	0	0	0	-1	0	0	41_0_9h
4101150	1	魂·贯日	0	5	41	2100	7200	0	999	41	0	-1	0	0	0	0	0	0	1	0	5	6500	51	4150	10	4101150	10000	10041510	3	30041510	20041510	100041510	1	0	0	1	0	41_0_0h	0	彗星袭月，白虹贯日。	1000	147579	1000027	4101150	1000004	0	0	0	60050000	60050001	7	0	0	0	0	0	0	-1	0	0	41_0_0h
14101150	1	魂·虚日袍	1	5	41	2106	7200	0	999	141	0	-1	0	0	0	0	0	0	1	0	5	6500	51	4151	10	14101150	10010	10141510	3	30141510	20141510	100141510	1	0	0	1	0	41_0_1h	0	虚日无光，太阴蔽天。	1000	147579	1000032	14101150	1000004	0	0	0	60150000	60150001	7	0	0	0	0	0	0	-1	0	0	41_0_1h
24101150	1	魂·虚日带	2	5	41	2116	7200	0	999	241	0	-1	0	0	0	0	0	0	1	0	5	6500	51	4152	10	24101150	10020	10241510	3	30241510	20241510	100241510	1	0	0	1	0	41_0_2h	0	虚日无光，太阴蔽天。	1000	147579	1000033	24101150	1000004	0	0	0	60250000	60250001	7	0	0	0	0	0	0	-1	0	0	41_0_2h
34101150	1	魂·虚日裤	3	5	41	2113	7200	0	999	341	0	-1	0	0	0	0	0	0	1	0	5	6500	51	4153	10	34101150	10030	10341510	3	30341510	20341510	100341510	1	0	0	1	0	41_0_3h	0	虚日无光，太阴蔽天。	1000	147579	1000029	34101150	1000004	0	0	0	60350000	60350001	7	0	0	0	0	0	0	-1	0	0	41_0_3h
44101150	1	魂·虚日护腕	4	5	41	2115	7200	0	999	441	0	-1	0	0	0	0	0	0	1	0	5	5500	52	4154	10	44101150	10040	10441510	3	30441510	20441510	100441510	2	0	0	1	0	41_0_4h	0	虚日无光，太阴蔽天。	1000	139515	1000030	44101150	1000004	0	0	0	60450000	60450001	7	0	0	0	0	0	0	-1	0	0	41_0_4h
54101150	1	魂·紫宸	5	5	41	2100	7200	0	999	541	0	-1	0	0	0	0	0	0	1	0	203	1750	53	4155	10	54101150	10050	10541510	3	30541510	20541510	100541510	3	0	0	1	0	41_0_5h	0	杖藜雪后临丹壑，鸣玉朝来散紫宸	1000	205051	1000031	54101150	1000004	0	0	0	60550000	60550001	7	0	0	0	0	0	0	-1	0	0	41_0_5h
64101150	1	魂·隐曜	6	5	41	2111	7200	0	999	641	0	-1	0	0	0	0	0	0	1	0	203	1750	53	4156	10	64101150	10060	10641510	3	30641510	20641510	100641510	3	0	0	1	0	41_0_6h	0	日星隐曜，山岳潜形。	1000	205051	1000028	64101150	1000004	0	0	0	60650000	60650001	7	0	0	0	0	0	0	-1	0	0	41_0_6h
74101150	1	魂·虚日护肩	7	5	41	2105	7200	0	999	741	0	-1	0	0	0	0	0	0	1	0	5	5500	52	4157	10	74101150	10070	10741510	3	30741510	20741510	100741510	2	0	0	1	0	41_0_7h	0	虚日无光，太阴蔽天。	1000	139515	1000061	74101150	1000004	0	0	0	60750000	60750001	7	0	0	0	0	0	0	-1	0	0	41_0_7h
84101150	1	魂·虚日盔	8	5	41	2104	7200	0	999	841	0	-1	0	0	0	0	0	0	1	0	5	5500	52	4158	10	84101150	10080	10841510	3	30841510	20841510	100841510	2	0	0	1	0	41_0_8h	0	虚日无光，太阴蔽天。	1000	139515	1000060	84101150	1000004	0	0	0	60850000	60850001	7	0	0	0	0	0	0	-1	0	0	41_0_8h
