道具ID	兵甲坊等级	有效值	装备品阶	概率1	概率2	概率3	道具1	道具2	道具3	帮贡消耗	基础稀缺分数（每次打造增加这个积分的1~3倍）	基础上古分数（每次打造增加这个积分的1~3倍）	需要的稀缺分数	需要的上古分数 
34100190	16	1	9	57	35	8	300110390	300140390	300150390	23490	2349	2349	13423	58725
34100190	17	1	9	57	35	8	300110390	300140390	300150390	21920	2192	2192	12526	54800
34100190	18	1	9	57	35	8	300110390	300140390	300150390	20350	2035	2035	11629	50875
34100190	19	1	9	57	35	8	300110390	300140390	300150390	18780	1878	1878	10731	46950
34100190	20	1	9	57	35	8	300110390	300140390	300150390	17210	1721	1721	9834	43025
44100120	1	1	2	50	40	10	300110420	300120420	300130420	2400	240	240	1200	4800
44100120	2	1	2	50	40	10	300110420	300120420	300130420	2300	230	230	1150	4600
44100120	3	1	2	50	40	10	300110420	300120420	300130420	2200	220	220	1100	4400
44100120	4	1	2	50	40	10	300110420	300120420	300130420	2100	210	210	1050	4200
44100120	5	1	2	50	40	10	300110420	300120420	300130420	2000	200	200	1000	4000
44100120	6	1	2	50	40	10	300110420	300120420	300130420	1900	190	190	950	3800
44100120	7	1	2	50	40	10	300110420	300120420	300130420	1800	180	180	900	3600
44100120	8	1	2	50	40	10	300110420	300120420	300130420	1700	170	170	850	3400
44100120	9	1	2	50	40	10	300110420	300120420	300130420	1600	160	160	800	3200
44100120	10	1	2	50	40	10	300110420	300120420	300130420	1500	150	150	750	3000
44100120	11	1	2	50	40	10	300110420	300120420	300130420	1400	140	140	700	2800
44100120	12	1	2	50	40	10	300110420	300120420	300130420	1300	130	130	650	2600
44100120	13	1	2	50	40	10	300110420	300120420	300130420	1200	120	120	600	2400
44100120	14	1	2	50	40	10	300110420	300120420	300130420	1100	110	110	550	2200
44100120	15	1	2	50	40	10	300110420	300120420	300130420	1000	100	100	500	2000
44100120	16	1	2	50	40	10	300110420	300120420	300130420	900	90	90	450	1800
44100120	17	1	2	50	40	10	300110420	300120420	300130420	800	80	80	400	1600
44100120	18	1	2	50	40	10	300110420	300120420	300130420	700	70	70	350	1400
44100120	19	1	2	50	40	10	300110420	300120420	300130420	600	60	60	300	1200
44100120	20	1	2	50	40	10	300110420	300120420	300130420	500	50	50	250	1000
44100130	1	1	3	57	35	8	300110430	300140430	300150430	3900	390	390	2229	9750
44100130	2	1	3	57	35	8	300110430	300140430	300150430	3740	374	374	2137	9350
44100130	3	1	3	57	35	8	300110430	300140430	300150430	3580	358	358	2046	8950
44100130	4	1	3	57	35	8	300110430	300140430	300150430	3420	342	342	1954	8550
44100130	5	1	3	57	35	8	300110430	300140430	300150430	3260	326	326	1863	8150
44100130	6	1	3	57	35	8	300110430	300140430	300150430	3100	310	310	1771	7750
44100130	7	1	3	57	35	8	300110430	300140430	300150430	2940	294	294	1680	7350
44100130	8	1	3	57	35	8	300110430	300140430	300150430	2780	278	278	1589	6950
44100130	9	1	3	57	35	8	300110430	300140430	300150430	2620	262	262	1497	6550
44100130	10	1	3	57	35	8	300110430	300140430	300150430	2460	246	246	1406	6150
44100130	11	1	3	57	35	8	300110430	300140430	300150430	2300	230	230	1314	5750
44100130	12	1	3	57	35	8	300110430	300140430	300150430	2140	214	214	1223	5350
44100130	13	1	3	57	35	8	300110430	300140430	300150430	1980	198	198	1131	4950
44100130	14	1	3	57	35	8	300110430	300140430	300150430	1820	182	182	1040	4550
44100130	15	1	3	57	35	8	300110430	300140430	300150430	1660	166	166	949	4150
44100130	16	1	3	57	35	8	300110430	300140430	300150430	1500	150	150	857	3750
44100130	17	1	3	57	35	8	300110430	300140430	300150430	1340	134	134	766	3350
44100130	18	1	3	57	35	8	300110430	300140430	300150430	1180	118	118	674	2950
44100130	19	1	3	57	35	8	300110430	300140430	300150430	1020	102	102	583	2550
44100130	20	1	3	57	35	8	300110430	300140430	300150430	860	86	86	491	2150
44100140	1	1	4	57	35	8	300110440	300140440	300150440	5100	510	510	2914	12750
44100140	2	1	4	57	35	8	300110440	300140440	300150440	4900	490	490	2800	12250
44100140	3	1	4	57	35	8	300110440	300140440	300150440	4700	470	470	2686	11750
44100140	4	1	4	57	35	8	300110440	300140440	300150440	4500	450	450	2571	11250
44100140	5	1	4	57	35	8	300110440	300140440	300150440	4300	430	430	2457	10750
44100140	6	1	4	57	35	8	300110440	300140440	300150440	4100	410	410	2343	10250
44100140	7	1	4	57	35	8	300110440	300140440	300150440	3900	390	390	2229	9750
44100140	8	1	4	57	35	8	300110440	300140440	300150440	3700	370	370	2114	9250
44100140	9	1	4	57	35	8	300110440	300140440	300150440	3500	350	350	2000	8750
44100140	10	1	4	57	35	8	300110440	300140440	300150440	3300	330	330	1886	8250
44100140	11	1	4	57	35	8	300110440	300140440	300150440	3100	310	310	1771	7750
44100140	12	1	4	57	35	8	300110440	300140440	300150440	2900	290	290	1657	7250
44100140	13	1	4	57	35	8	300110440	300140440	300150440	2700	270	270	1543	6750
44100140	14	1	4	57	35	8	300110440	300140440	300150440	2500	250	250	1429	6250
44100140	15	1	4	57	35	8	300110440	300140440	300150440	2300	230	230	1314	5750
44100140	16	1	4	57	35	8	300110440	300140440	300150440	2100	210	210	1200	5250
44100140	17	1	4	57	35	8	300110440	300140440	300150440	1900	190	190	1086	4750
44100140	18	1	4	57	35	8	300110440	300140440	300150440	1700	170	170	971	4250
44100140	19	1	4	57	35	8	300110440	300140440	300150440	1500	150	150	857	3750
44100140	20	1	4	57	35	8	300110440	300140440	300150440	1300	130	130	743	3250
44100150	1	1	5	57	35	8	300110450	300140450	300150450	7600	760	760	4343	19000
44100150	2	1	5	57	35	8	300110450	300140450	300150450	7300	730	730	4171	18250
44100150	3	1	5	57	35	8	300110450	300140450	300150450	7000	700	700	4000	17500
44100150	4	1	5	57	35	8	300110450	300140450	300150450	6700	670	670	3829	16750
44100150	5	1	5	57	35	8	300110450	300140450	300150450	6400	640	640	3657	16000
44100150	6	1	5	57	35	8	300110450	300140450	300150450	6100	610	610	3486	15250
44100150	7	1	5	57	35	8	300110450	300140450	300150450	5800	580	580	3314	14500
44100150	8	1	5	57	35	8	300110450	300140450	300150450	5500	550	550	3143	13750
44100150	9	1	5	57	35	8	300110450	300140450	300150450	5200	520	520	2971	13000
44100150	10	1	5	57	35	8	300110450	300140450	300150450	4900	490	490	2800	12250
44100150	11	1	5	57	35	8	300110450	300140450	300150450	4600	460	460	2629	11500
44100150	12	1	5	57	35	8	300110450	300140450	300150450	4300	430	430	2457	10750
44100150	13	1	5	57	35	8	300110450	300140450	300150450	4000	400	400	2286	10000
44100150	14	1	5	57	35	8	300110450	300140450	300150450	3700	370	370	2114	9250
44100150	15	1	5	57	35	8	300110450	300140450	300150450	3400	340	340	1943	8500
44100150	16	1	5	57	35	8	300110450	300140450	300150450	3100	310	310	1771	7750
44100150	17	1	5	57	35	8	300110450	300140450	300150450	2800	280	280	1600	7000
44100150	18	1	5	57	35	8	300110450	300140450	300150450	2500	250	250	1429	6250
44100150	19	1	5	57	35	8	300110450	300140450	300150450	2200	220	220	1257	5500
44100150	20	1	5	57	35	8	300110450	300140450	300150450	1900	190	190	1086	4750
44100160	1	1	6	57	35	8	300110460	300140460	300150460	11500	1150	1150	6571	28750
44100160	2	1	6	57	35	8	300110460	300140460	300150460	11040	1104	1104	6309	27600
44100160	3	1	6	57	35	8	300110460	300140460	300150460	10580	1058	1058	6046	26450
44100160	4	1	6	57	35	8	300110460	300140460	300150460	10120	1012	1012	5783	25300
44100160	5	1	6	57	35	8	300110460	300140460	300150460	9660	966	966	5520	24150
44100160	6	1	6	57	35	8	300110460	300140460	300150460	9200	920	920	5257	23000
44100160	7	1	6	57	35	8	300110460	300140460	300150460	8740	874	874	4994	21850
44100160	8	1	6	57	35	8	300110460	300140460	300150460	8280	828	828	4731	20700
44100160	9	1	6	57	35	8	300110460	300140460	300150460	7820	782	782	4469	19550
44100160	10	1	6	57	35	8	300110460	300140460	300150460	7360	736	736	4206	18400
44100160	11	1	6	57	35	8	300110460	300140460	300150460	6900	690	690	3943	17250
44100160	12	1	6	57	35	8	300110460	300140460	300150460	6440	644	644	3680	16100
44100160	13	1	6	57	35	8	300110460	300140460	300150460	5980	598	598	3417	14950
44100160	14	1	6	57	35	8	300110460	300140460	300150460	5520	552	552	3154	13800
44100160	15	1	6	57	35	8	300110460	300140460	300150460	5060	506	506	2891	12650
44100160	16	1	6	57	35	8	300110460	300140460	300150460	4600	460	460	2629	11500
44100160	17	1	6	57	35	8	300110460	300140460	300150460	4140	414	414	2366	10350
44100160	18	1	6	57	35	8	300110460	300140460	300150460	3680	368	368	2103	9200
44100160	19	1	6	57	35	8	300110460	300140460	300150460	3220	322	322	1840	8050
44100160	20	1	6	57	35	8	300110460	300140460	300150460	2760	276	276	1577	6900
44100170	1	1	7	57	35	8	300110470	300140470	300150470	16500	1650	1650	9429	41250
44100170	2	1	7	57	35	8	300110470	300140470	300150470	15840	1584	1584	9051	39600
44100170	3	1	7	57	35	8	300110470	300140470	300150470	15180	1518	1518	8674	37950
44100170	4	1	7	57	35	8	300110470	300140470	300150470	14520	1452	1452	8297	36300
44100170	5	1	7	57	35	8	300110470	300140470	300150470	13860	1386	1386	7920	34650
44100170	6	1	7	57	35	8	300110470	300140470	300150470	13200	1320	1320	7543	33000
44100170	7	1	7	57	35	8	300110470	300140470	300150470	12540	1254	1254	7166	31350
44100170	8	1	7	57	35	8	300110470	300140470	300150470	11880	1188	1188	6789	29700
44100170	9	1	7	57	35	8	300110470	300140470	300150470	11220	1122	1122	6411	28050
44100170	10	1	7	57	35	8	300110470	300140470	300150470	10560	1056	1056	6034	26400
44100170	11	1	7	57	35	8	300110470	300140470	300150470	9900	990	990	5657	24750
44100170	12	1	7	57	35	8	300110470	300140470	300150470	9240	924	924	5280	23100
44100170	13	1	7	57	35	8	300110470	300140470	300150470	8580	858	858	4903	21450
44100170	14	1	7	57	35	8	300110470	300140470	300150470	7920	792	792	4526	19800
44100170	15	1	7	57	35	8	300110470	300140470	300150470	7260	726	726	4149	18150
44100170	16	1	7	57	35	8	300110470	300140470	300150470	6600	660	660	3771	16500
44100170	17	1	7	57	35	8	300110470	300140470	300150470	5940	594	594	3394	14850
44100170	18	1	7	57	35	8	300110470	300140470	300150470	5280	528	528	3017	13200
44100170	19	1	7	57	35	8	300110470	300140470	300150470	4620	462	462	2640	11550
44100170	20	1	7	57	35	8	300110470	300140470	300150470	3960	396	396	2263	9900
44100180	1	1	8	57	35	8	300110480	300140480	300150480	24700	2470	2470	14114	61750
44100180	2	1	8	57	35	8	300110480	300140480	300150480	23710	2371	2371	13549	59275
44100180	3	1	8	57	35	8	300110480	300140480	300150480	22720	2272	2272	12983	56800
44100180	4	1	8	57	35	8	300110480	300140480	300150480	21730	2173	2173	12417	54325
44100180	5	1	8	57	35	8	300110480	300140480	300150480	20740	2074	2074	11851	51850
44100180	6	1	8	57	35	8	300110480	300140480	300150480	19750	1975	1975	11286	49375
44100180	7	1	8	57	35	8	300110480	300140480	300150480	18760	1876	1876	10720	46900
44100180	8	1	8	57	35	8	300110480	300140480	300150480	17770	1777	1777	10154	44425
44100180	9	1	8	57	35	8	300110480	300140480	300150480	16780	1678	1678	9589	41950
44100180	10	1	8	57	35	8	300110480	300140480	300150480	15790	1579	1579	9023	39475
44100180	11	1	8	57	35	8	300110480	300140480	300150480	14800	1480	1480	8457	37000
44100180	12	1	8	57	35	8	300110480	300140480	300150480	13810	1381	1381	7891	34525
44100180	13	1	8	57	35	8	300110480	300140480	300150480	12820	1282	1282	7326	32050
44100180	14	1	8	57	35	8	300110480	300140480	300150480	11830	1183	1183	6760	29575
44100180	15	1	8	57	35	8	300110480	300140480	300150480	10840	1084	1084	6194	27100
44100180	16	1	8	57	35	8	300110480	300140480	300150480	9850	985	985	5629	24625
44100180	17	1	8	57	35	8	300110480	300140480	300150480	8860	886	886	5063	22150
44100180	18	1	8	57	35	8	300110480	300140480	300150480	7870	787	787	4497	19675
44100180	19	1	8	57	35	8	300110480	300140480	300150480	6880	688	688	3931	17200
44100180	20	1	8	57	35	8	300110480	300140480	300150480	5890	589	589	3366	14725
44100190	1	1	9	57	35	8	300110490	300140490	300150490	39200	3920	3920	22400	98000
44100190	2	1	9	57	35	8	300110490	300140490	300150490	37630	3763	3763	21503	94075
44100190	3	1	9	57	35	8	300110490	300140490	300150490	36060	3606	3606	20606	90150
44100190	4	1	9	57	35	8	300110490	300140490	300150490	34490	3449	3449	19709	86225
44100190	5	1	9	57	35	8	300110490	300140490	300150490	32920	3292	3292	18811	82300
44100190	6	1	9	57	35	8	300110490	300140490	300150490	31350	3135	3135	17914	78375
44100190	7	1	9	57	35	8	300110490	300140490	300150490	29780	2978	2978	17017	74450
44100190	8	1	9	57	35	8	300110490	300140490	300150490	28210	2821	2821	16120	70525
44100190	9	1	9	57	35	8	300110490	300140490	300150490	26640	2664	2664	15223	66600
44100190	10	1	9	57	35	8	300110490	300140490	300150490	25070	2507	2507	14326	62675
44100190	11	1	9	57	35	8	300110490	300140490	300150490	23500	2350	2350	13429	58750
44100190	12	1	9	57	35	8	300110490	300140490	300150490	21930	2193	2193	12531	54825
44100190	13	1	9	57	35	8	300110490	300140490	300150490	20360	2036	2036	11634	50900
44100190	14	1	9	57	35	8	300110490	300140490	300150490	18790	1879	1879	10737	46975
44100190	15	1	9	57	35	8	300110490	300140490	300150490	17220	1722	1722	9840	43050
44100190	16	1	9	57	35	8	300110490	300140490	300150490	15650	1565	1565	8943	39125
44100190	17	1	9	57	35	8	300110490	300140490	300150490	14080	1408	1408	8046	35200
44100190	18	1	9	57	35	8	300110490	300140490	300150490	12510	1251	1251	7149	31275
44100190	19	1	9	57	35	8	300110490	300140490	300150490	10940	1094	1094	6251	27350
44100190	20	1	9	57	35	8	300110490	300140490	300150490	9370	937	937	5354	23425
74100120	1	1	2	50	40	10	300110720	300120720	300130720	2400	240	240	1200	4800
74100120	2	1	2	50	40	10	300110720	300120720	300130720	2300	230	230	1150	4600
74100120	3	1	2	50	40	10	300110720	300120720	300130720	2200	220	220	1100	4400
74100120	4	1	2	50	40	10	300110720	300120720	300130720	2100	210	210	1050	4200
74100120	5	1	2	50	40	10	300110720	300120720	300130720	2000	200	200	1000	4000
74100120	6	1	2	50	40	10	300110720	300120720	300130720	1900	190	190	950	3800
74100120	7	1	2	50	40	10	300110720	300120720	300130720	1800	180	180	900	3600
74100120	8	1	2	50	40	10	300110720	300120720	300130720	1700	170	170	850	3400
74100120	9	1	2	50	40	10	300110720	300120720	300130720	1600	160	160	800	3200
74100120	10	1	2	50	40	10	300110720	300120720	300130720	1500	150	150	750	3000
74100120	11	1	2	50	40	10	300110720	300120720	300130720	1400	140	140	700	2800
74100120	12	1	2	50	40	10	300110720	300120720	300130720	1300	130	130	650	2600
74100120	13	1	2	50	40	10	300110720	300120720	300130720	1200	120	120	600	2400
74100120	14	1	2	50	40	10	300110720	300120720	300130720	1100	110	110	550	2200
74100120	15	1	2	50	40	10	300110720	300120720	300130720	1000	100	100	500	2000
74100120	16	1	2	50	40	10	300110720	300120720	300130720	900	90	90	450	1800
74100120	17	1	2	50	40	10	300110720	300120720	300130720	800	80	80	400	1600
74100120	18	1	2	50	40	10	300110720	300120720	300130720	700	70	70	350	1400
74100120	19	1	2	50	40	10	300110720	300120720	300130720	600	60	60	300	1200
74100120	20	1	2	50	40	10	300110720	300120720	300130720	500	50	50	250	1000
74100130	1	1	3	57	35	8	300110730	300140730	300150730	3900	390	390	2229	9750
74100130	2	1	3	57	35	8	300110730	300140730	300150730	3740	374	374	2137	9350
74100130	3	1	3	57	35	8	300110730	300140730	300150730	3580	358	358	2046	8950
74100130	4	1	3	57	35	8	300110730	300140730	300150730	3420	342	342	1954	8550
74100130	5	1	3	57	35	8	300110730	300140730	300150730	3260	326	326	1863	8150
74100130	6	1	3	57	35	8	300110730	300140730	300150730	3100	310	310	1771	7750
74100130	7	1	3	57	35	8	300110730	300140730	300150730	2940	294	294	1680	7350
74100130	8	1	3	57	35	8	300110730	300140730	300150730	2780	278	278	1589	6950
74100130	9	1	3	57	35	8	300110730	300140730	300150730	2620	262	262	1497	6550
74100130	10	1	3	57	35	8	300110730	300140730	300150730	2460	246	246	1406	6150
74100130	11	1	3	57	35	8	300110730	300140730	300150730	2300	230	230	1314	5750
74100130	12	1	3	57	35	8	300110730	300140730	300150730	2140	214	214	1223	5350
74100130	13	1	3	57	35	8	300110730	300140730	300150730	1980	198	198	1131	4950
74100130	14	1	3	57	35	8	300110730	300140730	300150730	1820	182	182	1040	4550
74100130	15	1	3	57	35	8	300110730	300140730	300150730	1660	166	166	949	4150
74100130	16	1	3	57	35	8	300110730	300140730	300150730	1500	150	150	857	3750
74100130	17	1	3	57	35	8	300110730	300140730	300150730	1340	134	134	766	3350
74100130	18	1	3	57	35	8	300110730	300140730	300150730	1180	118	118	674	2950
74100130	19	1	3	57	35	8	300110730	300140730	300150730	1020	102	102	583	2550
74100130	20	1	3	57	35	8	300110730	300140730	300150730	860	86	86	491	2150
74100140	1	1	4	57	35	8	300110740	300140740	300150740	5100	510	510	2914	12750
74100140	2	1	4	57	35	8	300110740	300140740	300150740	4900	490	490	2800	12250
74100140	3	1	4	57	35	8	300110740	300140740	300150740	4700	470	470	2686	11750
74100140	4	1	4	57	35	8	300110740	300140740	300150740	4500	450	450	2571	11250
74100140	5	1	4	57	35	8	300110740	300140740	300150740	4300	430	430	2457	10750
74100140	6	1	4	57	35	8	300110740	300140740	300150740	4100	410	410	2343	10250
74100140	7	1	4	57	35	8	300110740	300140740	300150740	3900	390	390	2229	9750
74100140	8	1	4	57	35	8	300110740	300140740	300150740	3700	370	370	2114	9250
74100140	9	1	4	57	35	8	300110740	300140740	300150740	3500	350	350	2000	8750
74100140	10	1	4	57	35	8	300110740	300140740	300150740	3300	330	330	1886	8250
74100140	11	1	4	57	35	8	300110740	300140740	300150740	3100	310	310	1771	7750
74100140	12	1	4	57	35	8	300110740	300140740	300150740	2900	290	290	1657	7250
74100140	13	1	4	57	35	8	300110740	300140740	300150740	2700	270	270	1543	6750
74100140	14	1	4	57	35	8	300110740	300140740	300150740	2500	250	250	1429	6250
74100140	15	1	4	57	35	8	300110740	300140740	300150740	2300	230	230	1314	5750
74100140	16	1	4	57	35	8	300110740	300140740	300150740	2100	210	210	1200	5250
74100140	17	1	4	57	35	8	300110740	300140740	300150740	1900	190	190	1086	4750
74100140	18	1	4	57	35	8	300110740	300140740	300150740	1700	170	170	971	4250
74100140	19	1	4	57	35	8	300110740	300140740	300150740	1500	150	150	857	3750
74100140	20	1	4	57	35	8	300110740	300140740	300150740	1300	130	130	743	3250
74100150	1	1	5	57	35	8	300110750	300140750	300150750	7600	760	760	4343	19000
74100150	2	1	5	57	35	8	300110750	300140750	300150750	7300	730	730	4171	18250
74100150	3	1	5	57	35	8	300110750	300140750	300150750	7000	700	700	4000	17500
74100150	4	1	5	57	35	8	300110750	300140750	300150750	6700	670	670	3829	16750
74100150	5	1	5	57	35	8	300110750	300140750	300150750	6400	640	640	3657	16000
74100150	6	1	5	57	35	8	300110750	300140750	300150750	6100	610	610	3486	15250
74100150	7	1	5	57	35	8	300110750	300140750	300150750	5800	580	580	3314	14500
74100150	8	1	5	57	35	8	300110750	300140750	300150750	5500	550	550	3143	13750
74100150	9	1	5	57	35	8	300110750	300140750	300150750	5200	520	520	2971	13000
74100150	10	1	5	57	35	8	300110750	300140750	300150750	4900	490	490	2800	12250
74100150	11	1	5	57	35	8	300110750	300140750	300150750	4600	460	460	2629	11500
74100150	12	1	5	57	35	8	300110750	300140750	300150750	4300	430	430	2457	10750
74100150	13	1	5	57	35	8	300110750	300140750	300150750	4000	400	400	2286	10000
74100150	14	1	5	57	35	8	300110750	300140750	300150750	3700	370	370	2114	9250
74100150	15	1	5	57	35	8	300110750	300140750	300150750	3400	340	340	1943	8500
74100150	16	1	5	57	35	8	300110750	300140750	300150750	3100	310	310	1771	7750
74100150	17	1	5	57	35	8	300110750	300140750	300150750	2800	280	280	1600	7000
74100150	18	1	5	57	35	8	300110750	300140750	300150750	2500	250	250	1429	6250
74100150	19	1	5	57	35	8	300110750	300140750	300150750	2200	220	220	1257	5500
74100150	20	1	5	57	35	8	300110750	300140750	300150750	1900	190	190	1086	4750
74100160	1	1	6	57	35	8	300110760	300140760	300150760	11500	1150	1150	6571	28750
74100160	2	1	6	57	35	8	300110760	300140760	300150760	11040	1104	1104	6309	27600
74100160	3	1	6	57	35	8	300110760	300140760	300150760	10580	1058	1058	6046	26450
74100160	4	1	6	57	35	8	300110760	300140760	300150760	10120	1012	1012	5783	25300
74100160	5	1	6	57	35	8	300110760	300140760	300150760	9660	966	966	5520	24150
74100160	6	1	6	57	35	8	300110760	300140760	300150760	9200	920	920	5257	23000
74100160	7	1	6	57	35	8	300110760	300140760	300150760	8740	874	874	4994	21850
74100160	8	1	6	57	35	8	300110760	300140760	300150760	8280	828	828	4731	20700
74100160	9	1	6	57	35	8	300110760	300140760	300150760	7820	782	782	4469	19550
74100160	10	1	6	57	35	8	300110760	300140760	300150760	7360	736	736	4206	18400
74100160	11	1	6	57	35	8	300110760	300140760	300150760	6900	690	690	3943	17250
74100160	12	1	6	57	35	8	300110760	300140760	300150760	6440	644	644	3680	16100
74100160	13	1	6	57	35	8	300110760	300140760	300150760	5980	598	598	3417	14950
74100160	14	1	6	57	35	8	300110760	300140760	300150760	5520	552	552	3154	13800
74100160	15	1	6	57	35	8	300110760	300140760	300150760	5060	506	506	2891	12650
74100160	16	1	6	57	35	8	300110760	300140760	300150760	4600	460	460	2629	11500
74100160	17	1	6	57	35	8	300110760	300140760	300150760	4140	414	414	2366	10350
74100160	18	1	6	57	35	8	300110760	300140760	300150760	3680	368	368	2103	9200
74100160	19	1	6	57	35	8	300110760	300140760	300150760	3220	322	322	1840	8050
74100160	20	1	6	57	35	8	300110760	300140760	300150760	2760	276	276	1577	6900
74100170	1	1	7	57	35	8	300110770	300140770	300150770	16500	1650	1650	9429	41250
74100170	2	1	7	57	35	8	300110770	300140770	300150770	15840	1584	1584	9051	39600
74100170	3	1	7	57	35	8	300110770	300140770	300150770	15180	1518	1518	8674	37950
74100170	4	1	7	57	35	8	300110770	300140770	300150770	14520	1452	1452	8297	36300
74100170	5	1	7	57	35	8	300110770	300140770	300150770	13860	1386	1386	7920	34650
74100170	6	1	7	57	35	8	300110770	300140770	300150770	13200	1320	1320	7543	33000
74100170	7	1	7	57	35	8	300110770	300140770	300150770	12540	1254	1254	7166	31350
74100170	8	1	7	57	35	8	300110770	300140770	300150770	11880	1188	1188	6789	29700
74100170	9	1	7	57	35	8	300110770	300140770	300150770	11220	1122	1122	6411	28050
74100170	10	1	7	57	35	8	300110770	300140770	300150770	10560	1056	1056	6034	26400
74100170	11	1	7	57	35	8	300110770	300140770	300150770	9900	990	990	5657	24750
74100170	12	1	7	57	35	8	300110770	300140770	300150770	9240	924	924	5280	23100
74100170	13	1	7	57	35	8	300110770	300140770	300150770	8580	858	858	4903	21450
74100170	14	1	7	57	35	8	300110770	300140770	300150770	7920	792	792	4526	19800
74100170	15	1	7	57	35	8	300110770	300140770	300150770	7260	726	726	4149	18150
74100170	16	1	7	57	35	8	300110770	300140770	300150770	6600	660	660	3771	16500
74100170	17	1	7	57	35	8	300110770	300140770	300150770	5940	594	594	3394	14850
74100170	18	1	7	57	35	8	300110770	300140770	300150770	5280	528	528	3017	13200
74100170	19	1	7	57	35	8	300110770	300140770	300150770	4620	462	462	2640	11550
74100170	20	1	7	57	35	8	300110770	300140770	300150770	3960	396	396	2263	9900
74100180	1	1	8	57	35	8	300110780	300140780	300150780	24700	2470	2470	14114	61750
74100180	2	1	8	57	35	8	300110780	300140780	300150780	23710	2371	2371	13549	59275
74100180	3	1	8	57	35	8	300110780	300140780	300150780	22720	2272	2272	12983	56800
74100180	4	1	8	57	35	8	300110780	300140780	300150780	21730	2173	2173	12417	54325
74100180	5	1	8	57	35	8	300110780	300140780	300150780	20740	2074	2074	11851	51850
74100180	6	1	8	57	35	8	300110780	300140780	300150780	19750	1975	1975	11286	49375
74100180	7	1	8	57	35	8	300110780	300140780	300150780	18760	1876	1876	10720	46900
74100180	8	1	8	57	35	8	300110780	300140780	300150780	17770	1777	1777	10154	44425
74100180	9	1	8	57	35	8	300110780	300140780	300150780	16780	1678	1678	9589	41950
74100180	10	1	8	57	35	8	300110780	300140780	300150780	15790	1579	1579	9023	39475
74100180	11	1	8	57	35	8	300110780	300140780	300150780	14800	1480	1480	8457	37000
74100180	12	1	8	57	35	8	300110780	300140780	300150780	13810	1381	1381	7891	34525
74100180	13	1	8	57	35	8	300110780	300140780	300150780	12820	1282	1282	7326	32050
74100180	14	1	8	57	35	8	300110780	300140780	300150780	11830	1183	1183	6760	29575
74100180	15	1	8	57	35	8	300110780	300140780	300150780	10840	1084	1084	6194	27100
74100180	16	1	8	57	35	8	300110780	300140780	300150780	9850	985	985	5629	24625
74100180	17	1	8	57	35	8	300110780	300140780	300150780	8860	886	886	5063	22150
74100180	18	1	8	57	35	8	300110780	300140780	300150780	7870	787	787	4497	19675
74100180	19	1	8	57	35	8	300110780	300140780	300150780	6880	688	688	3931	17200
74100180	20	1	8	57	35	8	300110780	300140780	300150780	5890	589	589	3366	14725
74100190	1	1	9	57	35	8	300110790	300140790	300150790	39200	3920	3920	22400	98000
74100190	2	1	9	57	35	8	300110790	300140790	300150790	37630	3763	3763	21503	94075
74100190	3	1	9	57	35	8	300110790	300140790	300150790	36060	3606	3606	20606	90150
74100190	4	1	9	57	35	8	300110790	300140790	300150790	34490	3449	3449	19709	86225
74100190	5	1	9	57	35	8	300110790	300140790	300150790	32920	3292	3292	18811	82300
74100190	6	1	9	57	35	8	300110790	300140790	300150790	31350	3135	3135	17914	78375
74100190	7	1	9	57	35	8	300110790	300140790	300150790	29780	2978	2978	17017	74450
74100190	8	1	9	57	35	8	300110790	300140790	300150790	28210	2821	2821	16120	70525
74100190	9	1	9	57	35	8	300110790	300140790	300150790	26640	2664	2664	15223	66600
74100190	10	1	9	57	35	8	300110790	300140790	300150790	25070	2507	2507	14326	62675
74100190	11	1	9	57	35	8	300110790	300140790	300150790	23500	2350	2350	13429	58750
74100190	12	1	9	57	35	8	300110790	300140790	300150790	21930	2193	2193	12531	54825
74100190	13	1	9	57	35	8	300110790	300140790	300150790	20360	2036	2036	11634	50900
74100190	14	1	9	57	35	8	300110790	300140790	300150790	18790	1879	1879	10737	46975
74100190	15	1	9	57	35	8	300110790	300140790	300150790	17220	1722	1722	9840	43050
74100190	16	1	9	57	35	8	300110790	300140790	300150790	15650	1565	1565	8943	39125
74100190	17	1	9	57	35	8	300110790	300140790	300150790	14080	1408	1408	8046	35200
74100190	18	1	9	57	35	8	300110790	300140790	300150790	12510	1251	1251	7149	31275
74100190	19	1	9	57	35	8	300110790	300140790	300150790	10940	1094	1094	6251	27350
74100190	20	1	9	57	35	8	300110790	300140790	300150790	9370	937	937	5354	23425
84100120	1	1	2	50	40	10	300110820	300120820	300130820	2400	240	240	1200	4800
84100120	2	1	2	50	40	10	300110820	300120820	300130820	2300	230	230	1150	4600
84100120	3	1	2	50	40	10	300110820	300120820	300130820	2200	220	220	1100	4400
84100120	4	1	2	50	40	10	300110820	300120820	300130820	2100	210	210	1050	4200
84100120	5	1	2	50	40	10	300110820	300120820	300130820	2000	200	200	1000	4000
84100120	6	1	2	50	40	10	300110820	300120820	300130820	1900	190	190	950	3800
84100120	7	1	2	50	40	10	300110820	300120820	300130820	1800	180	180	900	3600
84100120	8	1	2	50	40	10	300110820	300120820	300130820	1700	170	170	850	3400
84100120	9	1	2	50	40	10	300110820	300120820	300130820	1600	160	160	800	3200
84100120	10	1	2	50	40	10	300110820	300120820	300130820	1500	150	150	750	3000
