强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	有效标志	强化等级	等级限制	消耗货币类型(0不耗货币，200经验，201修为，202金币，203绑金，204元宝，205绑元)<填0的时候，不会扣除货币，但仍然会根据消耗货币数量字段去做累积积分的计算，以便做强化继承>	消耗货币数量<同时也是计算继承时需要用的累积积分>	消耗道具ID	消耗道具数量	提升比例系数(万分比)	剑客提升固定值1	剑客提升固定值2	剑客提升固定值3	御灵提升固定值4	御灵提升固定值5	御灵提升固定值6	刀客提升固定值7	刀客提升固定值8	刀客提升固定值9	弓手提升固定值10	弓手提升固定值11	弓手提升固定值12	强化成功率	成功率增量	强化暴击率	强化激活主键	强化激活副键	增加战力值	基础概率作假系数1	基础概率作假系数2	基础概率作假系数3	基础概率作假系数4	基础概率作假系数5	基础概率作假系数6	基础概率作假系数7	基础概率作假系数8	基础概率作假系数9	基础概率作假系数10	失败加成作假系数1	失败加成作假系数2	失败加成作假系数3	失败加成作假系数4	失败加成作假系数5	失败加成作假系数6	失败加成作假系数7	失败加成作假系数8	失败加成作假系数9	失败加成作假系数10	必成积分阈值	下级激活属性显示(如果不是-1，要配置强化激活显示的下级等级) 
10090	1	87	5170	203	180000	400400104	2	52200	129510	0	0	142461	0	0	155412	0	0	129510	0	0	7000	1000	0	0	0	45315	0	0	0	0	0	0	2000	8000	10000	10000	33333	33333	33333	33333	33333	33333	28667	14667	10000	10000	1000	-1
10090	1	88	5170	203	180000	400400104	2	52800	134439	0	0	147883	0	0	161327	0	0	134439	0	0	6000	1000	0	0	0	48058	0	0	0	0	0	0	2000	8000	10000	10000	25000	25000	25000	25000	25000	25000	22000	13000	10000	10000	2000	-1
10090	1	89	5170	203	190000	400400104	2	53400	139368	0	0	153305	0	0	167242	0	0	139368	0	0	6000	1000	0	0	0	50801	0	0	0	0	0	0	2000	8000	10000	10000	25000	25000	25000	25000	25000	25000	22000	13000	10000	10000	2000	-1
10090	1	90	6180	203	190000	400400104	2	54000	144296	0	0	158726	0	0	173155	0	0	144296	0	0	5000	1000	0	0	0	53544	0	0	0	0	0	0	0	6000	10000	10000	20000	20000	20000	20000	20000	20000	20000	14000	10000	10000	2000	-1
10090	1	91	6180	203	190000	400400104	2	54600	151511	0	0	166662	0	0	181813	0	0	151511	0	0	5000	1000	0	0	0	59028	0	0	0	0	0	0	0	6000	10000	10000	20000	20000	20000	20000	20000	20000	20000	14000	10000	10000	2000	-1
10090	1	92	6180	203	200000	400400104	2	55200	158726	0	0	174599	0	0	190471	0	0	158726	0	0	4000	1000	0	0	0	64512	0	0	0	0	0	0	0	6000	10000	10000	16667	16667	16667	16667	16667	16667	16667	12667	10000	10000	2000	-1
10090	1	93	6180	203	200000	400400104	2	55800	165940	0	0	182534	0	0	199128	0	0	165940	0	0	4000	1000	0	0	0	69997	0	0	0	0	0	0	0	6000	10000	10000	16667	16667	16667	16667	16667	16667	16667	12667	10000	10000	2000	-1
10090	1	94	6180	203	210000	400400104	2	56400	173155	0	0	190471	0	0	207786	0	0	173155	0	0	3000	1000	0	0	0	75481	0	0	0	0	0	0	0	6000	10000	10000	14286	14286	14286	14286	14286	14286	14286	11714	10000	10000	2000	-1
10090	1	95	6190	203	210000	400400104	2	57000	180370	0	0	198407	0	0	216444	0	0	180370	0	0	3000	1000	0	0	0	80966	0	0	0	0	0	0	0	2000	8000	10000	14286	14286	14286	14286	14286	14286	14286	13429	10857	10000	2000	-1
10090	1	96	6190	203	210000	400400104	2	57600	187584	0	0	206342	0	0	225101	0	0	187584	0	0	2500	1000	0	0	0	86450	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	11875	10000	10000	3000	-1
10090	1	97	6190	203	220000	400400104	2	58200	194799	0	0	214279	0	0	233759	0	0	194799	0	0	2500	1000	0	0	0	91934	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	11875	10000	10000	3000	-1
10090	1	98	6190	203	220000	400400104	2	58800	202014	0	0	222215	0	0	242417	0	0	202014	0	0	2000	1000	0	0	0	97419	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	12000	10500	10000	3000	-1
10090	1	99	6190	203	230000	400400104	2	59400	209228	0	0	230151	0	0	251074	0	0	209228	0	0	2000	1000	0	0	0	102903	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	12000	10500	10000	3000	-1
10090	1	100	-1	0	230000	0	0	60000	216443	0	0	238087	0	0	259732	0	0	216443	0	0	0	1000	0	0	0	108387	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10102	1	0	0	0	0	401500101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10102	1	1	0	0	1	401500101	2	1000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	213	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10102	1	2	0	0	3	401500101	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	427	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	3	0	0	5	401500101	3	3000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	640	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	4	0	0	8	401500101	3	4000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	854	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	5	0	0	11	401500101	4	5000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1068	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	6	0	0	15	401500101	4	6000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1281	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	7	0	0	19	401500101	4	7000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1495	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	8	0	0	23	401500101	4	8000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1708	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	9	0	0	27	401500101	4	9000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1922	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	10	0	0	31	401500101	4	10000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2136	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	11	0	0	35	401500101	4	11000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2349	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	12	0	0	39	401500101	8	12000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2563	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	13	0	0	47	401500101	8	13000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2776	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10102	1	14	0	0	55	401500101	8	14000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2990	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10102	1	15	0	0	63	401500101	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3204	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10103	1	0	0	0	0	401500102	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10103	1	1	0	0	4	401500102	4	1000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	384	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10103	1	2	0	0	12	401500102	4	2000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	769	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	3	0	0	20	401500102	6	3000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1153	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	4	0	0	32	401500102	6	4000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1538	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	5	0	0	44	401500102	8	5000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1922	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	6	0	0	60	401500102	8	6000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2307	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	7	0	0	76	401500102	8	7000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2691	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	8	0	0	92	401500102	8	8000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3076	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	9	0	0	108	401500102	8	9000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3460	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	10	0	0	124	401500102	8	10000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3845	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	11	0	0	140	401500102	8	11000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	4230	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	12	0	0	156	401500102	16	12000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	4614	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	13	0	0	188	401500102	16	13000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	4999	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10103	1	14	0	0	220	401500102	16	14000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	5383	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10103	1	15	0	0	252	401500102	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	5768	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10104	1	0	0	0	0	401500103	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10104	1	1	0	0	16	401500103	8	1000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	598	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10104	1	2	0	0	48	401500103	8	2000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1197	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	3	0	0	80	401500103	12	3000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1796	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	4	0	0	128	401500103	12	4000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2394	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	5	0	0	176	401500103	16	5000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2993	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	6	0	0	240	401500103	16	6000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3592	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	7	0	0	304	401500103	16	7000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	4190	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	8	0	0	368	401500103	16	8000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	4789	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	9	0	0	432	401500103	16	9000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	5388	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	10	0	0	496	401500103	16	10000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	5986	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	11	0	0	560	401500103	16	11000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	6585	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	12	0	0	624	401500103	32	12000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	7184	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	13	0	0	752	401500103	32	13000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	7782	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10104	1	14	0	0	880	401500103	32	14000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	8381	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10104	1	15	0	0	1008	401500103	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	8980	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10105	1	0	0	0	0	401500104	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10105	1	1	0	0	48	401500104	12	1000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1003	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10105	1	2	0	0	144	401500104	12	2000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	2007	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	3	0	0	240	401500104	18	3000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3011	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	4	0	0	384	401500104	18	4000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	4015	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	5	0	0	528	401500104	24	5000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	5019	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	6	0	0	720	401500104	24	6000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	6023	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	7	0	0	912	401500104	24	7000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	7027	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	8	0	0	1104	401500104	24	8000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	8031	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	9	0	0	1296	401500104	24	9000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	9035	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	10	0	0	1488	401500104	24	10000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	10039	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	11	0	0	1680	401500104	24	11000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	11043	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	12	0	0	1872	401500104	48	12000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	12047	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	13	0	0	2256	401500104	48	13000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	13051	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10105	1	14	0	0	2640	401500104	48	14000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	14055	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10105	1	15	0	0	3024	401500104	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	15059	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10106	1	0	0	0	0	401500105	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10106	1	1	0	0	144	401500105	18	1000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	1963	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10106	1	2	0	0	432	401500105	18	2000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3926	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	3	0	0	720	401500105	27	3000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	5889	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	4	0	0	1152	401500105	27	4000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	7853	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	5	0	0	1584	401500105	36	5000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	9816	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	6	0	0	2160	401500105	36	6000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	11779	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	7	0	0	2736	401500105	36	7000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	13743	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	8	0	0	3312	401500105	36	8000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	15706	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	9	0	0	3888	401500105	36	9000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	17669	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	10	0	0	4464	401500105	36	10000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	19632	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	11	0	0	5040	401500105	36	11000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	21596	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	12	0	0	5616	401500105	72	12000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	23559	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	13	0	0	6768	401500105	72	13000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	25522	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10106	1	14	0	0	7920	401500105	72	14000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	27486	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10106	1	15	0	0	9072	401500105	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	29449	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	2000	-1
10107	1	0	0	0	0	401500106	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10107	1	1	0	0	480	401500106	30	1000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	3838	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10107	1	2	0	0	1440	401500106	30	2000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	7677	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	3	0	0	2400	401500106	45	3000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	11516	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	4	0	0	3840	401500106	45	4000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	15355	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	5	0	0	5280	401500106	60	5000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	19194	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	6	0	0	7200	401500106	60	6000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	23033	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	7	0	0	9120	401500106	60	7000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	26871	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	8	0	0	11040	401500106	60	8000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	30710	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	9	0	0	12960	401500106	60	9000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	34549	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10107	1	10	0	0	14880	401500106	60	10000	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	38388	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
