灵宠的ID	有效标志位	名字	灵宠颜色，0白、1绿、2蓝C、3紫B、4橙A、5青、6红S、7黄SS（0~7）	职业，就只是用来算战斗力(111标准剑客，121高血，131高防，141高攻）	携带境界要求，0就是要求初境，其他的对应人物境界	携带灵宠类型，同类型的灵宠不可以带多个，主要为变异做的	初始境界	境界属性ID，对应partner_attr_cfg的主ID（1全能，2血，3防，4攻）	灵宠NPCID	灵宠头像(图标ID)	行为AI，服务器用的，以前灰哥写的行为AI	普攻ID（11001人近战，11002兽近程，11003人远程，11004兽远程）	普攻2	普攻3	普攻4	变异境界要求	变异灵宠ID	（洗髓）普通重铸消耗道具ID	（洗髓）普通重铸消耗道具数量	普通重铸变异几率	（洗髓）元宝重铸变异消耗（consumeID）	元宝重铸变异几率	天赋技能ID	天赋技能等级	天赋技能出现几率（普通重铸出现几率）	天赋技能出现几率（元宝重铸出现几率）	天赋技能普通重铸变异几率	天赋技能元宝重铸变异几率	变异天赋技能ID	变异天赋技能等级	技能1ID	技能1等级	技能1出现几率（普通重铸出现几率）	技能1出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能1ID	变异技能1等级	技能2ID	技能2等级	技能2出现几率（普通重铸出现几率）	技能2出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能2ID	变异技能2等级	技能3ID	技能3等级	技能3出现几率（普通重铸出现几率）	技能3出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能3ID	变异技能3等级	技能4ID	技能4等级	技能4出现几率（普通重铸出现几率）	技能4出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能4ID	变异技能4等级	缘分ID1	缘分ID2	缘分ID3	缘分ID4	缘分ID5	缘分ID6	灵宠环任务ID	擅长的经文任务类型	攻击资质ID	防御资质ID	生命资质ID	突破ID	可学习公共技能总数	遣散ID（对应抽卡的副键，1000以上的）	遣散奖励ID（遣散时必定获得的奖励，用来做兽魂的）	拥有时参与抽的几率	拥有时抽到对应道具ID	普通培养道具ID	普通培养数量	绑元洗消耗(consumeID)	类型(位域：1攻、2防、4血、8全能)	抽到重复时道具	抽到道具数量	升星ID	灵宠喊话ID(喊话ID，优先级低，字段先留着)	灵宠描述	来源	相机size（图鉴跟属性里模型站立高度不一样，所以乘以0.85，让属性里不会太高）	图鉴展示（拥有后才展示）	初始战力	招募排序科技1（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技2（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技3（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技4（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技5（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技6（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技7（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技8（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技9（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技10（999表示预览中不出现，1表示大概率，数值越小概率越大）	星级	预览状态限制	标签显示状态限制（0不做处理，不为0时判断状态限制ID是否通过，不通过则不管，通过则读后面两个字段→标签显示文本，标签颜色）	标签显示文字	标签颜色（1红2蓝3青4紫99灰）
760000017	1	7星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	33030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600171	600172	600173	600170	6	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000017	0	<color=#3f2a35>类型：</color><color=#625260>7星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160017)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	7	70007300	40051601	极品	1
760000018	1	8星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	33030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600181	600182	600183	600180	6	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000018	0	<color=#3f2a35>类型：</color><color=#625260>8星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160018)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	8	70007300	40051601	极品	1
760000019	1	9星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	33070	1	10000	10000	0	0	0	0	33040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	2	600191	600192	600193	600190	6	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000019	0	<color=#3f2a35>类型：</color><color=#625260>9星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160019)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	9	70007300	40051601	极品	1
760000020	1	10星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	33070	1	10000	10000	0	0	0	0	33080	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	2	600201	600202	600203	600200	6	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>10星神兽-已满星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160020)	0.8	1	6000	999	999	999	999	999	999	999	999	999	999	10	70007300	40051601	极品	1
760000101	1	变异笑天	6	131	0	37	20	100001	9999050	partner00_617	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	33100	1	10000	10000	0	0	0	0	37080	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	601011	601012	601013	600210	5	1001	30003615	0	410160003	410400001	8	40565	2	410900400	1000	760000101	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，定身目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>哮天犬后代的后代，已中二病晚期</color>	SourcePanel.Show(2,410160101)	1	1	5000	999	999	999	999	999	999	999	999	999	999	1	0	90005103	新宠	4
760000102	1	2星变异笑天	6	131	0	37	20	100001	9999050	partner00_617	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	33100	1	10000	10000	0	0	0	0	37080	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	601021	601022	601023	600220	5	1001	30003615	0	410160003	410400001	8	40565	2	410900400	1000	760000102	0	<color=#3f2a35>类型：</color><color=#625260>防御-2星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，定身目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>哮天犬后代的后代，已中二病晚期</color>	SourcePanel.Show(2,410160102)	1	0	5000	999	999	999	999	999	999	999	999	999	999	2	0	90005109	新宠	4
760000103	1	3星变异笑天	6	131	0	37	20	100001	9999050	partner00_617	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	33100	1	10000	10000	0	0	0	0	37080	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	601031	601032	601033	600230	5	1001	30003615	0	410160003	410400001	8	40565	2	410900400	1000	760000103	0	<color=#3f2a35>类型：</color><color=#625260>防御-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，定身目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>哮天犬后代的后代，已中二病晚期</color>	SourcePanel.Show(2,410160103)	1	0	5000	999	999	999	999	999	999	999	999	999	999	3	0	90005109	新宠	4
760000104	1	4星变异笑天	6	131	0	37	20	100001	9999050	partner00_617	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	33100	1	10000	10000	0	0	0	0	37080	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	601041	601042	601043	600240	5	1001	30003615	0	410160003	410400001	8	40565	2	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，定身目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>哮天犬后代的后代，已中二病晚期</color>	SourcePanel.Show(2,410160104)	1	1	5000	999	999	999	999	999	999	999	999	999	999	4	0	90005103	新宠	4
760000201	1	变异猪财怪	6	131	0	39	20	100001	9999051	partner00_618	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	32070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	602011	602012	602013	600250	5	1001	30003615	0	410160005	410400001	8	40565	2	410900400	1000	760000201	0	<color=#3f2a35>类型：</color><color=#625260>防御-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，嘲讽，坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>你们现在必须得吃素食了！</color>	SourcePanel.Show(2,410160201)	0.8	1	5000	999	999	999	999	999	999	999	999	999	999	3	70007200	90005105	新宠	4
760000202	1	4星变异猪财怪	6	131	0	39	20	100001	9999051	partner00_618	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	32070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	602021	602022	602023	600260	5	1001	30003615	0	410160005	410400001	8	40565	2	410900400	1000	760000202	0	<color=#3f2a35>类型：</color><color=#625260>防御-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，嘲讽，坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>你们现在必须得吃素食了！</color>	SourcePanel.Show(2,410160202)	0.8	0	5000	999	999	999	999	999	999	999	999	999	999	4	70007200	90005109	新宠	4
760000203	1	5星变异猪财怪	6	131	0	39	20	100001	9999051	partner00_618	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	32070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	602031	602032	602033	600270	6	1001	30003615	0	410160005	410400001	8	40565	2	410900400	1000	760000203	0	<color=#3f2a35>类型：</color><color=#625260>防御-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，嘲讽，坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>你们现在必须得吃素食了！</color>	SourcePanel.Show(2,410160203)	0.8	0	5000	999	999	999	999	999	999	999	999	999	999	5	70007200	90005109	新宠	4
760000204	1	6星变异猪财怪	6	131	0	39	20	100001	9999051	partner00_618	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	32070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	602041	602042	602043	600280	6	1001	30003615	0	410160005	410400001	8	40565	2	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-6星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，嘲讽，坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>你们现在必须得吃素食了！</color>	SourcePanel.Show(2,410160204)	0.8	1	5000	999	999	999	999	999	999	999	999	999	999	6	70007200	90005105	新宠	4
760000301	1	变异西海龙女	6	121	0	40	20	100001	9999052	partner00_619	char_ai_001	11001	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	35030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	603011	603012	603013	600290	5	1001	30003615	0	410160006	410400001	8	40565	4	410900400	1000	760000301	0	<color=#3f2a35>类型：</color><color=#625260>生命-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议生命相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>变异小龙女去哪儿了……</color>	SourcePanel.Show(2,410160301)	0.9	1	5000	999	999	999	999	999	999	999	999	999	999	3	0	90005105	新宠	4
760000302	1	4星变异西海龙女	6	121	0	40	20	100001	9999052	partner00_619	char_ai_001	11001	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	35030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	603021	603022	603023	600300	5	1001	30003615	0	410160006	410400001	8	40565	4	410900400	1000	760000302	0	<color=#3f2a35>类型：</color><color=#625260>生命-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议生命相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>变异小龙女去哪儿了……</color>	SourcePanel.Show(2,410160302)	0.9	0	5000	999	999	999	999	999	999	999	999	999	999	4	0	90005109	新宠	4
760000303	1	5星变异西海龙女	6	121	0	40	20	100001	9999052	partner00_619	char_ai_001	11001	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	35030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	603031	603032	603033	600310	6	1001	30003615	0	410160006	410400001	8	40565	4	410900400	1000	760000303	0	<color=#3f2a35>类型：</color><color=#625260>生命-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议生命相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>变异小龙女去哪儿了……</color>	SourcePanel.Show(2,410160303)	0.9	0	5000	999	999	999	999	999	999	999	999	999	999	5	0	90005109	新宠	4
760000304	1	6星变异西海龙女	6	121	0	40	20	100001	9999052	partner00_619	char_ai_001	11001	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	35030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	603041	603042	603043	600320	6	1001	30003615	0	410160006	410400001	8	40565	4	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>生命-6星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议生命相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>变异小龙女去哪儿了……</color>	SourcePanel.Show(2,410160304)	0.9	1	5000	999	999	999	999	999	999	999	999	999	999	6	0	90005105	新宠	4
760000401	1	变异末日使徒	6	131	0	41	20	100001	9999053	partner00_620	char_ai_001	11008	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	604011	604012	604013	600330	5	1001	30003615	0	410160007	410400001	8	40565	2	410900400	1000	760000401	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>裤子又是神马？</color>	SourcePanel.Show(2,410160401)	1	1	5000	999	999	999	999	999	999	999	999	999	999	1	0	90005103	新宠	4
760000402	1	2星变异末日使徒	6	131	0	41	20	100001	9999053	partner00_620	char_ai_001	11008	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	604021	604022	604023	600340	5	1001	30003615	0	410160007	410400001	8	40565	2	410900400	1000	760000402	0	<color=#3f2a35>类型：</color><color=#625260>防御-2星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>裤子又是神马？</color>	SourcePanel.Show(2,410160402)	1	0	5000	999	999	999	999	999	999	999	999	999	999	2	0	90005109	新宠	4
760000403	1	3星变异末日使徒	6	131	0	41	20	100001	9999053	partner00_620	char_ai_001	11008	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	604031	604032	604033	600350	5	1001	30003615	0	410160007	410400001	8	40565	2	410900400	1000	760000403	0	<color=#3f2a35>类型：</color><color=#625260>防御-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>裤子又是神马？</color>	SourcePanel.Show(2,410160403)	1	0	5000	999	999	999	999	999	999	999	999	999	999	3	0	90005109	新宠	4
760000404	1	4星变异末日使徒	6	131	0	41	20	100001	9999053	partner00_620	char_ai_001	11008	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	604041	604042	604043	600360	5	1001	30003615	0	410160007	410400001	8	40565	2	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>裤子又是神马？</color>	SourcePanel.Show(2,410160404)	1	1	5000	999	999	999	999	999	999	999	999	999	999	4	0	90005103	极品	1
760000501	1	变异暴走兔	6	131	0	43	20	100001	9999054	partner00_621	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	35050	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	605011	605012	605013	600370	6	1001	30003615	0	410160009	410400001	8	40565	2	410900400	1000	760000501	0	<color=#3f2a35>类型：</color><color=#625260>防御-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>抱着全村的希望！</color>	SourcePanel.Show(2,410160501)	0.8	1	5000	999	999	999	999	999	999	999	999	999	999	5	0	90005107	新宠	4
760000502	1	6星变异暴走兔	6	131	0	43	20	100001	9999054	partner00_621	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	35050	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	605021	605022	605023	600380	6	1001	30003615	0	410160009	410400001	8	40565	2	410900400	1000	760000502	0	<color=#3f2a35>类型：</color><color=#625260>防御-6星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>抱着全村的希望！</color>	SourcePanel.Show(2,410160502)	0.8	0	5000	999	999	999	999	999	999	999	999	999	999	6	0	90005109	新宠	4
760000503	1	7星变异暴走兔	6	131	0	43	20	100001	9999054	partner00_621	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	35050	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	605031	605032	605033	600390	6	1001	30003615	0	410160009	410400001	8	40565	2	410900400	1000	760000503	0	<color=#3f2a35>类型：</color><color=#625260>防御-7星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>抱着全村的希望！</color>	SourcePanel.Show(2,410160503)	0.8	0	5000	999	999	999	999	999	999	999	999	999	999	7	0	90005109	新宠	4
760000504	1	8星变异暴走兔	6	131	0	43	20	100001	9999054	partner00_621	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	35050	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	605041	605042	605043	600400	6	1001	30003615	0	410160009	410400001	8	40565	2	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-8星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>抱着全村的希望！</color>	SourcePanel.Show(2,410160504)	0.8	1	5000	999	999	999	999	999	999	999	999	999	999	8	0	90005107	新宠	4
760000601	1	变异万古尸王	6	121	0	44	20	100001	9999055	partner00_622	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	37160	1	10000	10000	0	0	0	0	37150	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	606011	606012	606013	600410	6	1001	30003615	0	410160010	410400001	8	40565	4	410900400	1000	760000601	0	<color=#3f2a35>类型：</color><color=#625260>生命-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合孟子类任务</color>\n<color=#9b835d>你来抱抱我</color>	SourcePanel.Show(2,410160601)	1	1	5000	999	999	999	999	999	999	999	999	999	999	5	0	90005107	新宠	4
760000602	1	6星变异万古尸王	6	121	0	44	20	100001	9999055	partner00_622	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	37160	1	10000	10000	0	0	0	0	37150	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	606021	606022	606023	600420	6	1001	30003615	0	410160010	410400001	8	40565	4	410900400	1000	760000602	0	<color=#3f2a35>类型：</color><color=#625260>生命-6星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合孟子类任务</color>\n<color=#9b835d>你来抱抱我</color>	SourcePanel.Show(2,410160602)	1	0	5000	999	999	999	999	999	999	999	999	999	999	6	0	90005109	新宠	4
