任务ID（1-1279为一次性任务）	有效标志位	子任务ID	任务类型（1正常模式，2客户端模式，指引、奇遇、全隐藏模式这几个待定）	任务模式（来源：1经文,2神树，3课程表，4剑池，5灵宠，6出国，7帮派工资，8帮派任务1，9帮派任务2，10帮派任务3，11帮派任务4，12帮派任务5，13修仙之路,14奇遇任务(指引型),15奇遇任务(选择型)，16师徒任务）	任务模式（时间：0一次性任务，1日常任务，2周常任务，3月常任务）	任务模式（接取来源-位域：0无，1NPC，2面板，4道具）	所属环ID	模式参数	领取任务状态限制表主键，填0则不会读取	消耗条件主键，填0则不会读取	奖励ID主键，填0则不会读取	任务名字	可接任务描述	已接任务描述	可交任务描述	整个任务描述	领取任务对白ID	提交任务对白ID	领取任务脚本ID	完成任务脚本ID	完成任务的模式：0表示或条件，1表示与条件（注意：如果是或条件的话，空条件类型的参数2要是1，否则会一接就完成的情况）	完成任务条件：（1杀怪，2通关副本，3完成成就，4境界要求，5诵读经文，6采集多少次，7是客户端采集，8获得道具，9完成次数限制，10装备加工，11技能加工，12由服务器通关客户端副本，13灵宠注入灵元几次，14提交名剑X次，15通关指定类型客户端副本X次<2为观灵阁，8是精英历练>，16获得经文残页X次，17等级提升，18参与指定类型副本，19每日通关封魔塔层数（重置也算）），20重铸卡牌（无用），21杀敌/助攻,22抽奖(参数1:1青铜,2白银,3黄金)，23悬赏（条件为0，进度为1），24好友个数（参数1：需要角色身上的好友数量，25客户端触发服务器进度，26帮派竞拍物品成功次数，27购买某个商店多少个物品  参数1：商店ID，28帮派分红多少元宝，29开启修炼，30打造装备，31灵宠招募，参数2次数，32升级宝石，参数2次数，33合成魂装，参数2次数，34精炼多少次，35卡牌重铸多少次，36卡牌洗练多少次，37灵宠培养，38灵宠重铸，39购买聚宝盆）	完成任务条件1参数1	完成任务条件1参数2	完成任务条件1参数3	任务条件1的描述	任务条件1触发的脚本	完成条件2	完成条件2参数1	完成条件2参数2	完成条件2参数3	完成条件2描述	完成条件2脚本	完成条件3	完成条件3参数1	完成条件3参数2	完成条件3参数3	完成条件3描述	完成条件3脚本	完成条件4	完成条件4参数1	完成条件4参数2	完成条件4参数3	完成条件4描述	完成条件4脚本	完成条件5	完成条件5参数1	完成条件5参数2	完成条件5参数3	完成条件5描述	完成条件5脚本	可重复次数（仅针对可循环任务）	接任务NPC（默认）	交任务NPC（默认）	接任务地图（默认公共地图及第一阵营）	交任务地图（默认公共地图及第一阵营）	任务预给奖励	任务回收ID（消耗ID）	状态限制ID（仅在这个状态内可提交）	任务类型(0主线，1支线，2日常，3课程表，4灵宠，5教院，6指引）	只能接一个任务	是否可放弃任务（0不可以，1可以）	师徒值邮件ID	奖励师德值	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	任务目标1npcid	任务目标1地图	任务目标1x	任务目标1y	任务目标1z	任务目标2npcid	任务目标2地图	任务目标2x	任务目标2y	任务目标2z	任务目标3npcid	任务目标3地图	任务目标3x	任务目标3y	任务目标3z	可提交时触发脚本ID	不自动去做	不自动去交	任务自动读秒（大于0的则为默认读秒时间，读秒仅用于自动领取任务和自动领取任务奖励，等于0则不自动读秒）	目标1寻路后触发脚本	目标2寻路后触发脚本	目标3寻路后触发脚本	任务显示优先级	是否显示特殊奖励	环任务脚本（仅用在环任务上，切记）	接任务NPC（阵营2）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营2）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务NPC（阵营3）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营3）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务上报	交任务上报 
4512	1	0	1	15	1	2	0	0	91000705	0	10420405	[奇]深海巨鱿	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	你探索深海，遇见一只名叫法克的魔鱿，瞧那皮肤，光亮细腻，雪白嫩滑，定是来自网络位面！	0	0	0	0	0	1	1001	1	0	捕捉炼化，取其精血	SpecialTaskPanel.OpenPanel(4512)	1	1001	1	0	人鱿情未了，哦，法克鱿	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4513	1	0	1	15	1	2	0	0	91000706	0	10420406	[奇]深海巨鱿	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	你探索深海，遇见一只名叫法克的魔鱿，瞧那皮肤，光亮细腻，雪白嫩滑，定是来自网络位面！	0	0	0	0	0	1	1001	1	0	捕捉炼化，取其精血	SpecialTaskPanel.OpenPanel(4513)	1	1001	1	0	人鱿情未了，哦，法克鱿	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4514	1	0	1	15	1	2	0	0	91000707	0	10420407	[奇]深海巨鱿	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	你探索深海，遇见一只名叫法克的魔鱿，瞧那皮肤，光亮细腻，雪白嫩滑，定是来自网络位面！	0	0	0	0	0	1	1001	1	0	捕捉炼化，取其精血	SpecialTaskPanel.OpenPanel(4514)	1	1001	1	0	人鱿情未了，哦，法克鱿	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4515	1	0	1	15	1	2	0	0	91000708	0	10420408	[奇]深海巨鱿	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	你探索深海，遇见一只名叫法克的魔鱿，瞧那皮肤，光亮细腻，雪白嫩滑，定是来自网络位面！	0	0	0	0	0	1	1001	1	0	捕捉炼化，取其精血	SpecialTaskPanel.OpenPanel(4515)	1	1001	1	0	人鱿情未了，哦，法克鱿	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4516	1	0	1	15	1	2	0	0	91000701	0	10420501	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4516)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4517	1	0	1	15	1	2	0	0	91000702	0	10420502	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4517)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4518	1	0	1	15	1	2	0	0	91000703	0	10420503	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4518)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4519	1	0	1	15	1	2	0	0	91000704	0	10420504	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4519)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4520	1	0	1	15	1	2	0	0	91000705	0	10420505	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4520)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4521	1	0	1	15	1	2	0	0	91000706	0	10420506	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4521)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4522	1	0	1	15	1	2	0	0	91000707	0	10420507	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4522)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4523	1	0	1	15	1	2	0	0	91000708	0	10420508	[奇]怀抱之人	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	前方高能，发现烟尘生抱着一个人亲吻（啃），不知道抱着的是谁？	0	0	0	0	0	1	1001	1	0	音一，肯定是音一	SpecialTaskPanel.OpenPanel(4523)	1	1001	1	0	这身形，是慕萧辰！	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4524	1	0	1	15	1	2	0	0	0	0	10420601	[奇]血海冥河	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	你游历四方，遇一血海，一个破烂道人坐于血海中修炼。	0	0	0	0	0	1	1001	1	0	无视冥河，探索血海	SpecialTaskPanel.OpenPanel(4524)	1	1001	1	0	开发血海，取名冥河游乐园	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4525	1	0	1	15	1	2	0	0	91000701	0	10420701	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4525)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4526	1	0	1	15	1	2	0	0	91000702	0	10420702	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4526)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4527	1	0	1	15	1	2	0	0	91000703	0	10420703	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4527)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4528	1	0	1	15	1	2	0	0	91000704	0	10420704	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4528)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4529	1	0	1	15	1	2	0	0	91000705	0	10420705	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4529)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4530	1	0	1	15	1	2	0	0	91000706	0	10420706	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4530)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4531	1	0	1	15	1	2	0	0	91000707	0	10420707	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4531)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4532	1	0	1	15	1	2	0	0	91000708	0	10420708	[奇]流浪修士	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	一个打份成修道士的奇怪商人出现在集市中，但是没有人买他的东西——他在卖他的经历	0	0	0	0	0	1	1001	1	0	请求指点，讨教修为	SpecialTaskPanel.OpenPanel(4532)	1	1001	1	0	你丫的不去天桥下说书	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4533	1	0	1	15	1	2	0	0	91000701	0	10420801	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4533)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4534	1	0	1	15	1	2	0	0	91000702	0	10420802	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4534)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4535	1	0	1	15	1	2	0	0	91000703	0	10420803	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4535)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4536	1	0	1	15	1	2	0	0	91000704	0	10420804	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4536)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4537	1	0	1	15	1	2	0	0	91000705	0	10420805	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4537)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4538	1	0	1	15	1	2	0	0	91000706	0	10420806	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4538)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4539	1	0	1	15	1	2	0	0	91000707	0	10420807	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4539)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4540	1	0	1	15	1	2	0	0	91000708	0	10420808	[奇]三字真言	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路遇一男子，以天地奇石摆出心形图案，似乎在想另一女子表白，于是乎男子说出了三个字让女子高兴莫名……	0	0	0	0	0	1	1001	1	0	买买买	SpecialTaskPanel.OpenPanel(4540)	1	1001	1	0	我爱你	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4541	1	0	1	15	1	2	0	0	91000701	0	10420901	[奇]神匠	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路上见到一个铁匠自称神匠，怎么打招呼才显得高大上？	0	0	0	0	0	1	1001	1	0	你制杖吗？	SpecialTaskPanel.OpenPanel(4541)	1	1001	1	0	你贩剑吗？	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4542	1	0	1	15	1	2	0	0	91000702	0	10420902	[奇]神匠	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路上见到一个铁匠自称神匠，怎么打招呼才显得高大上？	0	0	0	0	0	1	1001	1	0	你制杖吗？	SpecialTaskPanel.OpenPanel(4542)	1	1001	1	0	你贩剑吗？	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4543	1	0	1	15	1	2	0	0	91000703	0	10420903	[奇]神匠	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路上见到一个铁匠自称神匠，怎么打招呼才显得高大上？	0	0	0	0	0	1	1001	1	0	你制杖吗？	SpecialTaskPanel.OpenPanel(4543)	1	1001	1	0	你贩剑吗？	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4544	1	0	1	15	1	2	0	0	91000704	0	10420904	[奇]神匠	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	路上见到一个铁匠自称神匠，怎么打招呼才显得高大上？	0	0	0	0	0	1	1001	1	0	你制杖吗？	SpecialTaskPanel.OpenPanel(4544)	1	1001	1	0	你贩剑吗？	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
