品质主ID	副ID（0普通生成用，1免费重铸用，2付费重铸用……10~19各种掉落用，20~29各种制造用）	有效标志位	品质0出现几率	品质1出现几率	品质2出现几率	品质3出现几率	品质4出现几率	品质5出现几率	品质6出现几率	品质7出现几率	品质8出现几率	品质9出现几率	品质0步数	品质1步数	品质2步数	品质3步数	品质4步数	品质5步数	品质6步数	品质7步数	品质8步数	品质9步数	品质0升级成功率	品质1升级成功率	品质2升级成功率	品质3升级成功率	品质4升级成功率	品质5升级成功率	品质6升级成功率	品质7升级成功率	品质8升级成功率	品质9升级成功率	品质0暴击成功率	品质1暴击成功率	品质2暴击成功率	品质3暴击成功率	品质4暴击成功率	品质5暴击成功率	品质6暴击成功率	品质7暴击成功率	品质8暴击成功率	品质9暴击成功率
233	1	1	10000	0	0	0	0	0	0	0	0	0	6	4	6	4	6	6	8	26	27	80	6000	6000	6000	6000	6000	6000	6000	2319	2319	2000	100	100	100	100	100	100	100	0	0	0
233	2	1	10000	0	0	0	0	0	0	0	0	0	6	4	6	4	6	6	8	26	27	80	6000	6000	6000	6000	6000	6000	6000	2319	2319	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
303	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	4	8	5	12	9	18	36	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	2	4	3	6	5	9	36	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
303	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	20	1	4200	3000	300	2000	400	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	22	1	2800	2000	200	3920	784	196	75	20	4	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
303	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
313	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
313	1	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	24	36	60	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
313	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	4	3	4	4	5	20	30	50	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
323	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
323	1	1	10000	0	0	0	0	0	0	0	0	0	6	6	7	6	7	7	8	15	15	60	9000	9000	9000	9000	9000	9000	9000	1875	1875	1875	100	100	100	100	100	100	100	0	0	0
323	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	6	5	6	6	7	13	13	50	9000	9000	9000	9000	9000	9000	9000	1875	1875	1875	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
333	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
333	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	10	8	10	10	11	32	33	110	6000	6000	6000	6000	6000	6000	6000	2068	2068	2000	100	100	100	100	100	100	100	0	0	0
333	2	1	10000	0	0	0	0	0	0	0	0	0	7	7	8	7	8	8	9	27	28	92	6000	6000	6000	6000	6000	6000	6000	2068	2068	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
403	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	6	9	6	14	11	22	44	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	3	5	3	7	6	11	44	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
403	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	20	1	4200	3000	300	2000	400	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	22	1	2800	2000	200	3920	784	196	75	20	4	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
403	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
413	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
413	1	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	24	36	60	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
413	2	1	10000	0	0	0	0	0	0	0	0	0	2	2	3	2	3	3	3	13	19	32	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
423	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
423	1	1	10000	0	0	0	0	0	0	0	0	0	6	6	7	6	7	7	8	30	36	80	9000	9000	9000	9000	9000	9000	9000	4125	4125	2500	100	100	100	100	100	100	100	0	0	0
423	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	4	3	4	4	4	16	19	42	9000	9000	9000	9000	9000	9000	9000	4125	4125	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
433	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
433	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	10	8	10	10	11	47	55	110	6000	6000	6000	6000	6000	6000	6000	3245	3245	2000	100	100	100	100	100	100	100	0	0	0
433	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	25	29	58	6000	6000	6000	6000	6000	6000	6000	3245	3245	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
503	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	7	13	12	20	22	44	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	4	7	6	10	11	22	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
503	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	20	1	4900	3500	350	1000	200	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	22	1	4200	3000	300	1960	392	98	38	10	2	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
503	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
513	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
513	1	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	28	42	70	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
513	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	4	15	22	37	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
523	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
523	1	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	8	7	8	10	39	38	100	9000	9000	9000	9000	9000	9000	9000	3850	3850	2500	100	100	100	100	100	100	100	0	0	0
523	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	5	21	20	53	9000	9000	9000	9000	9000	9000	9000	3850	3850	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
533	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
533	1	1	10000	0	0	0	0	0	0	0	0	0	10	10	10	11	10	11	14	54	53	140	6000	6000	6000	6000	6000	6000	6000	2675	2675	2000	100	100	100	100	100	100	100	0	0	0
533	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	28	28	74	6000	6000	6000	6000	6000	6000	6000	2675	2675	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
603	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	10	15	16	23	29	58	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	5	8	8	12	15	29	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
603	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	20	1	4900	3500	350	1000	200	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	22	1	4200	3000	300	1960	392	98	38	10	2	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
603	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
613	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
613	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	8	7	8	8	9	36	54	90	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
613	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	16	25	41	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
623	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
623	1	1	10000	0	0	0	0	0	0	0	0	0	11	11	11	10	11	11	13	57	57	130	9000	9000	9000	9000	9000	9000	9000	4385	4385	2500	100	100	100	100	100	100	100	0	0	0
623	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	6	26	26	59	9000	9000	9000	9000	9000	9000	9000	4385	4385	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
633	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
633	1	1	10000	0	0	0	0	0	0	0	0	0	15	15	15	14	15	15	18	72	72	180	6000	6000	6000	6000	6000	6000	6000	2800	2800	2000	100	100	100	100	100	100	100	0	0	0
633	2	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	6	7	7	8	33	33	82	6000	6000	6000	6000	6000	6000	6000	2800	2800	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
703	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	6	9	6	14	11	22	44	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	3	5	3	7	6	11	44	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
703	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	20	1	4200	3000	300	2000	400	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	22	1	2800	2000	200	3920	784	196	75	20	4	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
703	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
713	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
713	1	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	24	36	60	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
713	2	1	10000	0	0	0	0	0	0	0	0	0	2	2	3	2	3	3	3	13	19	32	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
723	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
723	1	1	10000	0	0	0	0	0	0	0	0	0	6	6	7	6	7	7	8	40	40	80	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	100	100	100	100	100	100	100	0	0	0
723	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	4	3	4	4	4	21	21	42	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
733	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
733	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	10	8	10	10	11	55	55	110	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	100	100	100	100	100	100	100	0	0	0
733	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	29	29	58	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
803	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	7	13	12	20	22	44	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	4	7	6	10	11	22	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
803	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	20	1	4900	3500	350	1000	200	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	22	1	4200	3000	300	1960	392	98	38	10	2	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
803	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
813	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
813	1	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	28	42	70	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
813	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	4	15	22	37	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
823	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
