道具ID(9位，4位表现分类+3位等级+2位流水；道具ID首位从3开始，由于道具和装备同一套规划，所以ID段划分。300000000~900000000之间为道具，卡牌为5开头。9为虚拟装备)	有效标志	道具名	表现分类，对应另外一张配置表，这里配的是表现分类ID，规则就是道具ID的前四位	颜色(0白（废弃不要用），1绿，2蓝，3紫，4橙，5青，6红，7粉)	背包位置(0普通道具背包，1碎片)	有效期，-1为无限期，大于0则为道具的存在时间，单位为秒	绑定方式(0不绑定，1获得绑定，2使用绑定)	消耗数量，每次使用道具消耗的数量，碎片类的在TIPS上显示就是合成的数量	叠加上限	出售货币（填0不可出售-出售价格必须为1、大于10000表示道具）	出售价格	等级限制下限	等级限制上限	境界限制下限	境界限制上限	无用字段（原来是次数限制，但已经改成走消耗系统了）	效果对象（0角色，1宠物）	效果类型（0无用，1事件，2drop型宝箱（客户端不预览，dropid+成就ID+是否播放表现），3永久属性，4经文碎片（自动使用），5获得灵宠，6获得招式，7获得法器，8获得血脉，9获得血脉精血，10灵宠灵元，11灵宠亲密度，12战斗力宝箱(掉落id+战力)，13次数限制，14成就触发，15使用技能，16称号，17藏宝图（事件ID、展示奖励ID、地点ID），18获得坐骑（参数1坐骑ID，参数2持续时间），19提升膜拜等级（叁数1物品使用要求的玩家光荣榜等级、叁数2物品使用后玩家光荣榜的等级），20获得学院DKP，21醒酒道具，22灵宠技能书，23获得组队经验加成状态（参数1：加成后的百分比(双倍就是200)，参数2：加成的时间：单位秒），24周月卡（参数1类型位域<月卡2+周卡1>，参数2持续时间<单位秒>，25情缘赏花道具(不能销毁），26reward型宝箱（客户端有预览，可以自动使用，参数1ID，参数2是否弹黑框），27修炼酒，28奖励多选，29时装激活，30限时时装，31喜帖，32红包参数1填祝福ID,33改名道具，34改性别道具，36地宫钥匙，37主播礼物--可能没用了）	效果参数1（类型为0则无用，事件ID，掉落ID，属性枚举，经文类别，成就ID下限）	效果参数2（类型为0则无用，技能等级，掉落无用，属性数值，事件无用，次数无用，称号无用，成就ID上限）	效果参数3（成就触发次数）	效果参数4（0标识此绑定继续走掉落规则决定是否绑定，1标识由服务器通用规则来决定是否绑定）	任选礼包展示（如果坐骑礼包、宠物礼包这种的选择类道具，这个地方配一个NPC_type来显示模型）	特殊消耗类型（0无特殊消耗，1对应消耗表ID）	特殊消耗参数1(0无用，1为对应消耗表的副ID)	状态限制ID(特殊消耗参数2)	地点限制ID(特殊消耗参数3)	删除方式(0无，1跳副本删除)	是否自动使用(0不自动，1为自动使用，需与掉落配合)	获得广播说明(位域，0不广播，1掉落拾取，2开宝箱,4制造广播，2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	拍卖分类	摆摊价格	特殊标示位（位域，1该道具是否可以赠送）	读条类型	读条时间，毫秒	男图标前景ID（后面要改名成FontImageID_male）	女图标前景ID	男图标背景ID（后面要改名成BackImageID_male）	女图标背景ID	掉落图标ID	掉落特效ID	合成预览ID(根据职业不同配置不同，示例（六个职业）100111001|100111002|100111003|100111004|100111005|100111006)	道具描述	来源对象ID	掉落飞入特效ID	使用后触发脚本	掉落彰显状态限制（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来）	掉落彰显表现（1紫色光柱、2橙色光柱）	物品品质（0无，1魂，2神）	使用文字	标签类型(1可鉴定，2可合成，3可魂化，4可镶嵌）装备是默认为可装备的	道具阶级	UI飞入特效（0默认飞入特效，1稀有装备、2稀有碎片、3上古装备、4上古碎片、5其他） 
400500550	1	[图纸]五阶项链魂装	4005	3	0	-1	1	1	999	203	13000	2100	7999	0	999	0	0	14	2107	2107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶项链魂装的合成图纸，在[帮贡商店]中有售	400500550	0	0	0	0	0	解封	0	5	0
400500650	1	[图纸]五阶戒指魂装	4005	3	0	-1	1	1	999	203	13000	2111	7999	0	999	0	0	14	2108	2108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶戒指魂装的合成图纸，在[帮贡商店]中有售	400500650	0	0	0	0	0	解封	0	5	0
400500560	1	[图纸]六阶项链魂装	4005	3	0	-1	1	1	999	203	15000	3120	7999	0	999	0	0	14	2109	2109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶项链魂装的合成图纸，在[帮贡商店]中有售	400500560	0	0	0	0	0	解封	0	6	0
400500660	1	[图纸]六阶戒指魂装	4005	3	0	-1	1	1	999	203	15000	3131	7999	0	999	0	0	14	2110	2110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶戒指魂装的合成图纸，在[帮贡商店]中有售	400500660	0	0	0	0	0	解封	0	6	0
400500570	1	[图纸]七阶项链魂装	4005	3	0	-1	1	1	999	203	16000	4140	7999	0	999	0	0	14	2111	2111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶项链魂装的合成图纸，在[帮贡商店]中有售	400500570	0	0	0	0	0	解封	0	7	0
400500670	1	[图纸]七阶戒指魂装	4005	3	0	-1	1	1	999	203	16000	4151	7999	0	999	0	0	14	2112	2112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶戒指魂装的合成图纸，在[帮贡商店]中有售	400500670	0	0	0	0	0	解封	0	7	0
400500580	1	[图纸]八阶项链魂装	4005	3	0	-1	1	1	999	203	18000	5160	7999	0	999	0	0	14	2113	2113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶项链魂装的合成图纸，在[帮贡商店]中有售	400500580	0	0	0	0	0	解封	0	8	0
400500680	1	[图纸]八阶戒指魂装	4005	3	0	-1	1	1	999	203	18000	5171	7999	0	999	0	0	14	2114	2114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶戒指魂装的合成图纸，在[帮贡商店]中有售	400500680	0	0	0	0	0	解封	0	8	0
400500590	1	[图纸]九阶项链魂装	4005	3	0	-1	1	1	999	203	19000	6180	7999	0	999	0	0	14	2115	2115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶项链魂装的合成图纸，在[帮贡商店]中有售	400500590	0	0	0	0	0	解封	0	9	0
400500690	1	[图纸]九阶戒指魂装	4005	3	0	-1	1	1	999	203	19000	6191	7999	0	999	0	0	14	2116	2116	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶戒指魂装的合成图纸，在[帮贡商店]中有售	400500690	0	0	0	0	0	解封	0	9	0
400500030	1	[图纸]三阶武器魂装	4005	3	0	-1	1	1	999	203	11000	60	9999	0	999	0	0	14	951	951	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶武器魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500130	1	[图纸]三阶衣服魂装	4005	3	0	-1	1	1	999	203	11000	66	9999	0	999	0	0	14	1106	1106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶衣服魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500230	1	[图纸]三阶腰带魂装	4005	3	0	-1	1	1	999	203	11000	76	9999	0	999	0	0	14	1005	1005	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶腰带魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500330	1	[图纸]三阶裤子魂装	4005	3	0	-1	1	1	999	203	11000	73	9999	0	999	0	0	14	1261	1261	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶裤子魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500430	1	[图纸]三阶护腕魂装	4005	3	0	-1	1	1	999	203	11000	75	9999	0	999	0	0	14	1262	1262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶护腕魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500730	1	[图纸]三阶护肩魂装	4005	3	0	-1	1	1	999	203	11000	65	9999	0	999	0	0	14	876	876	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶护肩魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500830	1	[图纸]三阶帽子魂装	4005	3	0	-1	1	1	999	203	11000	64	9999	0	999	0	0	14	1409	1409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶帽子魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500930	1	[图纸]三阶鞋子魂装	4005	3	0	-1	1	1	999	203	11000	79	9999	0	999	0	0	14	1122	1122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封三阶鞋子魂装的合成图纸	0	0	0	0	0	0	解封	0	3	0
400500040	1	[图纸]四阶武器魂装	4005	3	0	-1	1	1	999	203	12000	1080	9999	0	999	0	0	14	952	952	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶武器魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500140	1	[图纸]四阶衣服魂装	4005	3	0	-1	1	1	999	203	12000	1086	9999	0	999	0	0	14	1117	1117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶衣服魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500240	1	[图纸]四阶腰带魂装	4005	3	0	-1	1	1	999	203	12000	1096	9999	0	999	0	0	14	1568	1568	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶腰带魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500340	1	[图纸]四阶裤子魂装	4005	3	0	-1	1	1	999	203	12000	1093	9999	0	999	0	0	14	1269	1269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶裤子魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500440	1	[图纸]四阶护腕魂装	4005	3	0	-1	1	1	999	203	12000	1095	9999	0	999	0	0	14	1265	1265	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶护腕魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500740	1	[图纸]四阶护肩魂装	4005	3	0	-1	1	1	999	203	12000	1085	9999	0	999	0	0	14	881	881	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶护肩魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500840	1	[图纸]四阶帽子魂装	4005	3	0	-1	1	1	999	203	12000	1084	9999	0	999	0	0	14	1411	1411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶帽子魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500940	1	[图纸]四阶鞋子魂装	4005	3	0	-1	1	1	999	203	12000	1099	9999	0	999	0	0	14	1135	1135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封四阶鞋子魂装的合成图纸	0	0	0	0	0	0	解封	0	4	0
400500050	1	[图纸]五阶武器魂装	4005	3	0	-1	1	1	999	203	13000	2100	9999	0	999	0	0	14	957	957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶武器魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500150	1	[图纸]五阶衣服魂装	4005	3	0	-1	1	1	999	203	13000	2101	9999	0	999	0	0	14	1107	1107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶衣服魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500250	1	[图纸]五阶腰带魂装	4005	3	0	-1	1	1	999	203	13000	2116	9999	0	999	0	0	14	1569	1569	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶腰带魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500350	1	[图纸]五阶裤子魂装	4005	3	0	-1	1	1	999	203	13000	2113	9999	0	999	0	0	14	1273	1273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶裤子魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500450	1	[图纸]五阶护腕魂装	4005	3	0	-1	1	1	999	203	13000	2115	9999	0	999	0	0	14	1584	1584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶护腕魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500750	1	[图纸]五阶护肩魂装	4005	3	0	-1	1	1	999	203	13000	2105	9999	0	999	0	0	14	886	886	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶护肩魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500850	1	[图纸]五阶帽子魂装	4005	3	0	-1	1	1	999	203	13000	2104	9999	0	999	0	0	14	1412	1412	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶帽子魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500950	1	[图纸]五阶鞋子魂装	4005	3	0	-1	1	1	999	203	13000	2119	9999	0	999	0	0	14	1145	1145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封五阶鞋子魂装的合成图纸	0	0	0	0	0	0	解封	0	5	0
400500060	1	[图纸]六阶武器魂装	4005	3	0	-1	1	1	999	203	15000	3120	9999	0	999	0	0	14	963	963	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶武器魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500160	1	[图纸]六阶衣服魂装	4005	3	0	-1	1	1	999	203	15000	3121	9999	0	999	0	0	14	1108	1108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶衣服魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500260	1	[图纸]六阶腰带魂装	4005	3	0	-1	1	1	999	203	15000	3136	9999	0	999	0	0	14	1570	1570	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶腰带魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500360	1	[图纸]六阶裤子魂装	4005	3	0	-1	1	1	999	203	15000	3133	9999	0	999	0	0	14	1279	1279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶裤子魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500460	1	[图纸]六阶护腕魂装	4005	3	0	-1	1	1	999	203	15000	3135	9999	0	999	0	0	14	1266	1266	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶护腕魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500760	1	[图纸]六阶护肩魂装	4005	3	0	-1	1	1	999	203	15000	3121	9999	0	999	0	0	14	1119	1119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶护肩魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500860	1	[图纸]六阶帽子魂装	4005	3	0	-1	1	1	999	203	15000	3124	9999	0	999	0	0	14	1419	1419	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶帽子魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500960	1	[图纸]六阶鞋子魂装	4005	3	0	-1	1	1	999	203	15000	3121	9999	0	999	0	0	14	1161	1161	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封六阶鞋子魂装的合成图纸	0	0	0	0	0	0	解封	0	6	0
400500070	1	[图纸]七阶武器魂装	4005	3	0	-1	1	1	999	203	16000	4140	9999	0	999	0	0	14	969	969	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶武器魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500170	1	[图纸]七阶衣服魂装	4005	3	0	-1	1	1	999	203	16000	4141	9999	0	999	0	0	14	1109	1109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶衣服魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500270	1	[图纸]七阶腰带魂装	4005	3	0	-1	1	1	999	203	16000	4156	9999	0	999	0	0	14	1571	1571	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶腰带魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500370	1	[图纸]七阶裤子魂装	4005	3	0	-1	1	1	999	203	16000	4153	9999	0	999	0	0	14	1283	1283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶裤子魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500470	1	[图纸]七阶护腕魂装	4005	3	0	-1	1	1	999	203	16000	4155	9999	0	999	0	0	14	1585	1585	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶护腕魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500770	1	[图纸]七阶护肩魂装	4005	3	0	-1	1	1	999	203	16000	4145	9999	0	999	0	0	14	896	896	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶护肩魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500870	1	[图纸]七阶帽子魂装	4005	3	0	-1	1	1	999	203	16000	4144	9999	0	999	0	0	14	1426	1426	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶帽子魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500970	1	[图纸]七阶鞋子魂装	4005	3	0	-1	1	1	999	203	16000	4141	9999	0	999	0	0	14	1148	1148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封七阶鞋子魂装的合成图纸	0	0	0	0	0	0	解封	0	7	0
400500080	1	[图纸]八阶武器魂装	4005	3	0	-1	1	1	999	203	18000	5160	9999	0	999	0	0	14	975	975	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶武器魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500180	1	[图纸]八阶衣服魂装	4005	3	0	-1	1	1	999	203	18000	5161	9999	0	999	0	0	14	1110	1110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶衣服魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500280	1	[图纸]八阶腰带魂装	4005	3	0	-1	1	1	999	203	18000	5176	9999	0	999	0	0	14	1582	1582	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶腰带魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500380	1	[图纸]八阶裤子魂装	4005	3	0	-1	1	1	999	203	18000	5173	9999	0	999	0	0	14	1287	1287	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶裤子魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500480	1	[图纸]八阶护腕魂装	4005	3	0	-1	1	1	999	203	18000	5175	9999	0	999	0	0	14	1595	1595	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶护腕魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500780	1	[图纸]八阶护肩魂装	4005	3	0	-1	1	1	999	203	18000	5161	9999	0	999	0	0	14	1120	1120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶护肩魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500880	1	[图纸]八阶帽子魂装	4005	3	0	-1	1	1	999	203	18000	5164	9999	0	999	0	0	14	1438	1438	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶帽子魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500980	1	[图纸]八阶鞋子魂装	4005	3	0	-1	1	1	999	203	18000	5161	9999	0	999	0	0	14	1149	1149	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封八阶鞋子魂装的合成图纸	0	0	0	0	0	0	解封	0	8	0
400500090	1	[图纸]九阶武器魂装	4005	3	0	-1	1	1	999	203	19000	6180	9999	0	999	0	0	14	981	981	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶武器魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400500190	1	[图纸]九阶衣服魂装	4005	3	0	-1	1	1	999	203	19000	6181	9999	0	999	0	0	14	1118	1118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶衣服魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400500290	1	[图纸]九阶腰带魂装	4005	3	0	-1	1	1	999	203	19000	6196	9999	0	999	0	0	14	1583	1583	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶腰带魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400500390	1	[图纸]九阶裤子魂装	4005	3	0	-1	1	1	999	203	19000	6193	9999	0	999	0	0	14	1289	1289	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶裤子魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400500490	1	[图纸]九阶护腕魂装	4005	3	0	-1	1	1	999	203	19000	6195	9999	0	999	0	0	14	1596	1596	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶护腕魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400500790	1	[图纸]九阶护肩魂装	4005	3	0	-1	1	1	999	203	19000	6181	9999	0	999	0	0	14	1121	1121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶护肩魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400500890	1	[图纸]九阶帽子魂装	4005	3	0	-1	1	1	999	203	19000	6184	9999	0	999	0	0	14	1439	1439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶帽子魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400500990	1	[图纸]九阶鞋子魂装	4005	3	0	-1	1	1	999	203	19000	6181	9999	0	999	0	0	14	1160	1160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item40_005	item40_005	0	1000062	0	使用后解封九阶鞋子魂装的合成图纸	0	0	0	0	0	0	解封	0	9	0
400600030	1	[魂玉]三阶武器之魂	4006	3	0	-1	1	1	999	203	20000	1	7999	0	999	0	0	0	0	0	0	0	19999120	0	0	0	0	0	0	8203	0	0	0	0	0	item00_022	item00_022	item50_300	item50_300	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600030	0	0	60020001	1	0	魂化	0	0	0
400600031	1	[魂玉]三阶衣服之魂	4006	3	0	-1	1	1	999	203	20000	1	7999	0	999	0	0	0	0	0	0	0	19999121	0	0	0	0	0	0	8203	0	0	0	0	0	item00_022	item00_022	item50_301	item50_301	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600031	0	0	60020001	1	0	魂化	0	0	0
400600032	1	[魂玉]三阶腰带之魂	4006	3	0	-1	1	1	999	203	20000	1	7999	0	999	0	0	0	0	0	0	0	19999122	0	0	0	0	0	0	8203	0	0	0	0	0	item00_022	item00_022	item50_302	item50_302	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600032	0	0	60020001	1	0	魂化	0	0	0
400600033	1	[魂玉]三阶裤子之魂	4006	3	0	-1	1	1	999	203	20000	1	7999	0	999	0	0	0	0	0	0	0	19999123	0	0	0	0	0	0	8203	0	0	0	0	0	item00_022	item00_022	item50_303	item50_303	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600033	0	0	60020001	1	0	魂化	0	0	0
400600034	1	[魂玉]三阶护腕之魂	4006	3	0	-1	0	1	999	203	40000	1	7999	0	999	0	0	0	0	0	0	0	19999124	0	0	0	0	0	0	8203	705	400600034	0	0	0	item00_022	item00_022	item50_304	item50_304	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600034	0	0	60020001	1	0	魂化	0	0	0
400600035	1	[魂玉]三阶项链之魂	4006	3	0	-1	0	1	999	203	40000	1	7999	0	999	0	0	0	0	0	0	0	19999125	0	0	0	0	0	0	8203	706	400600035	0	0	0	item00_022	item00_022	item50_305	item50_305	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600035	0	0	60020001	1	0	魂化	0	0	0
400600036	1	[魂玉]三阶戒指之魂	4006	3	0	-1	0	1	999	203	40000	1	7999	0	999	0	0	0	0	0	0	0	19999126	0	0	0	0	0	0	8203	707	400600036	0	0	0	item00_022	item00_022	item50_306	item50_306	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600036	0	0	60020001	1	0	魂化	0	0	0
400600037	1	[魂玉]三阶护肩之魂	4006	3	0	-1	0	1	999	203	40000	1	7999	0	999	0	0	0	0	0	0	0	19999127	0	0	0	0	0	0	8203	708	400600037	0	0	0	item00_022	item00_022	item50_307	item50_307	0	1000160	0	寄宿着器魂的灵玉，把其中的器魂注入装备后，可以合成魂装。	400600037	0	0	60020001	1	0	魂化	0	0	0
