备注	BUFF的ID(ID规则：弹道ID+2位流水号；如果是场景系统等没相关弹道的buff地图ID+2流水号，任务相关1000-1999)	一级分类（只在免疫、叠加计算使用了，其他时候都没用了，1属性改变，2生命恢复，4治疗加成，8无敌，16变身，32特殊，64减速、128沉默、256变羊、512定身、1024眩晕、2048昏睡、4096击退）	二级分类（如果两个buff一级分类相同，但是需要区分为不同类的buff，则使用二级分类）	BUFF类型（1、buff|2、debuff|3、场景buff(3类型buff，先不要用，应该无效））	BUFF等级（副主键，buff等级）	优先级（buff的优先级，优先级低的同类型buff会被高优先级替换）	叠加上限（buff的最大叠加层数，最大99）	触发方式（1时间触发(一般用在dot和hot等有触发间隔的)，2获得触发（关联属性计算改变），3被击触发，4攻击触发，5被击触发另外BUFF，6攻击触发另外BUFF，7移动触发）	CD类型ID（加上BUFF时检测的CD，仅是BUFF的CD，与技能无关）	CD时间(毫秒，具体的CD时间)	时间持续类型（1、墙上时间|2、在线时间|3、永久(NPC出生自带BUFF需要配成永久的)|4、时间叠加类buff墙上时间|5、时间叠加类buff在线时间|6、在某个时间前一直存在）	删除方式（0、不可删除|1、时间到删除|2、死亡删除|4、可以驱散删除|8、跳地图删除|16、使用技能删除|32、跳副本删除|64、被击删除|128、主动攻击删除|256、移动删除）	被击删除次数（被击删除时，才有效）	效果个数（效果个数，需要与后面的个数保持一致|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	持续时间1（此效果的存在时间，单位毫秒，与buff时间一样则填写-1，如果时间比buff时间短，则此效果要填在后面）	触发间隔1（此效果的触发间隔，单位毫秒，加BUFF瞬间就生效则填写0(之后不再重复生效)，伤害类的DOT一定要填生效间隔的；当一级分类里为位移型hpdot（4194305），则触发间隔为移动距离）	生效条件1（关联至condition（跟程序确认一下））	关联效果id1（关联至skill_effect_cfg中的ID）	百分比参数1（关联的百分比）	数值参数1（关联的数值|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	暴击率1（效果的单独暴击率）	暴击系数1（效果的单独暴击系数）	持续时间2	触发间隔2	生效条件2	关联效果id2	百分比参数2	数值参数2	暴击率2	暴击系数2	持续时间3	触发间隔3	生效条件3	关联效果id3	百分比参数3	数值参数3	暴击率3	暴击系数3	持续时间4	触发间隔4	生效条件4	关联效果id4	百分比参数4	数值参数4	暴击率4	暴击系数4	客户端表现ID	BUFF广播级别(0不广播，1广播)	BUFF的状态限制ID(关联状态限制表) 
（基础成长）MOBA_BUFF21（元婴3）	403121	1	403101	1	11	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	296482	0	0	-1	0	0	3003	0	296482	0	0	-1	0	0	3002	0	148241	0	0	-1	0	0	3004	0	148241	0	0	0	0	0
（基础成长）MOBA_BUFF21（元婴4）	403121	1	403101	1	12	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	347044	0	0	-1	0	0	3003	0	347044	0	0	-1	0	0	3002	0	173522	0	0	-1	0	0	3004	0	173522	0	0	0	0	0
（基础成长）MOBA_BUFF21（化神1）	403121	1	403101	1	13	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	383296	0	0	-1	0	0	3003	0	383296	0	0	-1	0	0	3002	0	191648	0	0	-1	0	0	3004	0	191648	0	0	0	0	0
（基础成长）MOBA_BUFF21（化神2）	403121	1	403101	1	14	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	422304	0	0	-1	0	0	3003	0	422304	0	0	-1	0	0	3002	0	211152	0	0	-1	0	0	3004	0	211152	0	0	0	0	0
（基础成长）MOBA_BUFF21（化神3）	403121	1	403101	1	15	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	435660	0	0	-1	0	0	3003	0	435660	0	0	-1	0	0	3002	0	217830	0	0	-1	0	0	3004	0	217830	0	0	0	0	0
（基础成长）MOBA_BUFF21（化神4）	403121	1	403101	1	16	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	506362	0	0	-1	0	0	3003	0	506362	0	0	-1	0	0	3002	0	253181	0	0	-1	0	0	3004	0	253181	0	0	0	0	0
（基础成长）MOBA_BUFF21（合体1）	403121	1	403101	1	17	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	552896	0	0	-1	0	0	3003	0	552896	0	0	-1	0	0	3002	0	276448	0	0	-1	0	0	3004	0	276448	0	0	0	0	0
（基础成长）MOBA_BUFF21（合体2）	403121	1	403101	1	18	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	577170	0	0	-1	0	0	3003	0	577170	0	0	-1	0	0	3002	0	288585	0	0	-1	0	0	3004	0	288585	0	0	0	0	0
（基础成长）MOBA_BUFF21（合体3）	403121	1	403101	1	19	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	717726	0	0	-1	0	0	3003	0	717726	0	0	-1	0	0	3002	0	358863	0	0	-1	0	0	3004	0	358863	0	0	0	0	0
（基础成长）MOBA_BUFF21（合体4）	403121	1	403101	1	20	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	772740	0	0	-1	0	0	3003	0	772740	0	0	-1	0	0	3002	0	386370	0	0	-1	0	0	3004	0	386370	0	0	0	0	0
（基础成长）MOBA_BUFF21（大乘1）	403121	1	403101	1	21	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	818002	0	0	-1	0	0	3003	0	818002	0	0	-1	0	0	3002	0	409001	0	0	-1	0	0	3004	0	409001	0	0	0	0	0
（基础成长）MOBA_BUFF21（大乘2）	403121	1	403101	1	22	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	887644	0	0	-1	0	0	3003	0	887644	0	0	-1	0	0	3002	0	443822	0	0	-1	0	0	3004	0	443822	0	0	0	0	0
（基础成长）MOBA_BUFF21（大乘3）	403121	1	403101	1	23	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	967780	0	0	-1	0	0	3003	0	967780	0	0	-1	0	0	3002	0	483890	0	0	-1	0	0	3004	0	483890	0	0	0	0	0
（基础成长）MOBA_BUFF21（大乘4）	403121	1	403101	1	24	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	1034242	0	0	-1	0	0	3003	0	1034242	0	0	-1	0	0	3002	0	517121	0	0	-1	0	0	3004	0	517121	0	0	0	0	0
（基础成长）MOBA_BUFF21（渡劫1）	403121	1	403101	1	25	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	1312174	0	0	-1	0	0	3003	0	1312174	0	0	-1	0	0	3002	0	656087	0	0	-1	0	0	3004	0	656087	0	0	0	0	0
（基础成长）MOBA_BUFF21（渡劫2）	403121	1	403101	1	26	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	1312174	0	0	-1	0	0	3003	0	1312174	0	0	-1	0	0	3002	0	656087	0	0	-1	0	0	3004	0	656087	0	0	0	0	0
（基础成长）MOBA_BUFF21（渡劫3）	403121	1	403101	1	27	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	1312174	0	0	-1	0	0	3003	0	1312174	0	0	-1	0	0	3002	0	656087	0	0	-1	0	0	3004	0	656087	0	0	0	0	0
（基础成长）MOBA_BUFF21（渡劫4）	403121	1	403101	1	28	21	1	2	0	0	1	40	0	4	-1	0	0	3001	0	1312174	0	0	-1	0	0	3003	0	1312174	0	0	-1	0	0	3002	0	656087	0	0	-1	0	0	3004	0	656087	0	0	0	0	0
（基础成长）MOBA_回血1	403122	1	403122	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	3012	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血2	403123	1	403122	1	1	2	1	1	0	0	1	40	0	1	-1	1000	0	3012	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血3	403124	1	403122	1	1	3	1	1	0	0	1	40	0	1	-1	1000	0	3012	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血4	403125	1	403122	1	1	4	1	1	0	0	1	40	0	1	-1	1000	0	3012	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血5	403126	1	403122	1	1	5	1	1	0	0	1	40	0	1	-1	1000	0	3012	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血6	403127	1	403122	1	1	6	1	1	0	0	1	40	0	1	-1	1000	0	3012	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血7	403128	1	403122	1	1	7	1	1	0	0	1	40	0	1	-1	1000	0	3012	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血8	403129	1	403122	1	1	8	1	1	0	0	1	40	0	1	-1	1000	0	3012	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血9	403130	1	403122	1	1	9	1	1	0	0	1	40	0	1	-1	1000	0	3012	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血10	403131	1	403122	1	1	10	1	1	0	0	1	40	0	1	-1	1000	0	3012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血11	403132	1	403122	1	1	11	1	1	0	0	1	40	0	1	-1	1000	0	3012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血12	403133	1	403122	1	1	12	1	1	0	0	1	40	0	1	-1	1000	0	3012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血13	403134	1	403122	1	1	13	1	1	0	0	1	40	0	1	-1	1000	0	3012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血14	403135	1	403122	1	1	14	1	1	0	0	1	40	0	1	-1	1000	0	3012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血15	403136	1	403122	1	1	15	1	1	0	0	1	40	0	1	-1	1000	0	3012	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血16	403137	1	403122	1	1	16	1	1	0	0	1	40	0	1	-1	1000	0	3012	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血17	403138	1	403122	1	1	17	1	1	0	0	1	40	0	1	-1	1000	0	3012	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血18	403139	1	403122	1	1	18	1	1	0	0	1	40	0	1	-1	1000	0	3012	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血19	403140	1	403122	1	1	19	1	1	0	0	1	40	0	1	-1	1000	0	3012	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血20	403141	1	403122	1	1	20	1	1	0	0	1	40	0	1	-1	1000	0	3012	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
（基础成长）MOBA_回血21	403142	1	403122	1	1	21	1	1	0	0	1	40	0	1	-1	1000	0	3012	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
特殊临时BUFF	403143	1	403101	1	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	0	400	0	0	-1	0	0	3002	0	620	0	0	-1	0	0	3013	0	168	0	0	-1	0	0	3014	0	57	0	0	0	1	0
刺杀眩晕	21006101	1024	21006101	2	1	1	1	2	0	0	1	15	0	1	-1	0	0	2004	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
狼人流血	21003201	2	21003201	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	1007	2	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
通用眩晕	21017101	1024	21017101	2	1	1	1	2	0	0	1	15	0	1	-1	0	0	2004	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
通用减速（50%）	21025101	64	21025101	2	1	1	1	2	0	0	1	15	0	1	-1	0	0	2007	-50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
伤害减免（80%）	21026101	1	21026101	1	1	1	1	2	0	0	1	1	0	1	-1	0	0	3011	0	-8000	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
火焰点燃	21028101	1	21028101	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	1007	2	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
中毒（dot+减速）	21042101	1	21042101	2	1	1	1	1	0	0	1	15	0	2	-1	1000	0	1007	2	0	0	0	-1	0	0	2007	-50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
死火	21059101	1	21059101	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	9044	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
旋风斩光环	21061101	1	21061101	1	1	1	1	1	0	0	1	15	0	1	-1	1000	0	9045	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
旋风斩-减速沉默	21061102	1	21061102	1	1	1	1	2	0	0	1	15	0	2	-1	0	0	2008	0	0	0	0	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
伤害吸收盾	21066101	1	21066101	1	1	1	1	2	0	0	1	15	0	1	-1	0	0	5011	20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
狂暴	21067101	1	21067101	1	1	1	1	2	0	0	1	15	0	2	-1	0	0	3001	100	0	0	0	-1	0	0	2007	-20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
天书陵-魔将02减速	21069101	64	21069101	2	1	1	1	2	0	0	1	55	0	1	-1	0	0	2007	-50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
小鱼人水泡泡眩晕掉血	21070101	1025	21070101	2	1	1	1	2	0	0	1	15	0	2	-1	1000	0	1007	2	0	0	0	-1	0	0	2004	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
毒液持续dot	21071101	1	21071101	2	1	1	1	1	0	0	1	11	0	1	-1	1000	0	1007	2	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
减速	21072101	1	21072101	2	1	1	1	2	0	0	1	11	0	1	-1	0	0	2007	-50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
降攻击	21073101	1	21073101	2	1	1	1	2	0	0	1	11	0	2	-1	0	0	3001	-90	0	0	0	-1	0	0	3003	-90	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
降防御	21074101	1	21074101	2	1	1	1	2	0	0	1	11	0	2	-1	0	0	3002	-90	0	0	0	-1	0	0	3004	-90	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
冰冻	21077101	1	21077101	2	1	1	1	2	0	0	1	7	0	2	-1	0	0	2005	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
伤害反弹盾	21078101	1	21078101	1	1	1	1	2	0	0	1	15	0	1	-1	0	0	5006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
无敌	21079101	1	21079101	1	1	1	1	2	0	0	1	15	0	1	-1	0	0	5000	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
伤害回复盾	21080101	1	21080101	1	1	1	1	2	0	0	1	15	0	1	-1	0	0	3011	0	20000	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
双子狂暴	21081101	1	21081101	1	1	1	1	2	0	0	1	15	0	2	-1	0	0	3001	100	0	0	0	-1	0	0	3003	100	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
狂暴	21083101	1	21083101	1	1	1	1	2	0	0	1	15	0	2	-1	0	0	3001	300	0	0	0	-1	0	0	3003	300	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
虎啸定身	21110101	1	21110101	2	1	1	1	2	0	0	1	15	0	1	-1	0	0	2005	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
黑洞减速	21111101	1	21111101	2	1	1	1	2	0	0	1	15	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
虎右抓流血	21112101	1	21112101	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	1001	20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
虎左抓流血	21113101	1	21113101	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	1001	20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
暴风雪减速	21115101	1	21115101	2	1	1	1	2	0	0	1	47	0	1	-1	0	0	2007	-50	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
双龙升起眩晕	21116101	1	21116101	2	1	1	1	2	0	0	1	47	0	1	-1	0	0	2004	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
双龙下落减速	21117101	1	21117101	2	1	1	1	2	0	0	1	47	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
爆气增加防御	21118101	1	21118101	1	1	1	1	2	0	0	1	47	0	1	-1	0	0	3002	100	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
爆气增加防御	21119101	1	21119101	1	1	1	1	2	0	0	1	47	0	1	-1	0	0	3002	100	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
熊吼降低攻击	21120101	1	21120101	2	1	1	1	2	0	0	1	47	0	1	-1	0	0	3001	-40	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
熊吼眩晕	21121101	1	21121101	2	1	1	1	2	0	0	1	47	0	1	-1	0	0	2004	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
凤凰点燃1	21123101	1	21123101	2	1	1	1	1	0	0	1	47	0	1	-1	1000	0	1001	10	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
凤凰点燃2	21124101	1	21124101	2	1	1	1	1	0	0	1	47	0	1	-1	1000	0	1001	20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
冰箭减速	21144101	1	21144101	2	1	1	3	2	0	0	1	47	0	1	-1	0	0	2007	-20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
火箭点燃	21145101	1	21145101	2	1	1	3	1	0	0	1	47	0	1	-1	1000	0	1001	20	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
生命之泉	21169101	1	21169101	1	1	1	1	1	0	0	1	41	0	1	-1	1000	0	3012	5	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
天神下凡	21170101	1	21170101	1	1	1	1	2	0	0	1	41	0	4	-1	0	0	3001	200	0	0	0	-1	0	0	3002	200	0	0	0	-1	0	0	3003	200	0	0	0	-1	0	0	0	3004	200	0	0	0	1	0
死火-九层妖塔	21273101	1	21273101	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	9093	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
祝福-九层妖塔	21274101	1	21274101	1	1	1	1	2	0	0	1	3	0	4	-1	0	0	3001	100	0	0	0	-1	0	0	3002	50	0	0	0	-1	0	0	3003	100	0	0	0	-1	0	0	0	3004	50	0	0	0	1	0
净灵特殊-流血-百分比	25044101	1	25044101	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	1007	1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
净灵特殊-虎啸眩晕	25064101	1	25064101	2	1	1	1	2	0	0	1	15	0	1	-1	0	0	2004	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
净灵特殊-骨牢定身	25014101	1	25014101	2	1	1	1	2	0	0	1	15	0	1	-1	0	0	2005	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
净灵特殊-死火-百分比	25072101	1	25072101	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	9075	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
圆形喷火光环	32000101	32	32000101	1	1	1	1	1	0	0	1	0	0	2	-1	1000	0	9020	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
侧面喷火光环	32001101	32	32000101	1	1	1	1	1	0	0	1	0	0	2	-1	7000	0	9021	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
地下喷火光环	32002101	32	32000101	1	1	1	1	1	0	0	1	0	0	2	-1	3000	0	9022	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
地刺光环	32003101	32	32003101	1	1	1	1	1	0	0	1	0	0	2	-1	4000	0	9023	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
地刺流血	32003102	2	32003102	2	1	1	1	1	0	0	1	15	0	1	-1	1000	0	1007	2	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
侧面喷火光环	32004101	32	32004101	1	1	1	1	1	0	0	1	0	0	2	-1	1000	0	9024	0	0	0	0	-1	0	0	9006	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
寒冰减速	32005101	1	32005101	1	1	1	1	2	0	0	1	7	0	1	-1	0	0	2007	-50	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
寒冰光环	32005102	1	32005102	1	1	1	1	1	0	0	1	0	0	1	-1	1000	0	9033	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
触发寒冰光环	32005103	1	32005103	1	1	1	1	2	0	0	1	1	0	1	-1	0	0	9034	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
增加攻击力	32007101	1	32007101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	3001	200	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
攻击光环	32007102	32	32007102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9035	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
增加攻击力	32008101	1	32008101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	3001	100	0	0	0	-1	0	0	3003	100	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
攻击光环-天书陵	32008102	32	32008102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9036	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
增加防御力	32009101	1	32009101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	3002	100	0	0	0	-1	0	0	3004	100	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
防御光环-天书陵	32009102	32	32009102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9037	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
增加闪避	32010101	1	32010101	1	1	1	1	2	0	0	1	3	0	1	-1	0	0	3006	0	5000	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
闪避光环-天书陵	32010102	32	32010102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9038	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
回复	32011101	1	32011101	1	1	1	1	1	0	0	1	3	0	1	-1	2000	0	3012	2	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
回复光环-天书陵	32011102	32	32011102	1	1	1	1	1	0	0	1	40	0	1	-1	1000	0	9039	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
