类型（1主件套，2辅件套，3饰品套，4翅膀，5武器强化等级，10套装，11武器，12龙魂，13灵宝，101时装升阶特效）	外观ID（对应fashion_cfg表里外观ID）	职业（每个职业男女各1个）	性别（每个职业男女各1个）	特效ID（与effect_config.lua里的特效ID对应）	名称（U3D中预设的名称）	特效节点名称（特效挂在什么位置，无特殊位置或偏移的情况下话一般用fushou_fx）	大小缩放	rimR1	rimG1	rimB1	rimA1	hairR1	hairG1	hairB1	TinitR1	TinitG1	TinitB1	TinitR2	TinitG2	TinitB2	ambR1	ambG1	ambB1	ambA1
13	12	31	2	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	12	41	1	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	12	41	2	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	11	1	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	11	2	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	21	1	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	21	2	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	31	1	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	31	2	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	41	1	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	13	41	2	2012113	guanjian_haitun	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	11	1	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	11	2	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	21	1	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	21	2	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	31	1	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	31	2	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	41	1	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	14	41	2	2012114	guanjian_yuebin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	11	1	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	11	2	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	21	1	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	21	2	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	31	1	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	31	2	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	41	1	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	15	41	2	2012115	guajian_jiandai02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	11	1	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	11	2	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	21	1	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	21	2	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	31	1	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	31	2	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	41	1	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	16	41	2	2012116	guajian_bitong	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	11	1	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	11	2	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	21	1	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	21	2	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	31	1	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	31	2	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	41	1	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	17	41	2	2012117	guajian_dajian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	11	1	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	11	2	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	21	1	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	21	2	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	31	1	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	31	2	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	41	1	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	18	41	2	2012118	guajian_jian	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	11	1	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	11	2	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	21	1	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	21	2	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	31	1	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	31	2	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	41	1	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	19	41	2	2012119	guajian_jiandai03	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	11	1	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	11	2	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	21	1	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	21	2	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	31	1	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	31	2	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	41	1	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	20	41	2	2012120	guajian_yuqi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	11	1	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	11	2	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	21	1	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	21	2	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	31	1	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	31	2	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	41	1	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	21	41	2	2012121	guajian_fengzheng	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	11	1	2000021	CB_chibang_xu_new	wing_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	11	2	2000020	CB_chibang_xu	body_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	21	1	2000020	CB_chibang_xu	body_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	21	2	2000020	CB_chibang_xu	body_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	31	1	2000020	CB_chibang_xu	body_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	31	2	2000021	CB_chibang_xu_new	wing_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	41	1	2000020	CB_chibang_xu	body_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	22	41	2	2000020	CB_chibang_xu	body_fx	0.5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	11	1	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	11	2	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	21	1	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	21	2	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	31	1	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	31	2	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	41	1	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	23	41	2	2012122	guajian_fengzheng02	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	11	1	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	11	2	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	21	1	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	21	2	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	31	1	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	31	2	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	41	1	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	24	41	2	2012123	guajian_danshengou	body_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	11	1	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	11	2	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	21	1	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	21	2	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	31	1	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	31	2	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	41	1	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	25	41	2	2012124	guajian_huajuan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	11	1	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	11	2	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	21	1	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	21	2	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	31	1	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	31	2	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	41	1	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	26	41	2	2012125	guajian_fengche	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	11	1	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	11	2	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	21	1	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	21	2	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	31	1	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	31	2	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	41	1	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	27	41	2	2012126	guajian_meigui	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	11	1	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	11	2	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	21	1	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	21	2	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	31	1	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	31	2	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	41	1	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	28	41	2	2012127	guanjian_yaogu_fx	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	11	1	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	11	2	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	21	1	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	21	2	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	31	1	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	31	2	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	41	1	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	29	41	2	2012128	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	11	1	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	11	2	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	21	1	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	21	2	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	31	1	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	31	2	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	41	1	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	30	41	2	2012129	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	11	1	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	11	2	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	21	1	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	21	2	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	31	1	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	31	2	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	41	1	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	31	41	2	2012130	guajian_maobi_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	11	1	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	11	2	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	21	1	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	21	2	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	31	1	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	31	2	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	41	1	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	32	41	2	2012131	guanjian_yaogu_fx	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	33	11	1	1000088	guajian_jianpotaixu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	33	11	2	1000088	guajian_jianpotaixu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	33	21	1	1000088	guajian_jianpotaixu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	33	21	2	1000088	guajian_jianpotaixu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
