状态限制ID，8位（1位标识+5位类型+2位流水），第一位：1任务，2地图，3系统，4运营活动，5装备加工条件，6掉落彰显（上品6+2位部位+1位颜色+4位流水；极品+1；道具掉落彰显6+4位道具类型+3位流水号），7由活动ID控制开放的系统、活动、玩法，具体与vic沟通（活动7+2位系统+3位活动+2位流水），8商店，9其他（1000X产出相关）	有效标志位	副键	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(成就ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始秒数，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制，30学院建筑等级<参数1：等级下限参数2：等级上限参数3：对应科技枚举[1帮等2商店3活动4兵甲5暂无]>），31玩家帮派职位是否达到参数1：帮派职位枚举（0非法数据、1帮主、2副帮主、4院监、8天书堂主、16百草堂主、32白虎堂主、64万宝堂主、128精英帮众、256正式帮众、512预科帮众），32结婚（参数1为1则已结婚返回true，填写0未结婚返回true），33助战模式（玩家助战状态判断，处于助战中返回错误，没参数），34玩家登录实际天数（参数1填的天数等于实际天数返回正确），35玩家是不是特殊GM（参数1：0：只要是特殊账号就可以；1:只能是GM才可以），36玩家是否有某一类型的任务（from_type）37性别（1男性，2女性），38未出师师徒任务进度检测（上下都包），39师徒副本师父限制,40限定某个包体可用（参数填包名-字符串,有效标志位必须填0）,41限定某个包体不可用（参数填包名-字符串,有效标志位必须填0，42与当前服务器最高等级差?参数1：等级差小于多少返回成功）	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(时间限制ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始描述，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(时间限制ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始描述，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(时间限制ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始描述，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	显示描述 
90000022	1	1	4	5161	5170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转161~5转170级
90000023	1	1	4	5171	5180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转171~5转180级
90000024	1	1	4	6161	6180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6转161~6转180级
90000025	1	1	4	6181	6190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6转181~6转190级
90000026	1	1	4	6191	6200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6转191~6转200级
90000027	1	1	4	7181	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7转181级以上
90000028	1	1	4	7200	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7转200级以上
90000029	1	1	4	7200	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7转200级以上
90000030	1	1	4	7200	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7转200级以上
90000031	1	1	4	7200	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7转200级以上
90000032	1	1	4	7200	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7转200级以上
90000033	1	1	4	7200	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7转200级以上
90000034	1	1	4	9999	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9转999级以上
90000035	1	1	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理职业限制
90000035	1	2	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理职业限制
90000036	1	1	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	法系职业限制
90000036	1	2	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	法系职业限制
90000037	1	1	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	月卡限制
90000038	1	1	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	周卡限制
90000039	1	1	5	2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	首次购买周卡-长生成长礼获得条件
90000040	1	1	21	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	尊享等级达到1级
90000041	1	1	2	11	0	0	0	0	8	2052602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	圣诞节期间
90000042	1	1	2	21	0	0	0	0	8	2052602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	圣诞节期间
90000043	1	1	2	31	0	0	0	0	8	2052602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	圣诞节期间
90000044	1	1	2	41	0	0	0	0	8	2052602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	圣诞节期间
90000045	1	1	8	2052602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	圣诞节期间
90000050	1	1	4	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~50级
90000051	1	1	4	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~60级
90000052	1	1	4	61	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61~1转80级
90000053	1	1	4	1081	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1转81~2转100级
90000054	1	1	4	2101	3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2转101~3转120级
90000055	1	1	4	3121	4140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3转121~4转140级
90000056	1	1	4	4141	5160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4转141~5转160级
90000057	1	1	4	5161	6180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转161~6转180级
90000058	1	1	4	6181	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6转181级以上
90000059	1	1	4	6181	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6转181级以上
90000060	1	1	4	6181	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6转181级以上
90000061	1	1	4	1	60	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~60级
90000062	1	1	4	1	60	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~60级
90000063	1	1	4	1	60	0	0	0	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~60级
90000064	1	1	4	1	60	0	0	0	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~60级
90000065	1	1	4	1	50	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~50级
90000066	1	1	4	1	50	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~50级
90000067	1	1	4	1	50	0	0	0	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~50级
90000068	1	1	4	1	50	0	0	0	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~50级
90000071	1	1	4	1	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1级以上
90000072	1	1	4	51	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51级以上
90000073	1	1	4	1091	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1转91级以上
90000074	1	1	4	3131	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3转131级以上
90000075	1	1	4	5160	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上
90000076	1	1	4	6180	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6转180级以上
90000077	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	需加入帮派
90000078	1	1	4	1	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~2转100级
90000079	1	1	4	2101	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2转101级以上
90000080	1	1	4	44	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44级以上
90000081	1	1	4	45	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45级以上
90000082	1	1	4	32	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32级以上
90000083	1	1	4	40	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40级以上
90000084	1	1	4	60	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60级以上
90000085	1	1	4	1080	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080~7200级
90000086	1	1	4	55	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55级以上
90000087	1	1	4	20	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20级以上
90000087	1	2	5	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	完成对应成就
90000088	1	1	4	20	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0转20级以上
90000088	1	2	1	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	提交教学降伏妖魔
90000089	1	1	4	19	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0转19级以上
90000089	1	2	1	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	提交任务血灵在线
90000090	1	1	4	30	7200	0	0	0	8	1000301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上
90000091	1	1	4	30	7200	0	0	0	8	1000302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上
90000092	1	1	4	13	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13级以上
90000093	1	1	4	19	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19级以上
90000094	1	1	4	30	7200	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上且加入教院
90000095	1	1	4	9999	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9转999级以上
90000096	1	1	4	30	7200	0	0	0	8	1001103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上
90000097	1	1	4	30	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上
90000098	1	1	4	35	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35级以上
90000099	1	1	4	30	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上且加入教院
90000100	1	1	4	30	7200	0	0	0	4	1	40	0	0	0	8	1000301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上
90000101	1	1	4	30	40	0	0	0	8	1000302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30~40级
90000102	1	1	4	9999	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9转999级以上
90000103	1	1	4	35	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达35
90000104	1	1	4	30	7200	0	0	0	8	1000321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30级以上
90000105	1	1	4	1	10	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~10级的剑客
90000106	1	1	4	11	20	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11~20级的剑客
90000107	1	1	4	21	30	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21~30级的剑客
90000108	1	1	4	31	40	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31~40级的剑客
90000109	1	1	4	41	50	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41~50级的剑客
90000110	1	1	4	51	60	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51~60级的剑客
90000111	1	1	4	61	70	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61~70级的剑客
90000112	1	1	4	71	1080	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71~1转80级的剑客
90000113	1	1	4	1081	1090	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1转81~1转90级的剑客
90000114	1	1	4	1091	2100	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1转91~2转100级的剑客
90000115	1	1	4	2101	2110	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2转101~2转110级的剑客
90000116	1	1	4	2111	3120	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2转111~3转120级的剑客
90000117	1	1	4	3121	3130	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3转121~3转130级的剑客
90000118	1	1	4	3131	4140	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3转131~4转140级的剑客
90000119	1	1	4	4141	4150	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4转141~4转150级的剑客
90000120	1	1	4	4151	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4转151级以上的剑客
90000121	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000122	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000123	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000124	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000125	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000126	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000127	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000128	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000129	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000130	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000131	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000132	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000133	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000134	1	1	4	5160	7200	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的剑客
90000205	1	1	4	1	10	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~10级的圣灵
90000206	1	1	4	11	20	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11~20级的圣灵
90000207	1	1	4	21	30	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21~30级的圣灵
90000208	1	1	4	31	40	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31~40级的圣灵
90000209	1	1	4	41	50	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41~50级的圣灵
90000210	1	1	4	51	60	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51~60级的圣灵
90000211	1	1	4	61	70	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61~70级的圣灵
90000212	1	1	4	71	1080	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71~1转80级的圣灵
90000213	1	1	4	1081	1090	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1转81~1转90级的圣灵
90000214	1	1	4	1091	2100	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1转91~2转100级的圣灵
90000215	1	1	4	2101	2110	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2转101~2转110级的圣灵
90000216	1	1	4	2111	3120	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2转111~3转120级的圣灵
90000217	1	1	4	3121	3130	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3转121~3转130级的圣灵
90000218	1	1	4	3131	4140	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3转131~4转140级的圣灵
90000219	1	1	4	4141	4150	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4转141~4转150级的圣灵
90000220	1	1	4	4151	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4转151级以上的圣灵
90000221	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
90000222	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
90000223	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
90000224	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
90000225	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
90000226	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
90000227	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
90000228	1	1	4	5160	7200	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5转160级以上的圣灵
