成就ID(普通历练通关：1~300，普通历练三星：301~600，历练章节通关：601~650，历练章节满星：651~700，主线及系统开放：701~770，境界突破：771~800，目标成就：801~1700，目标零散1701~2100，魂装配方：2101~2140，七日成就2141~2300，充值首购2301~2350,祝福2351~2450，坐骑2451~2500，引导页2501~2600，引导成就2601-2650，灵宠购买限制2701~2800，封魔塔boss击杀成就2801~2850，海外首充成就2851~2900，仙道秘法成就2901~3000)	有效标志位	最大进度	完成类型(0自动完成，1手动完成)	前置成就ID	奖励道具ID	奖励道具数	奖励货币类型	奖励货币数	特殊奖励ID（已经改成通过reward_id来做，而不是drop了）	广播类型	广播内容	广播限制	触发成就1	触发成就2	触发成就3	触发成就4	触发成就5	触发事件	成就类型（0是普通成就，1是经脉成就，2是战灵碑成就）	状态限制(仅领取时有效，自动完成的不会有效果)	成就点数	触发祝福ID	触发邮件ID	增加战力值	触发脚本	待领奖时触发脚本	描述
719	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	装备上灵宝武器
720	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	把1个卡牌升到2星
721	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	灵宠2级培养激活
722	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4二阶稀有主件
723	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	合成紫色衣服魂装
724	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级提升到1转61级
725	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	合成紫裤魂装
726	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级提升到2转81级
727	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	合成紫色腰带魂装
728	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂武器
729	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	激活灵宠的4级培养激活
730	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	合成橙色武器魂装
731	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	激活角色的2级完美激活
732	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	激活角色的4级精炼激活
733	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂衣服
734	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	镶嵌1个宝石
735	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上稀有二阶帽子、护肩
736	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神符经文合成
737	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	文本经文合成
738	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109602	0	全身4个部位完美
739	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127604	0	全身10件强化+5
740	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	装备3个紫卡
741	1	1	1	0	0	0	0	0	40051301	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上稀有紫武
742	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	紫武精炼+2
743	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	把一个法器升到2级
744	1	1	1	0	0	0	0	0	40051302	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	无用
745	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶帽子、护肩完美
746	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	任一辅件魂装
747	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	通关封魔塔第九层
748	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	紫武魂装
749	1	1	1	0	0	0	0	0	40051303	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	无用
750	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶脚、手
751	1	1	1	0	0	0	0	0	40051304	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶头、肩重铸到完美
752	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶脚、手重铸到完美
753	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2灵宠升到60级
754	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	获得5个灵宠
755	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2级精炼激活
756	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上紫色头
757	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上紫色肩
758	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上紫色手
759	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上紫色脚
760	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010	0	0	0	获得3个灵宠
761	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶手、鞋精炼到2星
762	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	主线任务1转64级
763	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	主线任务1转67级
764	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	主线任务1转70级
765	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	主线任务1转74级
766	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	主线任务1转77级
767	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	主线任务2转80级
768	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	鉴定二阶武
769	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	支线等级达到26级
770	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶手、鞋精炼到1星（精炼2次）
771	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到筑基境
772	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501002	0	0	0	0	突破到虚丹境
773	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501003	0	0	0	0	突破到金丹境
774	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501004	0	0	0	0	突破到婴变境
775	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501005	0	0	0	0	突破到元婴境
776	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501006	0	0	0	0	突破到凝液境
777	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501007	0	0	0	0	突破到炼虚境
778	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501008	0	0	0	0	突破到化神境
779	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501009	0	0	0	0	突破到合体境
780	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501010	0	0	0	0	突破到小乘境
781	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501011	0	0	0	0	突破到大乘境
782	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501012	0	0	0	0	突破到渡劫境
783	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501013	0	0	0	0	突破到飞升境
784	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501014	0	0	0	0	突破到化真境
785	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501015	0	0	0	0	突破到大罗境
786	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501016	0	0	0	0	突破到太乙境
787	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙2境
788	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙3境
789	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙4境
790	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙5境
791	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙6境
792	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙7境
793	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙8境
794	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙9境
795	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙10境
796	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙11境
797	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙12境
798	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到太乙13境
800	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	境界结束，装品开始
801	1	6	1	0	0	0	0	0	0	0	0	0	704	0	0	0	0	0	1	0	0	0	0	0	0	0	穿戴最少6件稀有一阶装备
802	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	重铸装备达成1级完美激活
803	1	1	1	0	0	0	0	0	0	0	0	0	2516	0	0	0	0	0	1	0	0	0	0	0	0	0	合成二阶武器魂装
804	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成二阶衣服魂装
805	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成二阶裤子魂装
806	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成二阶腰带魂装
807	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备二阶项链
809	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备二阶戒指
810	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成紫色武器魂装
812	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部二阶饰品魂装（项链、戒指）
813	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成紫色衣服魂装
814	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部二阶辅件魂装（帽、肩、手、鞋）
815	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
816	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
817	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
818	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
820	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备紫色稀有项链
821	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成紫色裤子魂装
822	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备紫色稀有帽子
823	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备紫色稀有护肩
825	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成紫色腰带魂装
826	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备紫色稀有戒指
827	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备紫色稀有手套
828	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备紫色稀有鞋子
829	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部紫色辅件魂装（帽、肩、手、鞋）
830	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部紫色饰品魂装（项链、戒指）
831	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
832	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
833	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
834	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
836	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成橙色武器魂装
837	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成橙色衣服魂装
838	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备橙色稀有帽子
839	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备橙色稀有项链
840	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备橙色稀有护肩
842	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成橙色裤子魂装
843	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成橙色腰带魂装
844	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备橙色稀有手套
845	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备橙色稀有戒指
847	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部橙色饰品魂装（项链、戒指）
848	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备橙色稀有鞋子
849	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部橙色辅件魂装（帽、肩、手、鞋）
850	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
851	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
852	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
853	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
854	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成青色武器魂装
855	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成青色衣服魂装
856	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备青色稀有帽子
857	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备青色稀有项链
858	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备青色稀有护肩
860	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成青色裤子魂装
861	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成青色腰带魂装
862	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备青色稀有手套
863	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备青色稀有戒指
865	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部青色饰品魂装（项链、戒指）
866	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	装备青色稀有鞋子
867	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成全部青色辅件魂装（帽、肩、手、鞋）
872	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	合成红色武器魂装
873	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	100	0	0	4件二阶以上装备单完美
874	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	100	0	0	8件二阶以上装备单完美
875	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	100	0	0	2件二阶以上装备双完美
876	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	150	4108307	0	4件二阶以上装备双完美
877	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	225	0	0	6件二阶以上装备双完美
878	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	225	0	0	4件三阶以上装备单完美
879	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	225	0	0	8件三阶以上装备单完美
880	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	225	0	0	2件三阶以上装备双完美
881	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	4108407	0	4件三阶以上装备双完美
882	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	0	0	6件三阶以上装备双完美
883	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	0	0	4件四阶以上装备单完美
884	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	0	0	8件四阶以上装备单完美
885	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	0	0	2件四阶以上装备双完美
886	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	4108507	0	4件四阶以上装备双完美
887	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	6件四阶以上装备双完美
888	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	4件五阶以上装备单完美
889	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	8件五阶以上装备单完美
890	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	2件五阶以上装备双完美
891	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	4件五阶以上装备双完美
892	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	759	0	0	6件五阶以上装备双完美
893	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	759	0	0	4件六阶以上装备单完美
894	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	759	0	0	8件六阶以上装备单完美
895	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	759	0	0	2件六阶以上装备双完美
896	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	4108707	0	4件六阶以上装备双完美
897	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	6件六阶以上装备双完美
898	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	4件七阶以上装备单完美
899	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	8件七阶以上装备单完美
900	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	759	0	0	2件七阶以上装备双完美
901	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	4件七阶以上装备双完美
902	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	6件七阶以上装备双完美
903	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
904	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
905	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
950	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	装品结束，强炼开始
951	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	60	4108300	0	强化全身10件装备到+10
952	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	100	4108400	0	强化全身10件装备到+15
953	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	150	0	0	强化全身10件装备到+20
954	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	225	0	0	强化全身10件装备到+25
955	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
956	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
957	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	225	4108500	0	强化全身10件装备到+30
958	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
959	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
960	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
961	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
962	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	0	0	强化8件以上装备到+35
963	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	4108600	0	强化8件以上装备到+40
964	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
965	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
966	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
967	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
968	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	337	0	0	强化全身10件装备到+45
969	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	4108700	0	强化全身10件装备到+50
970	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
971	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
972	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
973	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
974	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	强化全身10件装备到+55
975	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	759	4108800	0	强化全身10件装备到+60
976	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
977	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
978	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
979	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
980	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	506	0	0	强化全身10件装备到+65
981	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	759	4108900	0	强化全身10件装备到+70
982	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
983	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
984	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
985	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	预留占位
